NaN,NaN,NaN,NaN,1567.5,1244.1,1396.5,NaN,NaN,NaN,1318.1,NaN,NaN,NaN,NaN,1759.4,1396.5,NaN,NaN,NaN,NaN,NaN,554.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1567.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4976.4,6269.9,3321.4,NaN,NaN,523.08,5585.8,NaN,NaN,1864.1,NaN,493.72,1660.7
NaN,NaN,NaN,1174.3,1759.4,1174.3,1174.3,739.75,NaN,NaN,1479.5,NaN,NaN,NaN,NaN,NaN,1864.1,NaN,1174.3,NaN,NaN,1174.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2348.6,NaN,NaN,NaN,NaN,NaN,9394.2,391.87,8867,NaN,NaN,329.52,2959,NaN,NaN,3518.9,932.03,1318.1,1108.4
NaN,NaN,NaN,1046.2,1660.7,1759.4,NaN,NaN,NaN,NaN,1046.2,NaN,NaN,NaN,NaN,NaN,1864.1,NaN,1567.5,NaN,NaN,1660.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3135,NaN,NaN,NaN,NaN,NaN,4433.5,1759.4,7037.7,NaN,5918,587.14,6642.7,NaN,NaN,830.34,1759.4,1567.5,1396.5
NaN,NaN,NaN,1479.5,1567.5,1479.5,1174.3,NaN,NaN,NaN,1864.1,329.52,NaN,NaN,NaN,1318.1,1567.5,NaN,1479.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1479.5,NaN,NaN,NaN,NaN,3518.9,NaN,NaN,NaN,NaN,NaN,7899.6,8369.3,3949.8,NaN,2959,466.01,4976.4,NaN,NaN,879.72,2092.3,1567.5,1567.5
NaN,NaN,NaN,1108.4,1567.5,1479.5,1396.5,NaN,NaN,NaN,1567.5,NaN,NaN,NaN,NaN,1244.1,1567.5,NaN,1660.7,NaN,NaN,1660.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1864.1,NaN,NaN,3135,NaN,NaN,NaN,NaN,NaN,3728.1,5272.3,2348.6,NaN,2488.2,391.87,3321.4,NaN,NaN,698.23,4976.4,1479.5,1318.1
NaN,NaN,NaN,1108.4,1864.1,NaN,1244.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1174.3,NaN,NaN,1479.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2216.7,NaN,NaN,2959,NaN,NaN,NaN,NaN,NaN,5272.3,5272.3,2216.7,NaN,2636.2,739.75,2792.9,NaN,NaN,NaN,1660.7,NaN,1174.3
NaN,NaN,NaN,1108.4,1479.5,1108.4,1318.1,NaN,NaN,NaN,1864.1,879.72,NaN,NaN,NaN,2792.9,1567.5,NaN,1046.2,NaN,NaN,1174.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3135,NaN,NaN,NaN,NaN,NaN,4697.1,3728.1,1660.7,NaN,932.03,987.45,2959,NaN,NaN,1396.5,1864.1,1567.5,1318.1
NaN,NaN,NaN,1174.3,1660.7,NaN,1318.1,NaN,NaN,NaN,1318.1,932.03,NaN,NaN,NaN,1046.2,1759.4,NaN,1046.2,NaN,NaN,1660.7,NaN,NaN,NaN,NaN,NaN,NaN,1660.7,NaN,1108.4,NaN,NaN,2792.9,NaN,NaN,NaN,NaN,NaN,3949.8,2092.3,2959,NaN,2636.2,1396.5,2092.3,NaN,NaN,1174.3,1318.1,1660.7,1318.1
NaN,NaN,NaN,1174.3,1759.4,1479.5,1479.5,NaN,NaN,NaN,1567.5,NaN,NaN,NaN,NaN,NaN,1660.7,NaN,1660.7,NaN,NaN,1567.5,NaN,NaN,NaN,NaN,NaN,NaN,1974.9,NaN,1318.1,NaN,NaN,4433.5,NaN,NaN,NaN,NaN,NaN,3949.8,9952.9,8369.3,NaN,6269.9,830.34,3949.8,NaN,NaN,2959,2792.9,2636.2,1479.5
NaN,NaN,NaN,1046.2,1759.4,1396.5,1174.3,NaN,NaN,NaN,1759.4,NaN,NaN,NaN,NaN,1174.3,1479.5,NaN,1318.1,NaN,NaN,1567.5,NaN,622.05,587.14,NaN,NaN,NaN,NaN,NaN,1108.4,NaN,NaN,3518.9,NaN,NaN,NaN,NaN,NaN,4976.4,11836,2959,NaN,10545,1567.5,5272.3,NaN,NaN,830.34,932.03,1396.5,1174.3
