0,0,0,0,0,0,0,0,0.10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.855,0.54363,0,0,0,1.8483,0.10873,10.981,0,0.21745,0.32618,0.10873,1.5222,0,0,0,0,0,0,1.6309,0,0,0,0,0,0,0,25.333,0.21745,1.4134,1.6309,0,0,0,3.2618,0,0,0,0.21745,0,0,0.21745,0,0,0,0,0,0,0,0,0,0,1.0873,0,0.10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10873,0,0.21745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10873,0,0,0.10873,5.0014,0.10873,0,0,0.32618,0,0,0,0,0,0,0.32618,0,0,0
0,0,0,0,0,0.17668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17668,0,0,0,0,0,0,0,0,0,0,0.088339,0,0,0,0,0,0,2.7385,0.35336,0,0,0,1.5018,0.26502,0,0,0,0.17668,0,0,0,0,0,0,0,0,0.35336,0,0,0,0,0,0,0,0.88339,0.17668,0,0.088339,0,0,0,0.088339,0,0,0,0.26502,0,0,0.088339,0,0,0,0,0.088339,0,0,0.088339,0,0.088339,0,0,0.4417,0,0,0,0,0,0,0,0.088339,0,0,0,0,0,0,0,0.088339,1.0601,0.35336,1.5018,0.26502,0,0.26502,0,0.088339,0.088339,0,0,0.088339,0.088339,0,0,0,0,0,0.088339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17668,0.26502,0,0,0.17668,0,0,0,0,0,0,0,0,0,0
0,0.60861,0.064064,0,0,0.60861,1.2172,0.22422,0.032032,0,0,0,0,0,0,0,0.032032,0.032032,0,0.7047,0.032032,4.997,0.22422,0,0,0,0,0,0,0,0.096096,0,0,0,0,0,0.032032,0,0,0,5.3173,0.12813,0,0,0.032032,0.73674,0,0.096096,0,0.38438,0.096096,0.16016,2.2102,0.064064,0,0,0,0,0.51251,1.5055,0,0,0.25626,0,1.4094,0,0.064064,0.48048,0.41642,0.28829,0.60861,0,0.032032,0.064064,1.7297,0,0,0.032032,0.19219,0,0.096096,1.5375,0.032032,0.096096,0,0.096096,0.096096,0,0.16016,0.28829,0,0.096096,0.12813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064064,0.096096,0,0,0,0,0,0.032032,0,0,0.032032,0,0,0,0.096096,0,0,0,0,0,0.16016,0,0,0.096096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22422,0,0,0.38438,3.2673,0.096096,0,0,0.032032,0.096096,0,0,0,0,0,0.064064,0,0,0
0,1.6961,0.22615,0.056537,0,2.0919,2.6007,3.8445,0,0,0,0,0.33922,0.22615,0,0.22615,0,0,0.056537,3.4488,0.056537,24.933,0.4523,0,0,0.056537,0,0,0,0,0.39576,0,0,0,0,0,0.16961,0,0,0.056537,17.64,1.1307,0,0,0,2.6007,0.056537,0,0,1.8092,0.16961,0.11307,6.7279,0.22615,0,0,0,0,12.325,3.5053,0,0,0.90459,0,2.8269,0.28269,0,1.9788,1.8092,0.84806,1.5265,0,0,0.22615,3.1661,0,0,0.11307,1.0742,0,0.056537,7.2367,0.22615,1.1307,0,0.28269,0.056537,0,0.28269,4.2403,0,0.56537,1.3569,0,0.22615,0,0,0,0,0,0,0,0.4523,0,0,0,0,0.4523,0.22615,0,0.50883,0,0,0,0,0,0.11307,0,0.33922,1.1307,0,0.056537,0.22615,0.11307,0,0.22615,0,0,0,0.22615,0,0,0,0,0.22615,0,0,0.4523,0,0,0,0,0,0,0,0,0,0.79152,2.2049,0,0,0,0,0,1.0177,0.73498,0,0.79152,11.534,0.56537,0,0,0.22615,0,0,0,0,0.22615,0,0.22615,0,0,0
0,4.2968,0,0,0,1.1307,0.90459,3.8445,1.8092,0,0,0,2.0353,0,0,0,0.22615,0,0.67845,0,0,68.297,2.9399,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1307,0,0,0,51.562,5.6537,0,0,1.3569,10.629,0,0.22615,0,1.3569,0.4523,0.90459,20.353,0,0,0,0,0,13.795,11.307,0,0,5.8799,0,10.403,0.22615,0.22615,15.152,1.583,0.22615,4.0707,0,0,0,27.59,0,0,0.90459,0.4523,0,2.0353,4.523,0,0.90459,0,1.1307,0,0,2.0353,8.1413,0.4523,2.7138,0.22615,0,0.22615,0,0,0,0,0,0,0,0.22615,0,0,0,0.4523,0,0,0,0.4523,0,0,0,0,0,0.90459,0,0.22615,2.0353,0,0,0,0.90459,0,1.1307,0.22615,0,0,0,0,0,0,0,0,0.22615,0,0,0,0,0,0,0,0,0,0,0.22615,1.583,3.6184,0,0,0,0,0,3.6184,0,0,2.2615,4.2968,0.22615,0,0,0,0.22615,0,0,0,0,0,0.90459,0,0,0.22615
0,3.4346,0,0.84806,0,0,0,3.1378,0.18375,0,0,0,0,0,0.056537,0,0.056537,0,0.28269,0.69258,0,0.40989,0.35336,0,0,0.18375,0,0,0,0,0,0,0,0,0,0,0.35336,0,0,0,7.4064,0.22615,0,0,2.8975,3.0389,0.070671,0.056537,0.056537,0.19788,1.0459,0.25442,5.9223,0.11307,0.056537,0,0,0,0.62191,7.3922,0,0,1.894,0,0.77739,0.21201,0,0.70671,0.66431,0,1.1731,0,0,0.056537,4.6219,0.28269,0.014134,0.4523,0.48057,0,0,1.9788,0.16961,0.4523,0,0.24028,0,0,0.12721,3.788,0.014134,0.91873,0.15548,0.014134,0.48057,0,0,0,0,0,0,0,0.014134,0,0.056537,0,0,0,0,0.056537,0,0,0,0,0,0,0.028269,0,0.056537,0.43816,0,0,0,0,0,0.056537,0.070671,0,0,0.09894,0,0,0,0,0,0,0,0,0,0,0,0.014134,0,0,0,0,0,0.11307,0.35336,0,0,0,0,0.014134,1.3286,0,0,1.3428,0.52297,0,0,0,0,0,0.35336,0,0,0,0,0.056537,0,0.070671,0
0,0.0084008,0,0.0016002,0,0.021602,0.0016002,0.0016002,0,0,0,0,0.0032003,0,0,0.00040004,0.0016002,0,0,0.0064006,0,0,0.0016002,0,0,0.00040004,0,0,0,0,0,0,0,0,0,0,0.011201,0,0,0,0.46605,0.026403,0,0,0.0072007,0.032403,0.0052005,0.018002,0,0,0.024402,0.014401,0.046405,0,0,0,0,0,0,0.036404,0,0,0.013201,0,0.0020002,0,0,0.047205,0.0068007,0.0024002,0.020802,0,0,0,0.023202,0,0,0,0.0016002,0,0,0.0076008,0,0.0020002,0,0.0036004,0,0,0.00040004,0.0016002,0,0,0,0,0,0,0.0016002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016002,0.0020002,0,0,0,0.0032003,0,0,0,0,0.00040004,0.0028003,0,0,0,0,0,0,0,0.00040004,0,0,0.0084008,0,0,0,0,0,0.00040004,0.0020002,0.0016002,0,0,0,0,0,0.0064006,0.00040004,0,0.056806,0.031203,0.0032003,0,0,0,0.009601,0,0,0,0,0,0,0,0,0
0,0.80767,0.080767,0.080767,0.080767,1.8576,0,0.40384,0,0,0,0,0,0,0.080767,0.080767,0.40384,0,0.2423,0.4846,0,0,0.88844,0,0,0.16153,0,0,0,0,0,0,0,0,0,0,0.40384,0,0,0,16.638,1.05,0,0,2.3423,2.5846,0.64614,0.080767,0,0.080767,1.6153,1.373,3.5538,0.40384,0,0,0,0,5.0883,5.5729,0.16153,0,7.5114,0,1.05,0.080767,0,1.4538,0.56537,0.88844,0.80767,0,0,0,7.5114,0.2423,0,0,0.80767,0.080767,0.080767,2.9884,0,0.32307,0,0.4846,0,0,0,0.4846,0,0,0.16153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080767,0,0,0,0.080767,0,0,0,0,0,0.080767,0.080767,0,0.2423,0,0,0,0.080767,0,0,0.2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080767,0.56537,0,0,0.88844,4.4422,0.40384,0,0,0.16153,0,0,0,0,0,0,0,0,0,0.080767
0,0.82236,0.61677,0.51397,0,1.0279,0,0.10279,0,0,0,0,0,0,0.10279,0,0.20559,0,0,2.5699,0,0,0.30838,0,0,0.10279,0.10279,0,0,0,0,0,0,0,0,0.10279,0.10279,0,0,0,16.139,0.41118,0,0,10.485,1.6447,0.41118,0,0,0.30838,0.82236,0.10279,6.5789,0.51397,0,0,0.10279,0,6.2705,6.3733,0.20559,0,5.2425,0,1.2335,0.20559,0,1.3363,1.1307,1.0279,0.82236,0,0,0,7.2984,0.20559,0,0,0.51397,0,0,2.6727,0.10279,0.30838,0,0,0,0,0.51397,1.3363,0,0,0.10279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20559,0,0,0,0,0,0.30838,0.10279,0.41118,0.30838,0,0,0.10279,0.10279,0,0,0,0,0,0.30838,0,0,0.10279,0,0,0,0,0.10279,0,0,0,0,0,0,0,0,0,0.10279,0,0,0.10279,0,0,0,0.82236,0,0,0.41118,3.9062,0.30838,0,0,0.61677,0,0,0,0,0,0,0.30838,0,0,0
0,0.56537,0.60777,0.56537,0.014134,0.97527,0,2.1484,0,0,0,0,0,0.056537,0,0.014134,0.056537,0.014134,0.24028,0.79152,0,0.12721,0.028269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73498,0,0,0,10.318,0.014134,0,0,2.0636,0.947,0.18375,0,0,0.014134,1.3004,0.70671,2.7138,0.4523,0,0,0,0,1.3852,8.947,0,0,2.2191,0,1.3852,0.014134,0,0.52297,0.81979,0.11307,0.65018,0,0,0,3.4629,0,0,0.11307,0.25442,0.014134,0,3.3781,0.028269,0.18375,0,0.14134,0,0,1.9929,2.9541,0,0.83392,0.12721,0,0.09894,0,0,0,0,0,0,0.014134,0.070671,0,0,0,0,0.014134,0,0.014134,0.042403,0,0,0,0,0,0.57951,0.12721,0.69258,0.29682,0,0.26855,0.11307,0.36749,0,0,0.12721,0,0,0,0,0,0.11307,0,0,0,0.014134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0177,0,0,0.4523,1.9505,0.48057,0,0,0.25442,0,0,0,0,0,0,0.11307,0,0,0
