0.20382,5.8089,0,0,0.10191,0.50955,0,120.15,0,1.2229,5.8089,0.50955,0,0.10191,1.9363,0.61146,0,0.10191
0.061146,0.83567,0,0,0,0,0.061146,7.6433,0,0.2242,0.010191,0.030573,0,0.14268,0.26497,0.061146,0.62166,0.030573
0.021727,0.93427,0,0,0,0,0.027159,2.0424,0,0.1358,0.032591,0.070614,0.016295,0.010864,0.065182,0.016295,0.28789,0.027159
0.0072793,0.65514,0,0,0,0.0072793,0.4586,1.4631,0,0.12375,0.087352,0.043676,0.036397,0.0072793,0.080073,0.0072793,0.18926,0.021838
0.027791,1.9546,0,0,0,0.055581,0.44465,4.78,0,0.35201,0.21306,0.3057,0.037054,0.018527,0.21306,0.0092635,0.4817,0.018527
0,0.49383,0,0,0,0.012995,0.2989,3.9506,0,0.74074,0.2729,0.11696,0.064977,0.038986,0.2989,0,0.66277,0
0.01568,0.79969,0,0,0,0.0078401,0.10976,1.8346,0,0.60368,0.0392,0.21952,0.0078401,0.01568,0.10192,0.03136,0.21952,0.04704
0.09434,4.7642,0,0,0,0.37736,0.80189,12.783,0,1.3679,0.18868,0.84906,0.33019,0.23585,0.28302,0.33019,0.28302,0.09434
0.060957,1.8409,0,0,0,0.073148,0.37793,4.8278,0,0.54861,0.097531,0.47546,0.060957,0.036574,0.20725,0.048766,0.37793,0.10972
0.1074,1.7661,0.011933,0,0,0.023866,0.56086,4.5704,0,0.19093,0.095465,0.16706,0.059666,0.11933,0.38186,0.179,0.76372,0.1074
0,0.62166,0.0050955,0,0,0,0.17834,3.5516,0,0.26497,0.015287,0.076433,0.040764,0.0050955,0.1121,0.030573,0.29554,0.025478
0,0.21396,0,0,0,0.0050942,0.27509,1.1921,0,0.15283,0,0.061131,0.0050942,0.050942,0.14773,0.096791,0.18339,0.010188
0.040764,1.6815,0.010191,0,0,0.040764,0.2293,2.6446,0,0.33121,0.010191,0.19873,0.061146,0.081529,0.09172,0.061146,0.23949,0.015287
0.010191,2.4255,0,0,0,0.050955,0.21401,2.8637,0,0.3465,0.040764,0.10191,0.040764,0.040764,0.081529,0.010191,0.071338,0.040764
0,1.7631,0.010191,0,0,0.17325,0.28535,3.2713,0,0.87643,0.17325,0.16306,0.050955,0.14268,0.23439,0.040764,0.020382,0.050955
0.022396,2.7436,0,0,0,0.10078,0.21277,1.8253,0,0.38074,0.044793,0.12318,0.044793,0,0.078387,0.022396,0,0.044793
0,2.3405,0,0,0,0.019185,0.19185,2.0911,0,0.19185,0.28777,0.13429,0.019185,0,0.095923,0.57554,0.019185,0
0,2.6061,0,0,0,0.21212,0.90909,2.4545,0,0.5,0.24242,0.40909,0.090909,0.45455,0.24242,0.5,0.045455,0.060606
0.012924,0.65267,0,0,0,0.34895,0.28433,1.441,0,0.14216,0.090468,0.18094,0.051696,0.03231,0.10985,0.051696,0.006462,0
0,1.2432,0.036036,0,0,0.14414,0.5045,3.6577,0,0.45045,0.072072,0.5045,0.1982,0.036036,0.12613,0.27027,0.018018,0.21622
