0,0,0,0.30573,0.50955,3.5669,0,0.20382,0,0.30573,1.121,0,0,0,0.10191,0,0,0,0,0.50955,0,0,120.15,0,1.2229,5.8089,0.50955,0,0.10191,1.9363,0.61146,0,0.10191
0,0,0.040764,0.26497,0.10191,0.010191,0.020382,0.061146,0,0,0.17325,0,0.15287,0.071338,0,0,0,0,0,0,0,0.061146,7.6433,0,0.2242,0.010191,0.030573,0,0.14268,0.26497,0.061146,0.62166,0.030573
0,0,0.048886,0.239,0.097773,0,0,0.021727,0,0,0.24986,0,0.092341,0.20641,0,0,0,0,0,0,0,0.027159,2.0424,0,0.1358,0.032591,0.070614,0.016295,0.010864,0.065182,0.016295,0.28789,0.027159
0,0,0.15287,0.1747,0.014559,0.043676,0,0.0072793,0.0072793,0.036397,0.18198,0,0.043676,0,0,0,0,0.0072793,0,0,0,0.4586,1.4631,0,0.12375,0.087352,0.043676,0.036397,0.0072793,0.080073,0.0072793,0.18926,0.021838
0,0,1.0468,0.13895,0.046318,0.046318,0,0.027791,0,0.12969,0.12043,0,0.064845,0.36128,0,0,0,0,0,0.055581,0,0.44465,4.78,0,0.35201,0.21306,0.3057,0.037054,0.018527,0.21306,0.0092635,0.4817,0.018527
0,0,0.2859,0.038986,0,0.064977,0,0,0,0,0,0,0.051982,0.051982,0,0,0,0,0,0.012995,0,0.2989,3.9506,0,0.74074,0.2729,0.11696,0.064977,0.038986,0.2989,0,0.66277,0
0,0,0.196,0.04704,0.02352,0.1176,0,0.01568,0.0078401,0.03136,0.2352,0,0.10192,0.04704,0,0,0,0,0,0,0,0.10976,1.8346,0,0.60368,0.0392,0.21952,0.0078401,0.01568,0.10192,0.03136,0.21952,0.04704
0,0,2.3113,0.18868,0,0.42453,0,0.09434,0.09434,0.04717,1.6038,0,0.04717,0.04717,0,0,0,0.09434,0,0.28302,0,0.80189,12.783,0,1.3679,0.18868,0.84906,0.33019,0.23585,0.28302,0.33019,0.28302,0.09434
0,0,0.86559,0.29259,0.073148,0.13411,0,0.060957,0,0,0.29259,0,0.048766,0.10972,0,0,0,0.024383,0,0.073148,0,0.37793,4.8278,0,0.54861,0.097531,0.47546,0.060957,0.036574,0.20725,0.048766,0.37793,0.10972
0,0,0.58473,0.20286,0.13126,0.071599,0,0.1074,0,0.011933,0.50119,0,0.071599,0.19093,0,0.011933,0.011933,0,0,0.011933,0,0.56086,4.5704,0,0.19093,0.095465,0.16706,0.059666,0.11933,0.38186,0.179,0.76372,0.1074
0,0,0.04586,0.18344,0.050955,0,0,0,0,0.056051,0.04586,0,0.04586,0.19363,0,0.0050955,0,0,0,0,0,0.17834,3.5516,0,0.26497,0.015287,0.076433,0.040764,0.0050955,0.1121,0.030573,0.29554,0.025478
0,0,0.056037,0.050942,0.040754,0.0050942,0,0,0.0050942,0,0.025471,0,0.030565,0.0050942,0,0,0,0,0,0,0,0.27509,1.1921,0,0.15283,0,0.061131,0.0050942,0.050942,0.14773,0.096791,0.18339,0.010188
0,0,0.47389,0.47389,0.061146,0.020382,0,0.040764,0,0.030573,0.2242,0,0.066242,0.33121,0,0.010191,0,0,0,0.040764,0,0.2293,2.6446,0,0.33121,0.010191,0.19873,0.061146,0.081529,0.09172,0.061146,0.23949,0.015287
0,0,0.69299,0.76433,0.061146,0.13248,0,0.010191,0,0,0.54013,0,0.061146,0.17325,0,0,0,0,0,0.050955,0,0.21401,2.8637,0,0.3465,0.040764,0.10191,0.040764,0.040764,0.081529,0.010191,0.071338,0.040764
0.010191,0,1.2739,0,0.10191,0.061146,0,0,0.010191,0.020382,0.14268,0,0,0.14268,0,0.010191,0,0,0,0.16306,0.010191,0.28535,3.2713,0,0.87643,0.17325,0.16306,0.050955,0.14268,0.23439,0.040764,0.020382,0.050955
0,0,2.0829,0,0.055991,0.022396,0.011198,0.022396,0.011198,0.022396,0.32475,0,0,0.21277,0,0,0,0,0,0.089586,0.011198,0.21277,1.8253,0,0.38074,0.044793,0.12318,0.044793,0,0.078387,0.022396,0,0.044793
0,0,0.13429,0,0.019185,0.17266,0,0,0,0,0.019185,0,0,1.458,0,0,0,0.019185,0.51799,0.019185,0,0.19185,2.0911,0,0.19185,0.28777,0.13429,0.019185,0,0.095923,0.57554,0.019185,0
0,0,0.13636,0,0.22727,0.13636,0,0,0,0.060606,0.13636,0,0,1.4545,0,0,0.030303,0.030303,0.42424,0.18182,0,0.90909,2.4545,0,0.5,0.24242,0.40909,0.090909,0.45455,0.24242,0.5,0.045455,0.060606
0,0,0.006462,0.019386,0.29079,0.14863,0,0.012924,0,0.006462,0.17447,0,0,0,0,0,0,0,0.006462,0.34895,0,0.28433,1.441,0,0.14216,0.090468,0.18094,0.051696,0.03231,0.10985,0.051696,0.006462,0
0,0,0.054054,0.018018,0.072072,0.14414,0,0,0,0.12613,0.27027,0,0,0.55856,0,0.036036,0,0,0,0.14414,0,0.5045,3.6577,0,0.45045,0.072072,0.5045,0.1982,0.036036,0.12613,0.27027,0.018018,0.21622
