0,0,0,0,0,0,0,0,0,0,0,0.10191,0,0,0.10191,0,0.10191,0,0,0,0.10191,0,0,0,0,0,0,0,0,0,0,0,0.20382,0,0,0,0,0,0,0.50955,0,0,0,0.30573,3.5669,0,0.30573,1.121,0,0,0,0,0,0,0,0,0.10191,0,0,0.50955,0,0.20382,0.10191,0,0.40764,0,0,0,0,0,0,0,0,0,0.20382,0,0,0,0,0,0,0,0,0.10191,0,0,0,0,5.0955,0,0.40764,0,0.20382,0,0,0,0.10191,0,0,0,0,0,0,0,0,0,0,0,0.10191,0,0,0,0,0,0,0.20382,0.61146,0.10191,0,0,0,0.10191,0,0,0,0.10191,0,0,0,0,0,0,0,0,0.50955,0,0,0,0,0,0.10191,0,0.10191,0,1.121,0.81529,0,0,0,0,0,0,0,0,0,0
0.15287,0.44841,0,0,0,0,0,0,0,0,0,0,0,0.010191,0,0,0.010191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010191,0,0,0,0,0,0,0.10191,0,0,0.040764,0.26497,0.010191,0.020382,0,0.17325,0.15287,0.071338,0,0,0,0,0,0,0,0,0,0,0,0.061146,0,0,0,0,0,0,0,0.030573,0,0,0,0,0,0,0.050955,0.010191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010191,0,0,0,0,0,0,0,0.010191,0,0.010191,0,0,0,0,0,0,0,0,0,0,0.030573,0,0,0,0,0,0,0,0,0.17325,0,0,0,0,0,0,0.061146,0,0,0,0,0.061146,0,0,0,0,0,0,0,0.020382,0.081529,0.14268,0.10191,0,0.020382,0,0,0,0,0.020382,0,0,0
0.1195,0.14123,0,0,0,0,0,0,0,0,0.0054318,0,0,0.0054318,0,0,0,0,0.0054318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05975,0,0,0,0,0,0,0.097773,0,0,0.048886,0.239,0,0,0,0.24986,0.092341,0.20641,0,0,0,0,0,0,0,0,0,0,0,0.021727,0,0,0.043455,0,0,0,0,0.021727,0,0,0,0,0.038023,0,0.027159,0,0,0.016295,0,0.0054318,0,0,0,0,0,0,0.032591,0,0,0,0,0,0.0054318,0.0054318,0,0,0,0,0.0054318,0,0,0,0,0,0,0,0,0,0,0,0.0054318,0.097773,0,0,0,0.016295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054318,0,0,0,0,0.010864,0,0,0.010864,0.043455,0.016295,0,0.027159,0,0,0,0,0,0,0.0054318,0
0.014559,0.036397,0,0,0,0,0,0,0,0,0.0072793,0,0,0.036397,0,0,0.0072793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014559,0,0,0.15287,0.1747,0.043676,0,0.036397,0.18198,0.043676,0,0,0.0072793,0,0,0,0,0,0.0072793,0,0,0,0,0.014559,0.0072793,0.043676,0,0,0,0,0.014559,0,0,0,0,0.014559,0,0.40764,0.014559,0.036397,0.014559,0.0072793,0,0.0072793,0,0,0.021838,0.014559,0,0.021838,0,0,0,0.021838,0,0.014559,0,0,0,0.0072793,0.0072793,0.0072793,0,0,0,0,0,0,0,0,0,0.0072793,0,0,0.065514,0,0,0,0.014559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014559,0,0,0,0,0.0072793,0,0,0,0,0,0,0.0072793,0.058235,0.014559,0,0.13831,0,0,0,0,0.0072793,0,0,0
0.15748,0.21306,0,0,0,0,0,0.0092635,0.018527,0,0,0,0,0,0,0,0.027791,0,0,0,0,0,0.0092635,0,0,0,0,0,0,0,0.027791,0,0.24085,0,0,0,0,0,0,0.046318,0,0,1.0468,0.13895,0.046318,0,0.12969,0.12043,0.064845,0.36128,0,0,0,0,0,0,0,0,0,0.037054,0.018527,0.018527,0.046318,0.0092635,0.083372,0,0,0,0,0.018527,0,0,0,0,0.074108,0,0.39833,0.0092635,0.037054,0,0.0092635,0,0,0,0,0,0.17601,0,0.0092635,0,0,0,0.027791,0,0,0.018527,0,0,0,0,0.0092635,0.0092635,0.0092635,0.027791,0,0,0,0,0,0,0,0.0092635,0.0092635,0.2038,0,0,0.027791,0.0092635,0,0,0.018527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092635,0,0,0.018527,0.19453,0.0092635,0,0.11116,0.0092635,0,0,0,0,0,0,0
0.11696,0.49383,0.012995,0,0,0,0,0,0.025991,0,0,0,0,0,0,0,0.038986,0,0,0,0,0,0.012995,0,0,0,0,0,0.012995,0,0.012995,0,0.038986,0,0,0,0,0,0,0,0,0,0.2859,0.038986,0.064977,0,0,0,0.051982,0.051982,0,0,0,0,0,0,0,0,0,0.012995,0,0,0.012995,0,0.025991,0,0,0,0,0,0,0,0,0,0.012995,0,0.2989,0,0,0,0.038986,0,0,0.012995,0,0,0,0,0.23392,0,0.025991,0,0,0,0,0.012995,0,0.012995,0.012995,0,0.025991,0,0.064977,0.051982,0,0.012995,0,0,0,0.012995,0.064977,0.012995,0.077973,0.22092,0,0.051982,0,0.064977,0,0,0.025991,0,0.012995,0,0,0.012995,0,0.012995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012995,0.24691,0.051982,0,0.038986,0,0,0,0,0,0,0,0
0.062721,0.10976,0,0,0,0,0,0,0,0,0.0078401,0,0,0.1568,0,0,0.0078401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05488,0,0,0,0,0,0,0.02352,0,0,0.196,0.04704,0.1176,0,0.03136,0.2352,0.10192,0.04704,0,0,0,0,0,0,0,0.0078401,0,0,0,0,0,0.01568,0,0,0,0,0,0.0392,0,0,0,0,0.01568,0,0.10976,0,0,0,0.0078401,0,0,0,0,0,0,0.0078401,0.03136,0,0,0,0,0,0.0078401,0,0,0,0.01568,0,0,0,0.0078401,0.02352,0,0.0078401,0,0,0,0,0.0078401,0.0078401,0.086241,0.28224,0,0.0078401,0.01568,0.062721,0,0.0078401,0.03136,0,0.02352,0,0.0078401,0,0,0,0,0,0,0,0,0.0078401,0.02352,0,0,0,0,0,0,0,0.0078401,0.01568,0.078401,0.01568,0,0.04704,0,0,0,0,0,0,0.0078401,0
0,0,0.04717,0.04717,0,0,0,0.04717,0.04717,0,0.09434,0,0,0,0,0,0.18868,0,0,0,0.04717,0,0,0,0,0,0,0,0,0,0.61321,0,0,0,0,0,0,0,0,0,0,0,2.3113,0.18868,0.42453,0,0.04717,1.6038,0.04717,0.04717,0,0.09434,0,0,0,0,0,0.09434,0,0.18868,0.09434,0.09434,0.28302,0,0.33019,0,0,0,0,0,0,0,0,0,0.33019,0,0.75472,0.04717,0,0.04717,0.09434,0,0,0,0,0,0.09434,0,0.09434,0,0,0,0,0,0,0,0.04717,0,0,0,0,0,0,0,0,0.04717,0,0.04717,0.09434,0,0,0,0.23585,0.75472,0,0,0,0.14151,0,0,0,0,0,0,0,0.04717,0.04717,0,0,0,0,0.09434,0,0,0.04717,0,0,0,0,0,0.28302,0,0,0.14151,0.18868,0.09434,0,0.18868,0,0,0,0,0,0,0,0
0.073148,0.12191,0.012191,0,0,0,0.012191,0.024383,0,0,0.097531,0,0,0.19506,0.012191,0,0.18287,0,0,0,0.012191,0,0,0.012191,0,0,0,0,0,0.012191,0,0,0.036574,0,0.012191,0,0,0,0,0.073148,0,0,0.86559,0.29259,0.13411,0,0,0.29259,0.048766,0.10972,0,0.024383,0,0,0,0,0,0,0,0.036574,0.036574,0.048766,0.048766,0.012191,0.1463,0,0,0,0.012191,0,0,0,0,0,0.20725,0,0.30479,0.036574,0.036574,0.012191,0.012191,0,0,0,0,0.024383,0.012191,0,0.060957,0,0,0,0,0,0,0,0,0,0.048766,0,0.024383,0.024383,0,0.060957,0.012191,0,0,0,0,0,0,0,0.073148,0.25602,0,0,0,0.036574,0,0,0,0,0.012191,0,0,0,0,0.012191,0,0,0,0,0,0,0,0.024383,0,0,0,0,0.024383,0,0,0.024383,0.1463,0.036574,0,0.17068,0,0,0,0,0.012191,0,0,0.012191
0.26253,0.47733,0.011933,0.011933,0,0,0,0,0,0,0,0,0.011933,0.047733,0,0,0.023866,0,0,0,0,0,0.011933,0,0,0,0,0,0,0.011933,0,0,0.059666,0.011933,0,0,0,0,0,0.13126,0,0,0.58473,0.20286,0.071599,0,0.011933,0.50119,0.071599,0.19093,0,0,0,0,0.011933,0,0,0,0.011933,0.011933,0,0.023866,0.011933,0.083532,0.023866,0,0,0,0,0.095465,0,0,0,0,0.0358,0,0.51313,0.023866,0.023866,0.011933,0,0,0,0,0,0,0.059666,0,0.023866,0,0,0,0.011933,0.011933,0,0.011933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011933,0.011933,0.011933,0.0358,0.011933,0,0.023866,0.011933,0,0.011933,0,0,0.0358,0,0,0.071599,0,0,0,0,0,0.047733,0,0,0,0,0.023866,0,0,0,0.15513,0,0,0.047733,0.34606,0.0358,0,0,0,0,0,0,0,0,0,0
