0,0,1.0286,0.45714,0.11429,0.45714,0,0.91429,0.11429,0,0,0,0.11429,0,0,0,0.45714,0,0.68571,0.45714,0.57143,0.34286,0,0,0.22857,0,0,0,0,0,0,0,0,0,2.1714,0,0,0,263.2,16.114,0,2.9714,1.1429,0,0.11429,0.11429,1.0286,2.7429,0,2.8571,0,0,0,35.543,43.429,0.11429,39.886,16.114,0.57143,0,3.3143,12.571,2.6286,6.7429,0,0,0.11429,22.171,0,1.3714,0.68571,0,0,4.4571,0,0,0,0,0,0,0,0,0,0,0,0.11429,0,0,0,0,2.9714,12.114,0,3.4286,0,0,0.22857,0,0,0,0,0,0,0,0,0,0.11429,0,0,0,0.22857,0,0.34286,0,0,0,0,0.11429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11429,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6857,0,0,2.9714,8.8,1.4857,0,0,0,0,0,0,0.45714,0,0.45714,0
2.4381,1.8286,3.6571,0.15238,0.15238,5.0286,0.15238,1.219,0,0,0,0,0,0,0.30476,0,0,0,3.5048,0,0,1.6762,0,0,0,0,0,0,0,0,0,0,0,0.45714,1.5238,0,0,0,299.43,1.8286,1.3714,2.8952,1.3714,0.7619,1.219,1.5238,1.981,13.41,0,33.371,0,0,0,23.771,60.952,1.219,40.686,29.41,0.30476,0,9.6,3.2,1.8286,5.181,0,0,0,14.781,0,0.60952,0.7619,0,0,7.9238,0,0,0,0,0,0,0,0,0,0,0.7619,0,0.15238,0.15238,0,0,0.15238,3.6571,0,0.7619,0.60952,0,0,0,0,0,0,0,0.60952,0,0,0,0,0,0,0.30476,0,0,0,0,0,0,0,2.4381,0.60952,0.45714,1.0667,0,0,0,0.15238,0,0,0.15238,0,0,0.15238,0,0,0,0,0,0,0,0,0,0,0.60952,0,0,0,0,0,0,0,0,0,0.15238,0,0,1.219,8.8381,0.30476,0,1.219,0,0.15238,0,0,0.60952,0,1.8286,0
1.8667,0.64762,0.60952,0.038095,0.60952,3.0476,0,1.8286,0.60952,0,0,0,0.26667,0.038095,0,0,1.219,0,3.0476,0,0,0.26667,0,0,0.07619,0,0,0,0,0,0,0,0,0.038095,1.8667,0,0,0,104,3.0476,0.11429,0,1.3333,3.0476,0,0.60952,0,4.2667,0,11.619,0,0,0,11.086,70.933,0,17.943,18.971,0.038095,0,3.1619,1.8286,4.9143,0.64762,0,0,0,3.0857,0,1.219,1.219,0,0,9.0286,0,0,0.038095,0,0,0,0,0,0,0,0,0.64762,0,0.64762,0,0,6.0952,13.676,0,3.0476,1.2952,0,1.9429,0,0,0,0,0,0,0,0,0,0.038095,0.038095,0.038095,0.038095,0.11429,0,0,0,0,0.07619,0.64762,0.68571,0.60952,0.07619,0.15238,0,0,0,0.07619,0,0,0,0,0,0,0,0,0,0,0,0.60952,0,0.038095,0,0,0,0,0,0,0,0,0.038095,0,0,0,2.4381,0,0,0.60952,9.1429,1.219,0,0,0,0,0,0,0,0,0,0
2.5098,1.2549,16.314,0.078431,0,1.2549,0,0,0,0,0,0,0.078431,0.039216,0.039216,0,0,0,15.059,0,0,0.11765,0,0,0,0,0,0,0,0,0,0,0,0.078431,0.039216,0,0,0.039216,532.63,19.02,0.15686,1.3333,4.5098,1.2549,0,1.5294,1.4118,6.5882,0,45.49,0,0,0,9.451,154.08,0.039216,56.275,95.569,0.078431,0,11.333,0,0.15686,7.6471,0,0,0,8.9412,0,1.2549,0,0,0,17.608,0,0,0,0,0,0,0,0,0,0,2.5882,0.078431,0,1.3333,0.078431,0,5.0588,24.275,1.2941,7.7255,2.5098,0,1.3333,0,0,0,0,0,0.039216,0,0,0,0.039216,0.039216,0,0,0.11765,0,0,0,0,0.039216,0.078431,1.451,1.2941,3.9216,2.6275,0,0,0,1.2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2549,0,0,0,0,0.039216,5.0196,16.039,1.2549,0,0,0,0,2.5098,0,0,1.2549,0,0
0,1.28,3.2,0,0,11.08,0,0,0,0,0,0,0.68,0,0,0,0,0,0.64,0,0,0.68,0,0,0.04,0,0,0,0,0,0,0,0,0.12,0.64,0,0,0,103.84,7.04,0,0.04,0.84,0,0.04,2,0,9.6,0,8.32,0,0.64,0,1.28,22.4,0,38.52,33.32,0,0,10.96,14.08,6.4,3.24,0,0,0,1.92,0,0,0.12,0,0,3.08,0,0,0,0,0,0,0,0,0,0,1.92,0.04,0,0,0.04,0,3.88,5.12,0,0.64,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28,0,0,0.8,7.96,3.24,0,0,0,0,0,0,0.64,0,0,0
12.8,15.36,38.88,0,0.32,12.96,0,0.64,0,0,0,0,0.8,0.32,0.32,0,0,0,0,0,0,1.92,0,0,2.56,0,0,0,0,0,0,0,0,0,0.16,0,0,0,627.68,7.84,0.32,10.72,5.44,2.56,0,2.72,0.16,2.72,0,57.44,0,0,0,10.72,63.2,0,23.84,53.92,0,0.32,40.64,26.08,27.04,6.08,0,0,0,23.36,0,2.56,2.56,0,0,11.52,0,0,0.16,0,0,0,0,0,0,0,0.32,0.64,0,0.16,0,0,5.6,20.64,0,0.16,0.16,0,0.16,0,0,0,0,0,0.48,0,0,0,0.16,0.16,0.16,0.16,0,0,0.16,0,0,0,0,0.32,2.72,0.32,2.88,0,0,0,0,0,0,0,0.32,0,0,0,0,2.72,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0.16,0,0,0,16.16,0,0,5.12,17.6,2.72,0,0,0,0.16,0,0,0,0,0,0
0,0,3.5556,0,0,1.1852,0,0,0,0,0,0,1.8889,0,0.2963,2.0741,0,0,0,0,2.4074,0.51852,0,0,0.074074,0,0.037037,0,0,0,0,0,0.037037,0,0.88889,0,0,0,242.44,3.2593,0.74074,1.037,2.3704,0.2963,0,8.0741,0.37037,3.963,0,5.037,0,0,0,14.815,59.889,1.7778,18.185,13.926,0,0,52.63,4.4444,0.59259,8,0,0,0,13.037,0,0.88889,0.59259,0,0.88889,9.6296,0,0,0,0,0,0,0,0,0,0,3.2222,4.1111,0,0,0,0,1.1852,8.2963,3.2963,1.4815,0.2963,0,0,0,0.037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2963,0,0.037037,0.11111,0,0,0,0.88889,0,0,0.92593,0,0,0,0,0,0,0.2963,0.2963,0,3.8519,0,0.62963,0,0.2963,0.2963,0.2963,0,0,0,0.33333,0.88889,0,0,3.5556,0,0,2.963,0.59259,2.4074,0,0.2963,0,0.74074,0,0,0,0,0.2963,0
0.53333,0.53333,0,0,0,0.53333,0,0,0,0,0,0,0.56667,0,0.53333,0,0,0,0,0,0,0.033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.13,0.53333,0.033333,0.56667,1.0667,1.1,0.16667,0.033333,0,7.5,0,2.1333,0,0,0,1.6,29.4,0.53333,2.2,5.9333,0,0,10.8,1.6,0.033333,1.6,0,0,0,5.3667,0,1.0667,0,0,0,3.6667,0,0,0.066667,0,0,0,0,0,0,0,0,0.033333,0,0,0,0,2.6667,6.6333,0.53333,1.6667,0.56667,0,0.033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53333,0,0.033333,0.2,0,0,0,0.53333,0,0,0.53333,0.1,0,0,0,0,0,0.53333,1.1333,0,0,0,0,0,0.53333,0,0,0,0,0,0,0,0,0,1.0667,0,0,0.53333,2.7667,0.53333,0,0,0,0.033333,0,0,0,0,0,0
0.17241,0.13793,0.48276,0.068966,0.86207,0.55172,0,0.034483,0,0,0,0,0.17241,0.034483,0.034483,0.13793,0.62069,0,0,0,0,0.27586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.483,0.82759,1.069,0.10345,0.27586,0.68966,0,0.62069,0.034483,1.0345,0,0.62069,0,0,0,0.58621,23.552,0,3.2414,2.5862,0,0.27586,4.3448,0.24138,1.5862,0.55172,0,0,0,4.0345,0.13793,2.2759,0,0,0,1.931,0,0,0.068966,0.034483,0,0,0,0,0,0,0.2069,0,0,0,0,0,0.86207,2.7931,0,0.2069,0,0,0.10345,0,0,0,0,0.034483,0,0,0,0,0,0,0,0,0,0.034483,0,0,0,0,0.068966,0.10345,0.13793,0.2069,0.27586,0,0,0.034483,0,0,0,0,0.034483,0,0,0,0,0,0.27586,0.13793,0,0.13793,0,0,0,0,0,0,0,0,0,0.13793,0.034483,0,0,1.7241,0,0,0,6.1724,0.24138,0,0.034483,0,0,0,0,0,0,0.17241,0
0.64615,1.0769,1.9692,2.4923,1.0154,0.15385,0,0,0,0,0,0,0.15385,0.12308,0,0.030769,2,0,0,0,0,0.15385,0,0,0.64615,0.030769,0,0,0,0,0,0,0,0,0,0,0,0,184.65,0.52308,8,2.6462,0.49231,0.98462,0.52308,2.4615,0,6.1231,0,3.0769,0,0,0.030769,1.0154,33.569,0.52308,12.154,4.9538,0.15385,0,4.2769,5.1385,0.61538,3.4769,0,0,0,14.338,0,5.4154,0.030769,0,0,3.2308,0,0,0.061538,0,0,0,0,0,0,0,0.030769,0.061538,0,0.12308,0,0.030769,6.6769,13.446,0.49231,0.061538,0,0,0,0,0,0,0,0,0.52308,0,0,0,0,0,0.030769,0,0,0,0,0,0,0,0.030769,0.12308,0.092308,0.12308,0.27692,0,0,0,0.030769,0,0,0,0.12308,0.030769,0,0,0,0,0.030769,0.030769,0,0,0,0.030769,0,0,0,0,0,0,0,0.030769,0,0,0,3.6,0,0,1.0154,3.9692,1.0154,0,0,0,0,0,0,0,0,0,0
