0.40252,0,0.30189,18.214,1.0063,0,1.7107,10.465,0,2.717,0.10063,0.7044,2.3145,12.478,2.6164,0.10063,0,0,0.10063,0.10063,2.1132,65.61,0,1.8113,0.7044,3.9245,0.40252,0.60377,3.522,3.8239,1.7107,3.8239,0.80503
17.778,0,3.5556,2201.8,0,0,139.11,4.4444,0,0.44444,0,0,4,8.4444,10.667,0,0,0,0,0,40.444,283.11,0,0,7.5556,88.444,26.222,0,106.67,42.667,152.89,17.778,0
31.677,0,0.64646,239.84,1.9394,1.9394,25.859,61.414,2.5859,4.5253,0,0,1.2929,34.909,3.8788,3.8788,0,1.2929,1.2929,0,48.485,275.39,0,3.8788,0.64646,23.919,7.1111,0,2.5859,142.22,70.465,295.43,36.202
15.222,0,5.5351,377.08,0.69189,0,44.281,32.519,2.0757,2.0757,0,0,1.3838,26.984,8.9946,6.9189,0.69189,0,0,0,8.3027,200.65,0,0,2.7676,50.508,3.4595,2.0757,5.5351,13.838,28.368,22.832,10.378
143.76,0,7.5665,453.99,2.5222,0,65.576,95.842,2.5222,10.089,7.5665,0,0,44.138,37.833,26.483,0,0,1.2611,0,52.966,320.32,0,7.5665,2.5222,85.754,23.961,1.2611,34.049,47.921,37.833,123.59,10.089
11.929,0,2.0355,84.308,2.6509,0.18935,8.142,22.201,1.9882,4.5917,0.56805,0,0.3787,33.751,3.9763,3.4556,0.18935,0.23669,1.3254,0,15.243,90.509,0,3.8343,0.52071,10.32,4.497,0.66272,3.2189,5.4438,2.3669,3.787,4.0237
44.522,0,8.3478,1346.8,8.3478,2.7826,548.17,128,36.174,50.087,0,0,0,58.435,183.65,19.478,0,2.7826,2.7826,0,66.783,845.91,0,8.3478,2.7826,116.87,50.087,5.5652,5.5652,97.391,16.696,105.74,97.391
3.0649,0.051948,0.67532,197.66,2.2857,0,32.052,33.455,1.5584,4.3117,0.051948,0.051948,0.41558,40.104,60.519,2.5455,0.67532,0,1.2468,0,14.078,227.12,0,0.41558,2.026,10.338,19.896,0.31169,2.2857,19.273,6.4416,83.429,222.39
6.4,0.2,1.6,127.2,3.4,0,28.4,37.2,0.6,7.8,0,0.2,1.6,39.2,32.8,4.8,0,0,2.2,0,14.2,253.2,0,0,1,13.6,0.8,0.4,3.4,13.2,12,25.6,45.2
0.55598,0,0.92664,21.931,0.74131,0,3.583,1.112,1.1737,2.5946,0.49421,0,0,13.9,4.4479,0.2471,0,0,0.061776,0,1.7297,68.139,0,2.7181,3.0888,4.2008,1.3591,0.061776,1.9768,4.0772,2.2239,0.86486,4.8185
15.438,1.375,3,88.719,0.25,0,3.375,8.5625,0.40625,1.375,0.0625,0.28125,0.78125,44.438,22.375,8.5,0,0,0.3125,0,5.625,64.906,0,3,2.8125,8.8438,1.7188,0.59375,4.7813,3.75,1.6875,13.938,4.75
3.2593,0,1.2593,342.22,0,0,33.407,2.4444,0,0,0.074074,0,8.7407,83.407,1.1852,0.074074,0,0,0,0,2.2222,273.48,0,0,0.22222,48.815,3.4815,0,24.074,12.222,1.2593,11.778,8.7407
0.21477,0,2.5772,103.73,0,0,8.8054,6.0134,0.42953,0,0.42953,0,0.21477,2.7919,4.0805,0,0,0,0,0,2.5772,217.99,0,1.2886,4.2953,4.0805,1.0738,1.9329,8.8054,18.899,4.5101,4.2953,7.7315
1.5238,0,8.1905,225.43,0,0,34.476,1.619,1.8095,0,3.0476,0,3.0476,23.81,3.0476,0,0.095238,0.19048,0,0,5.9048,431.43,0,0,37.048,14.857,1.0476,3.0476,20,28.667,1.7143,11.619,31.333
0,0,3.7647,760.47,0,15.059,167.53,199.53,97.882,28.235,0,0,32,96,474.35,30.118,1.8824,0,1.8824,7.5294,84.706,833.88,0,45.176,20.706,304.94,18.824,24.471,54.588,175.06,97.882,79.059,24.471
43.574,0,10.894,1756.6,2.7234,0,427.57,220.6,85.787,76.255,21.787,0,50.383,247.83,797.96,32.681,0,0,2.7234,10.894,96.681,829.28,0,10.894,0,153.87,1.3617,0,43.574,106.21,145.7,21.787,152.51
6.2785,1.0127,1.8228,122.94,2.4304,0,38.886,54.076,4.4557,11.949,0,1.2152,4.4557,33.418,58.734,5.0633,0,0,0,0,11.747,84.456,0,3.6456,3.038,28.354,1.6203,2.6329,3.443,11.342,4.8608,10.532,15.392
4.7407,1.1852,0.59259,1006.8,2.3704,0,130.96,48.593,22.519,20.741,0,0,4.7407,292.15,158.22,9.4815,0,2.3704,1.7778,0.59259,32,257.19,0,0,3.5556,30.222,2.3704,6.5185,14.222,24.296,155.85,0.59259,21.333
0.42105,6.7368,1.2632,758.95,0.42105,14.316,35.579,128.63,3.3684,20.421,6.9474,0,13.684,176,546.74,6.9474,0,0.21053,0,7.1579,38.105,609.47,0,20.211,30.526,138.95,21.053,34.947,20.421,58.947,47.368,176.84,101.47
0,0,9.6209,308.29,1.2549,3.7647,35.137,97.882,3.7647,0.4183,22.17,0.8366,0,7.9477,40.575,112.94,0,0,0.4183,17.987,33.882,996.81,0,20.497,2.9281,92.863,10.458,0.8366,7.1111,76.131,46.013,92.863,28.863
0,0.09697,0.58182,91.442,3.4909,0.87273,11.636,39.855,0.09697,1.2606,0.09697,0,2.4242,50.23,41.309,2.3273,0.67879,1.0667,0.19394,0,9.2121,209.16,0.77576,8.9212,1.4545,24.921,6.0121,2.8121,2.6182,9.3091,21.042,21.624,19.879
0.26016,0.26016,1.3008,196.16,6.7642,0,21.854,58.016,0,2.0813,3.122,0.52033,6.7642,34.081,73.106,2.6016,0.26016,0,0,1.0407,4.4228,226.34,0,6.5041,1.8211,28.618,8.3252,0.52033,4.1626,10.667,31.74,10.667,15.089
2.7937,0.25397,1.2698,227.05,2.5397,0.25397,7.619,34.286,0.25397,2.0317,3.8095,0,12.698,62.476,60.19,1.2698,0,0,0.50794,2.0317,17.778,321.02,0,5.0794,12.952,70.349,9.3968,4.5714,10.667,20.063,10.921,18.032,22.095
0.64,0,0.02,46.68,0.02,0.64,1,0.34,0.34,0,0,0,0,25.78,0.68,0,0,0,0,0.32,9.32,54.72,0,0,1.46,2.96,0.44,0.32,0.34,2.08,3.68,1.7,4.86
5.5054,0,0.12903,17.118,0.043011,0.086022,0.8172,0.30108,0,0,0.086022,0,0.25806,15.441,0.17204,0,0,0,0,0,5.9355,40.516,0,0.34409,4.9462,3.3548,0.51613,0.51613,1.9785,3.871,4.086,7.3548,8.4731
16.211,0,0.42105,56.14,1.1228,0,9.0526,6.2456,0.42105,0,0.70175,0.14035,0.14035,36.702,0.70175,0.70175,0,0,0.42105,0,10.386,65.965,0.2807,0.35088,5.614,26.596,2.8772,1.6842,3.6491,8.7719,2.5263,2.4561,33.895
4.4308,0,1.7231,65.969,0,0.73846,3.9385,4.9231,0.98462,0,0,0,0.49231,27.323,7.3846,0,0,0,0.49231,0.24615,13.538,65.477,0,0,3.2,24.862,1.2308,0.49231,0,7.3846,0.98462,6.4,3.9385
