41,14.545,69.878,0.034891,0.00058697,0.015332,0.075251,65,11,66,79,24,450,74,29.087,27.167,36.195,36.666,0.0071253,0.32432,187.7,145.19,-0.88712,-1.3558,0.2375,0.846,7.847,3.5765,27.374,57.705,36.504,23.735,164.44,0,0.16658,9.7e-05,0.000662,1.3778,0.050965,NaN,0.007,0.1565,0.057,1.3865,29.152,58.978,36.05,22.8,187.31,0,0.092377,9e-05,0.000612,0.96562,0.039295,34.947,0,365,1,735
42,6.0193,73.805,0.037289,0.0012493,0.0099554,0.067606,72,11,78,109,41,176,NaN,30.335,27.97,34.736,35.213,0,0.37847,188.37,160,NaN,NaN,0.152,0.2505,0.741,2.7335,27.956,56.297,35.044,22.474,138,0,0.229,9.1e-05,0.000664,1.42,0.045335,NaN,0.001,0.0765,0.022,2.171,30.128,57.855,34.568,21.359,188.8,0,0.080016,6.8e-05,0.000506,0.96688,0.02689,36.273,0,365,0.68,731
43,4.5935,73.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007384,0.004,0.0705,0.0265,1.8285,29.939,57.599,34.493,21.371,190.27,0,0.18684,0.000215,0.001545,1.0525,0.1337,NaN,0,365,0.59,731
44,2.6994,71.449,0.034432,0.0013279,0.0079809,NaN,NaN,24,64,65,34,815,70,30.452,28.105,35.211,35.365,0,0.31536,188.04,164.52,-0.61226,-0.61226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045,0.1225,0.044,2.2655,30.52,58.975,35.04,21.576,187.75,0,0.042015,5.7e-05,0.000358,0.97225,0.025297,NaN,0,365,0.09,730
45,1.0261,71.591,0.033332,0.00097544,0.0079718,0.058515,83,20,47,52,15,865,132,30.462,27.316,35.32,35.394,0.0064835,0.42911,184.82,176.33,1.8661,2.3092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19011,NaN,NaN,NaN,NaN,30.593,59.066,35.048,21.559,186.02,1.8265,0.058503,7e-05,0.000487,0.915,0.022849,37.711,0,365,0.01,727
46,-0.59601,73.145,0.052027,0.0050367,0.021688,0.071429,66,14,64,57,13,64,50,30.121,28.554,35.277,35.387,0.18188,0.26127,184.87,172.28,0.35805,1.6935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006677,0.0045,0.102,0.047,1.947,30.125,58.657,35.111,21.767,185.75,0.43699,0.14892,0.000283,0.001992,0.93875,0.084946,31.276,0,365,0.01,726
51,-21.424,54.254,0.029879,0.0010369,0.0065705,0.06793,65,30,81,79,597,1001,1040,27.262,24.984,35.066,35.075,0.040949,0.19743,194.35,201.88,0.5317,0.5317,0.01425,0.1035,0.0175,2.3104,24.908,52.983,34.978,23.358,204.45,0.53247,0.12752,7.4e-05,0.00058,1.0737,0.019354,NaN,0,0.07325,0.138,1.8665,27.488,55.605,34.94,22.516,194.43,0.53247,0.077188,7.3e-05,0.000569,0.875,0.013741,23.745,0,365,0.07,669
52,-16.865,53.867,0.030196,0.00064348,0.0088641,0.05103,86,55,68,66,91,149,149,27.911,25.824,34.667,35.038,0.092654,0.40444,191.17,192.79,0.5317,0.5317,0.032,0.159,0.4675,2.824,25.213,53.187,34.897,23.204,194.82,0.53247,0.22841,0.000106,0.000788,1.1804,0.030475,NaN,0,0.119,0,2.666,27.956,55.536,34.545,22.068,191.63,0.53247,0.13431,8.1e-05,0.000615,0.97708,0.021469,25.604,0,365,0.14,678
53,-13.062,46.996,0.039658,0.0014419,0.010147,0.081576,56,46,80,80,59,964,110,28.901,25.836,35.098,35.167,0.066414,0.22772,192.74,184.16,0.5317,0.5317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022279,NaN,NaN,NaN,NaN,28.915,57.068,34.908,22.023,193.59,0.53247,0.044092,0.000213,0.001426,1.0388,0.056637,25.461,0,365,0.93,687
58,-17.461,42.224,0.043138,0.0010682,0.015607,0.085046,52,15,78,89,52,1006,89,26.654,25.506,35.249,35.326,0.068955,0.31641,195.48,187.55,0.82027,0.82027,0.025376,0,0.063072,2.5138,25.114,53.441,35.163,23.431,181.1,0.82027,0.19734,0.000152,0.000939,1.135,0.042033,24.482,0.006707,0,0,2.4641,26.551,54.858,35.114,22.947,194.86,0.82027,0.10957,0.00012,0.000717,0.94656,0.02865,21.407,0,365,0.91,665
64,-29.452,37.885,0.047941,0.0012701,0.01812,0.11085,36,52,49,159,725,1202,NaN,22.287,22.264,35.489,35.5,0.18188,0.24708,210.53,207.61,NaN,NaN,0.00875,0.08325,NaN,1.7355,22.215,50.654,35.346,24.424,207.96,0,0.1212,0.000166,0.001112,1.0648,0.022442,NaN,0.004,0.084,0,1.7665,22.241,50.627,35.325,24.397,210.24,0,0.13666,0.000181,0.001237,1.0574,0.039262,12.427,0,365,0.22,620
65,-35.186,26.263,0.055111,0.0011747,0.027608,0.12486,29,77,20,88,679,1186,NaN,21.82,21.82,35.614,35.614,0.2173,0.22443,206.21,206.65,NaN,NaN,NaN,NaN,NaN,NaN,21.728,50.244,35.452,24.645,207.48,NaN,0.17765,0.000195,0.001296,1.2063,0.045474,748.34,NaN,NaN,NaN,NaN,21.764,50.277,35.45,24.63,207.58,NaN,0.17648,0.000183,0.001194,1.197,0.048988,7.5297,0,365,0.01,597
66,-34.831,17.97,0.062987,0.0016091,0.034355,0.13374,29,NaN,14,NaN,29,1161,NaN,14.998,14.996,NaN,NaN,0.37359,0.37573,239.6,239.44,NaN,NaN,0.284,0.34975,3.3099,2.5895,15.014,43.306,35.323,26.218,239.79,2.7394,0.22167,0.000228,0.001227,1.2525,0.098145,NaN,0.3025,0.343,3.34,2.7435,15.013,43.307,35.323,26.214,239.94,2.4263,0.22167,0.000222,0.001227,1.2581,0.09772,8.5687,0,365,0.19,601
67,-32.172,17.423,0.38782,0.012014,0.18387,1.0434,4,15,14,33,14,77,28,13.279,13.11,35.09,35.08,1.6935,1.5488,252.54,244.49,0.68774,1.9385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.89095,NaN,NaN,NaN,NaN,13.043,40.874,34.871,26.284,252.63,1.2646,0.76522,0.000972,0.00646,4.0932,1.2519,0.055626,0,365,0.01,697
68,-31.023,6.0183,0.041821,0.0010852,0.015482,0.094931,48,174,42,353,237,1320,NaN,16.807,16.787,35.855,35.856,0.24139,0.44408,231.92,232.11,NaN,NaN,0.285,0.227,1.08,2.436,16.749,45.448,35.684,26.101,231.98,0.90478,0.32571,0.000179,0.000991,2.0118,0.16523,NaN,0.201,0.1455,0.939,1.9865,16.864,45.547,35.686,26.074,234.86,1.1039,0.31617,0.000204,0.001136,1.9387,0.22667,19.395,0,365,0.32,710
70,-20.375,-3.1815,0.047846,0.0016159,0.01394,0.090689,50,150,36,162,14,239,155,19.821,19.791,36.545,36.545,0.2511,0.35958,215.64,215.87,1.1387,0.92579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0465,0.309,0.8015,1.1485,19.77,49.332,36.358,25.86,215.2,1.7631,0.11747,0.000123,0.000634,2.0719,0.11783,24.12,0,365,0.97,725
71,-9.259,-9.5376,0.032481,0.00092902,0.011415,NaN,NaN,73,79,83,23,405,92,23.78,21.76,36.521,36.507,0.17995,0.359,201.26,186.23,-3.3601,-2.7316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,0.127,0.035,1.473,23.804,53.627,36.37,24.738,201.17,0,0.141,0.00014,0.000736,1.8766,0.11368,NaN,0,365,0.77,729
72,-8.6753,-17.819,0.031502,0.00025388,0.014565,0.063783,74,89,98,108,28,300,144,25.028,24.133,36.596,36.773,0.040949,0.37008,198.82,190.75,0.38253,0.15923,0.011,0.143,0.044,1.284,23.63,53.771,36.588,24.965,190.6,1.0496,0.24259,0.000178,0.000981,2.1718,0.11456,NaN,0.003,0.104,0.018,0.868,25.064,55.047,36.417,24.393,199.13,0.4168,0.10414,0.000119,0.000577,1.7735,0.094476,31.42,0,365,0.08,733
73,-12.441,-24.34,0.025298,0.00082613,0.0061566,0.0351,137,22,146,154,76,347,NaN,24.934,21.788,37.012,36.785,0.040515,0.26912,200.84,191.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74,-16.052,-28.812,0.024753,0.00081648,0.0052123,0.037306,130,13,152,172,72,320,359,24.852,23.806,37.283,37.257,0.0080001,0.21213,200.45,199.65,0.39541,0.39541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75,-17.891,-32.612,NaN,NaN,NaN,0.049011,96,22,177,192,73,249,250,25.118,23.871,37.453,37.36,0.035518,0.13142,200.03,194.81,0.17883,0.17068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76,-20.854,-35.195,0.028743,0.0010127,0.0064647,0.049889,97,23,137,156,50,178,187,23.497,22.211,37.285,37.043,0.040949,0.16947,205.22,204.37,0.030608,0.95021,0.047654,0.051522,0,0.71212,21.166,51.19,36.62,25.687,200.32,0.21861,0.10356,8.1e-05,0.000377,1.9314,0.08178,NaN,0.001404,0.055883,0,0.81417,23.375,54.082,37.077,25.4,206.23,0.18597,0.055113,0.000119,0.000639,1.6368,0.10395,38.551,0,365,0.65,755
77,-24.506,-43.713,0.031847,0.0010974,0.0080162,0.06349,75,28,110,3,50,434,400,22.959,21.459,37.122,36.879,0.040949,0.26489,210.39,211.23,0.45275,0.45275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78,-30.001,-43.221,0.031246,0.00094219,0.0086537,0.064737,74,45,112,3,45,261,409,19.872,19.37,36.489,36.458,0.040949,0.24738,222.23,218.84,-0.2155,-0.79078,0.053,0,0.104,0.319,19.323,48.818,36.277,25.92,216.65,0.085111,0.16855,0.000138,0.000723,1.9431,0.099535,NaN,0,0,0.026,0.749,20.078,49.618,36.326,25.754,221.14,0.025333,0.066207,0.000116,0.000574,1.6746,0.09877,39.165,0,365,0.04,802
79,-34.392,-47.578,0.048949,0.0012769,0.025373,0.095771,50,18,70,78,27,490,571,18.053,17.562,36.065,36.056,0.087401,0.3079,230.39,227.23,-0.01384,0.18883,0.123,0.357,3.495,2.723,17.789,46.593,35.808,25.969,213.37,0.82939,0.20092,0.000221,0.001171,2.2997,0.125,NaN,0,0,0.048,1.039,19.935,48.609,35.623,25.255,222.47,0,0.13213,0.00029,0.001633,2.1293,0.20974,26.115,0,365,0.43,889
79,-34.392,-47.578,0.048949,0.0012769,0.025373,0.095771,50,18,70,78,27,490,571,18.053,17.562,36.065,36.056,0.087401,0.3079,230.39,227.23,-0.01384,0.18883,0.123,0.357,3.495,2.723,17.789,46.593,35.808,25.969,213.37,0.82939,0.20092,0.000221,0.001171,2.2997,0.125,NaN,0,0,0.048,1.039,19.935,48.609,35.623,25.255,222.47,0,0.13213,0.00029,0.001633,2.1293,0.20974,26.115,0,365,0.43,889
80,-40.577,-52.119,0.047086,0.0017042,0.023444,0.11839,40,35,77,45,552,249,108,19.304,16.308,35.773,35.547,0.28338,0.34759,228.72,237.57,-1.5561,-1.5561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81,-44.489,-52.333,0.081404,0.0030946,0.03803,0.13428,36,28,39,48,308,81,59,13.466,13.263,34.858,34.947,0.22624,0.5068,257.96,253.11,3.2796,3.88,0.132,0.412,3.359,1.296,13.506,41.273,34.805,26.141,256.63,2.8107,0.29196,0.000285,0.001512,2.4873,0.22832,NaN,0.115,0.429,3.081,1.173,13.681,41.409,34.794,26.094,255.27,2.4396,0.23363,0.000249,0.001259,2.4724,0.19843,25.272,0,365,0.13,919
82,-47.164,-58.01,0.070753,0.0057941,0.024249,0.1301,37,19,42,62,24,129,66,7.6076,6.9783,34.218,34.219,0.20087,1.0303,303.12,306.41,17.29,17.588,0.1185,1.356,18.525,2.661,7.1549,34.58,34.051,26.65,306.16,18.047,0.50731,0.00076,0.004784,2.1334,0.3499,NaN,0.146,1.302,18.005,1.945,7.5794,34.948,34.05,26.59,303.15,18.434,0.42659,0.000824,0.005228,2.1284,0.33101,23.873,0,365,0.01,945
83,-54.344,-65.193,0.15041,0.0023794,0.17689,0.16535,27,70,44,77,13,78,74,7.355,7.3389,33.102,33.104,0.27196,0.43996,293.58,292.16,11.655,11.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2597,0.198,1.176,10.86,0.936,7.1261,33.809,33.254,26.027,294.23,13.593,0.3089,0.000488,0.002883,2.971,0.23299,18.766,0,365,0.77,1031
84,-60.311,-60.621,0.044457,0.0019704,0.015894,0.069564,66,45,63,69,60,553,75,1.8361,0.58288,33.882,33.908,0.11443,0.48524,338.39,343.22,24.595,25.805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.266,1.723,25.3,16.55,1.9034,29.627,33.72,26.958,338.53,24.903,0.20798,0.000282,0.001295,2.105,0.19111,30.369,0,365,0.01,1122
84,-60.311,-60.621,0.044457,0.0019704,0.015894,0.069564,66,45,63,69,60,553,75,1.8361,0.58288,33.882,33.908,0.11443,0.48524,338.39,343.22,24.595,25.805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.266,1.723,25.3,16.55,1.9034,29.627,33.72,26.958,338.53,24.903,0.20798,0.000282,0.001295,2.105,0.19111,30.369,0,365,0.01,1122
85,-62.074,-49.378,0.047395,0.0010925,0.021647,0.088979,49,32,36,39,35,471,471,0.76311,0.30245,34.519,34.525,0.16493,0.57849,345.47,348.65,28.785,29.856,0.06,2.309,31,81.82,-0.80475,27.92,34.363,27.629,326.04,32.803,0.28954,0.000197,0.000902,2.4836,0.13936,NaN,0.1055,2.1055,28.64,80.55,0.73159,29.155,34.327,27.522,344.81,29.734,0.27649,0.000233,0.00115,2.2204,0.23257,19.053,0,365,0.05,1160
86,-64.316,-52.923,NaN,NaN,NaN,0.13122,32,12,31,22,13,489,22,-0.4625,-1.4847,33.355,34.078,0.22949,2.9003,397.34,348.33,19.325,26.058,0.0575,2.4585,30.125,63.035,-1.6387,27.021,34.118,27.46,319.75,29.242,0.97389,0.000594,0.00373,2.6247,0.83422,4.7484,0.0705,1.553,17.32,64.01,-0.49438,27.325,33.254,26.718,398.31,19.564,0.21966,0.000213,0.001096,2.5876,0.25449,11.531,0,365,0.23,1217
87,-63.854,-56.118,NaN,NaN,NaN,0.37063,11,11,22,7,13,119,NaN,-0.38576,-0.60551,34.38,34.439,7.4813,8.4476,387.41,366.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.422,NaN,NaN,NaN,NaN,-0.27325,28.209,34.201,27.475,392.56,NaN,3.1021,NaN,NaN,NaN,NaN,3.4144,0,365,0.93,1153
89,-57.737,-67.111,0.039913,0.0022934,0.010007,0.080025,56,130,21,122,13,127,NaN,-0.76992,-0.78303,34.6,34.601,1.9981,2.0877,334.98,334.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.080311,0.243,1.609,22.01,3.293,5.8264,33.369,34.045,26.82,289.73,NaN,1.0631,NaN,NaN,NaN,NaN,24.076,0,365,0.4,993
90,-39.631,-76.972,0.046724,0.0011659,0.026343,0.10763,42,20,43,51,112,31,NaN,17.039,15.881,34.045,34.078,1.8152,2.5133,233.41,238.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9768,0.01,0.409,0.034,0.205,17.027,43.627,33.866,24.638,234.17,NaN,0.95046,NaN,NaN,NaN,NaN,21.811,0,365,0.86,801
91,-34.165,-73.089,0.090383,0.0037084,0.037545,0.2043,22,22,14,33,14,123,NaN,17.607,17.572,34.542,34.539,1.8219,1.7197,228.7,228.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.27527,0.069,0.724,0.559,0.432,17.608,44.79,34.38,24.893,229.39,NaN,0.82761,NaN,NaN,NaN,NaN,12.654,0,365,0.45,778
