NaN,NaN,NaN,NaN,698.23104587665,1864.05325490996,NaN,NaN,NaN,NaN,NaN,493.723907374355,932.026627454978,2792.9241835066,NaN,NaN,1974.89562949742,783.737849947901,NaN,NaN,1046.16451733199,391.86892497395,554.186348370725
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,698.23104587665,739.750024442203,NaN,NaN,NaN,NaN,NaN,2488.21257494918,2216.7453934829,3321.36531068921,NaN,1244.10628747459,NaN,932.026627454978,NaN,NaN,NaN,698.23104587665,932.026627454978
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,659.042348519843,1046.16451733199,NaN,NaN,NaN,329.521174259922,NaN,1174.27996699305,466.013313727489,1244.10628747459,NaN,1046.16451733199,439.857996195052,932.026627454978,NaN,NaN,523.082258665996,415.170663836152,554.186348370725
NaN,NaN,NaN,NaN,622.053143737296,932.026627454978,NaN,NaN,415.170663836152,415.170663836152,NaN,739.750024442203,466.013313727489,698.23104587665,NaN,830.341327672304,415.170663836152,830.341327672304,NaN,NaN,554.186348370725,439.857996195052,554.186348370725
NaN,NaN,NaN,NaN,659.042348519843,1108.37269674145,NaN,NaN,415.170663836152,NaN,NaN,879.715992390105,523.082258665996,932.026627454978,NaN,1660.68265534461,329.521174259922,932.026627454978,NaN,NaN,466.013313727489,439.857996195052,622.053143737296
NaN,NaN,NaN,NaN,659.042348519843,1396.4620917533,NaN,NaN,NaN,523.082258665996,NaN,1046.16451733199,493.723907374355,1479.50004888441,NaN,1046.16451733199,329.521174259922,439.857996195052,NaN,NaN,587.139983496527,415.170663836152,622.053143737296
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,622.053143737296,1396.4620917533,NaN,NaN,369.875012221102,493.723907374355,NaN,987.447814748709,391.86892497395,659.042348519843,NaN,1046.16451733199,311.026571868648,783.737849947901,NaN,NaN,466.013313727489,739.750024442203,554.186348370725
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,659.042348519843,1174.27996699305,NaN,NaN,NaN,523.082258665996,NaN,2792.9241835066,554.186348370725,1046.16451733199,NaN,1396.4620917533,391.86892497395,1046.16451733199,NaN,NaN,466.013313727489,523.082258665996,587.139983496527
NaN,NaN,NaN,NaN,659.042348519843,1046.16451733199,NaN,NaN,NaN,391.86892497395,NaN,739.750024442203,466.013313727489,1567.4756998958,NaN,1108.37269674145,329.521174259922,830.341327672304,NaN,NaN,439.857996195052,554.186348370725,554.186348370725
NaN,NaN,NaN,NaN,587.139983496527,932.026627454978,NaN,NaN,NaN,415.170663836152,NaN,659.042348519843,369.875012221102,622.053143737296,NaN,1396.4620917533,415.170663836152,554.186348370725,NaN,NaN,493.723907374355,415.170663836152,587.139983496527
