0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,3,0,0,0,13,1,72,0,2,3,1,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,141,1,8,10,0,0,0,0,16,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,1,0,49,102,102,328,77,0,2,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,4,0,0,0,17,3,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,4,17,3,0,3,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,39,52,9,429,59,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19,2,0,0,19,38,7,1,0,0,0,0,0,0,0,1,1,0,0,22,1,156,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,166,4,0,0,1,23,0,3,0,12,3,5,69,2,0,0,0,0,16,47,0,0,8,1,43,0,2,15,13,9,19,0,0,1,2,54,0,0,1,6,0,3,48,1,3,0,3,3,0,0,5,9,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,102,3,0,80,82,6,507,22,0,1,3,0,0,0,0,0,2,0,0,0
0,0,9,1,1,0,10,13,26,0,0,0,0,6,1,0,1,0,0,1,0,25,1,195,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,168,8,0,0,0,22,1,0,0,14,3,2,41,1,0,0,0,0,98,20,0,0,10,0,20,2,0,11,11,6,12,0,0,0,1,32,0,0,2,7,0,1,41,1,5,0,2,1,0,0,2,30,0,7,12,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,0,3,5,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,6,4,0,8,63,4,0,85,75,1,393,26,0,1,0,0,0,0,1,0,1,0,0,0
0,0,7,0,0,0,2,4,5,2,0,0,0,3,0,0,0,1,0,3,0,0,0,128,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,123,13,0,0,3,32,0,1,0,6,2,4,48,0,0,0,0,0,34,23,0,0,11,0,25,1,1,22,4,1,9,0,0,0,0,47,0,0,1,2,0,3,20,0,1,0,5,0,0,0,3,15,2,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,6,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,16,0,0,0,0,0,7,0,0,4,13,1,0,55,112,4,159,14,0,0,1,0,0,0,0,0,1,0,0,1
0,0,7,0,1,0,8,0,9,0,0,0,0,0,0,1,0,1,0,10,0,3,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,155,7,0,0,5,52,3,2,1,1,39,18,111,2,1,0,0,0,19,72,0,0,20,0,6,6,0,19,7,0,13,0,0,0,0,60,0,0,4,42,0,0,105,16,24,0,13,0,0,0,4,8,2,2,5,1,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,2,0,2,4,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,1,32,0,0,12,6,4,0,135,72,4,680,6,0,0,1,7,0,0,0,1,3,0,4,2
