493.72,NaN,NaN,NaN,1660.7,622.05,1174.3,NaN,NaN,NaN,1046.2,466.01,NaN,NaN,NaN,622.05,1479.5,415.17,1108.4,NaN,NaN,493.72,NaN,415.17,439.86,554.19,NaN,NaN,NaN,NaN,1660.7,NaN,830.34,1974.9,NaN,NaN,NaN,369.88,NaN,2348.6,4184.7,1660.7,NaN,1974.9,523.08,1864.1,NaN,NaN,349.12,523.08,698.23,439.86
659.04,NaN,NaN,1108.4,1479.5,493.72,659.04,783.74,NaN,NaN,659.04,554.19,NaN,NaN,NaN,1479.5,987.45,622.05,739.75,NaN,NaN,659.04,NaN,415.17,415.17,554.19,NaN,NaN,NaN,NaN,1174.3,NaN,659.04,2636.2,NaN,NaN,NaN,439.86,NaN,1318.1,1318.1,3135,NaN,1244.1,879.72,1864.1,NaN,NaN,554.19,466.01,739.75,415.17
523.08,NaN,NaN,1396.5,NaN,523.08,1108.4,698.23,NaN,NaN,587.14,493.72,NaN,NaN,NaN,NaN,783.74,NaN,NaN,NaN,NaN,587.14,NaN,391.87,415.17,587.14,NaN,NaN,NaN,NaN,1318.1,NaN,659.04,1759.4,NaN,NaN,NaN,329.52,NaN,2488.2,1974.9,1396.5,NaN,1567.5,415.17,1479.5,NaN,NaN,1244.1,1244.1,554.19,415.17
493.72,NaN,NaN,1108.4,1108.4,523.08,932.03,587.14,NaN,NaN,622.05,554.19,NaN,NaN,NaN,NaN,1318.1,391.87,523.08,NaN,NaN,493.72,NaN,439.86,391.87,622.05,NaN,NaN,NaN,NaN,1660.7,NaN,830.34,2092.3,NaN,NaN,NaN,466.01,NaN,1244.1,879.72,2488.2,NaN,987.45,554.19,1479.5,NaN,NaN,493.72,439.86,587.14,415.17
587.14,NaN,NaN,NaN,1660.7,493.72,987.45,NaN,NaN,NaN,698.23,659.04,NaN,NaN,NaN,1108.4,1396.5,NaN,NaN,NaN,NaN,659.04,NaN,439.86,439.86,439.86,NaN,NaN,830.34,NaN,NaN,NaN,659.04,1479.5,NaN,NaN,NaN,415.17,NaN,1318.1,329.52,2636.2,NaN,830.34,1046.2,1479.5,NaN,NaN,369.88,523.08,622.05,415.17
349.12,NaN,NaN,1244.1,1864.1,554.19,739.75,369.88,NaN,NaN,879.72,622.05,NaN,NaN,NaN,NaN,1660.7,NaN,987.45,NaN,NaN,659.04,NaN,466.01,415.17,622.05,NaN,NaN,NaN,NaN,1318.1,NaN,698.23,2348.6,NaN,NaN,NaN,415.17,NaN,1660.7,554.19,1864.1,NaN,3728.1,587.14,18788,NaN,NaN,329.52,739.75,415.17,439.86
523.08,NaN,NaN,987.45,1396.5,554.19,1318.1,415.17,NaN,NaN,493.72,466.01,NaN,NaN,NaN,NaN,1108.4,415.17,1046.2,NaN,NaN,622.05,NaN,391.87,369.88,659.04,NaN,NaN,NaN,NaN,NaN,NaN,523.08,3135,NaN,NaN,NaN,391.87,NaN,1318.1,698.23,1396.5,NaN,1046.2,622.05,622.05,NaN,NaN,622.05,415.17,622.05,415.17
622.05,NaN,NaN,1108.4,932.03,391.87,622.05,783.74,NaN,NaN,587.14,830.34,NaN,NaN,NaN,3135,932.03,439.86,NaN,NaN,NaN,587.14,NaN,391.87,369.88,493.72,NaN,NaN,NaN,NaN,NaN,NaN,739.75,1974.9,NaN,NaN,NaN,277.09,NaN,3518.9,659.04,783.74,NaN,879.72,659.04,3135,NaN,NaN,523.08,415.17,523.08,369.88
587.14,NaN,NaN,932.03,1759.4,415.17,439.86,311.03,NaN,NaN,554.19,493.72,NaN,NaN,NaN,NaN,1759.4,NaN,1046.2,NaN,NaN,554.19,NaN,391.87,349.12,554.19,NaN,NaN,NaN,NaN,622.05,NaN,698.23,2959,NaN,NaN,NaN,369.88,NaN,4184.7,2792.9,1974.9,NaN,2636.2,329.52,987.45,NaN,NaN,349.12,879.72,783.74,391.87
466.01,NaN,NaN,932.03,1660.7,439.86,466.01,369.88,NaN,NaN,622.05,554.19,NaN,NaN,NaN,554.19,987.45,391.87,NaN,NaN,NaN,622.05,NaN,439.86,493.72,659.04,NaN,NaN,NaN,1479.5,1567.5,NaN,783.74,2348.6,NaN,NaN,NaN,349.12,NaN,2348.6,493.72,1974.9,NaN,2348.6,391.87,2216.7,NaN,NaN,698.23,879.72,783.74,415.17
