"Dataset"	"Station"	"Tara_Sample_ID"	"Depth_layer"	"Fraction_size"	"Latitude"	"Longitude"	"ESD_Zooplankton"	"ESD_Copepoda"	"ESD_Rhizaria"	"ESD_Cnidaria"	"ESD_Tunicata"	"ESD_Eumalacostraca"	"ESD_Pteropoda"	"ESD_Chaetognatha"	"ESD_Other_large"	"ESD_Other_small"	"ESD_Other_unid"	"ESD_Small_grazers"	"ESD_Acartiidae"	"ESD_Aetideidae"	"ESD_Arietellidae"	"ESD_Augaptilidae"	"ESD_Calanidae"	"ESD_Calanoida_unidentified"	"ESD_Candaciidae"	"ESD_Centropagidae"	"ESD_Corycaeidae"	"ESD_Eucalanidae"	"ESD_Euchaetidae"	"ESD_Harpacticoida"	"ESD_Heterorhabdidae"	"ESD_Lubbockiidae"	"ESD_Metridinidae"	"ESD_Monstrilloida"	"ESD_Oithonidae"	"ESD_Oncaeidae"	"ESD_Paracalanidae"	"ESD_Pontellidae"	"ESD_Rhincalanidae"	"ESD_Sapphirinidae"	"ESD_Temoridae"	"ESD_Calanoida"	"ESD_Cyclopoida"	"ESD_Poecilostomatoida"	"ESD_Copepoda_unid"	"Temperature"	"Salinity"	"Oxygen"	"Depth_min_O2"	"MLD"	"Zeu"	"PAR"	"PAR2"	"Kd_PAR"	"beta470_sur"	"bb470_sur"	"bac660_sur"	"Kd490"	"bbp470"	"Chla_10m"	"Chla_integrated"	"DCM"	"NPP"	"Nitrates"	"Phosphates"	"Silicates"	"Iron"	"Micro"	"Nano"	"Pico"	"POC"	"PIC"	"Lyapunov"	"flux200m"	"flux500m"	"flux1000m"	"Distance"
"104"	"wp2"	160	"TARA_P100004225"	"0-100"	200	70.3568	3.6021	6.20196855487573	6.02868807490595	6.37526329224308	7.53050681892011	6.49078423068777	6.37526329224308	6.2597344160383	7.01064574658139	NA	5.85541570264471	6.66407733269508	6.02868807490595	6.83736500300874	NA	NA	NA	7.47272812081857	6.60631229128032	NA	5.97093015213513	NA	NA	6.83736500300874	NA	NA	NA	7.5305336418752	NA	5.85541570264471	5.91317862870944	NA	NA	NA	NA	NA	7.24169574193885	5.79763705012783	5.91317862870944	6.14420709312287	7.272	35.346	304.23	4.93242414866094	24	3.07231682568585	NA	33.79629	0.13824	NA	NA	NA	NA	NA	0.698532652836283	4.70643351964718	3.29583686600433	NA	1.9060747397771	0.725674679128309	1.55227428881371	0.000874157	60.68917089	32.41172851	6.899100604	364.1092834	0.000462997	0.058176	0.973639049	1.135359385	0.4692995	438.5058269
"105"	"wp2"	161	"TARA_P100004196"	"0-100"	200	72.3747	3.9192	6.72183525546589	6.60631229128032	6.31750758823866	NA	6.66407733269508	7.18393141124772	6.02868807490595	6.66407733269508	7.01064574658139	5.79763705012783	7.01064574658139	5.91317862870944	6.37526329224308	NA	NA	NA	7.70377488246271	6.60631229128032	NA	NA	NA	6.7796036750235	NA	NA	NA	NA	7.5305336418752	NA	5.73988937054948	NA	NA	NA	NA	NA	NA	7.41498243602584	5.68211611168313	NA	6.60631229128032	5.0487	35.251	323.68	10.0629364032792	38	3.03658897187566	NA	33.79629	0.15559	NA	NA	NA	0.085882	0.0029084	0.471914302746027	4.70643351964718	2.94443897916644	NA	1.9703973362613	0.788672662936716	1.6400865014854	0.000874157	58.97051921	35.51768831	5.51179248	364.1092834	0.000462997	0.058176	3.094672755	2.542421699	1.112343	439.9911783
"106"	"wp2"	162	"TARA_P100004194"	"0-100"	200	74.167	3.9098	5.91317862870944	5.91317862870944	5.68211611168313	NA	5.91317862870944	6.7796036750235	NA	7.41498243602584	NA	NA	6.2597344160383	5.79763705012783	6.5485485613789	NA	NA	NA	8.10814165977265	6.60631229128032	NA	5.85541570264471	NA	NA	NA	5.97093015213513	NA	NA	NA	NA	5.91317862870944	5.91317862870944	NA	NA	NA	NA	NA	6.5485485613789	5.85541570264471	5.91317862870944	6.31750758823866	2.15	35.074	354.26	10.053051390627	22	3.03658897187566	NA	33.79629	0.1642	NA	NA	NA	0.088469	0.0031315	0.570437026567006	4.70643351964718	2.77258872223978	NA	1.90488126236184	0.75232405020814	1.40884485307243	0.000874157	69.69973295	28.51310507	1.78716198	364.1092834	0.000462997	0.058176	2.434728364	1.173180196	0.67149	446.7134648
"107"	"wp2"	163	"TARA_P100004234"	"0-100"	200	76.0888	1.4763	5.97093015213513	5.97093015213513	NA	NA	6.4330204753605	7.06841047280302	NA	7.64603355653042	NA	5.85541570264471	6.4330204753605	5.97093015213513	NA	NA	NA	NA	8.05038445306702	6.60631229128032	NA	6.08645649446355	NA	NA	NA	NA	NA	NA	6.95291983093651	NA	5.91317862870944	5.85541570264471	NA	NA	NA	NA	NA	6.895125862582	5.85541570264471	5.85541570264471	6.2597344160383	1.9546	35.058	362.99	4.49794144527541	19	2	0.3342	39.10518608	0.53938	0.000522	0.00189	0.98557	0.26336	0.0031292	2.06878496149131	4.44789245537984	2.63905732961526	NA	2.07340807885489	0.846928940659957	1.69539874539116	0.000591845	NA	NA	NA	252.0341104	0.000595768	0.066221333	2.019516413	1.377073888	0.549388333	352.9095202
"108"	"wp2"	167	"TARA_G100019267"	"0-100"	200	71.0055	38.7136	6.08645649446355	6.02868807490595	5.73988937054948	7.70379743826012	6.20196855487573	7.01064574658139	NA	6.60631229128032	NA	6.02868807490595	6.66407733269508	5.85541570264471	6.37526329224308	NA	NA	NA	7.01067281298882	6.31750758823866	NA	6.66407733269508	NA	NA	NA	NA	NA	NA	6.83736500300874	NA	5.91317862870944	5.91317862870944	NA	NA	NA	NA	NA	6.7796036750235	5.85541570264471	5.91317862870944	6.14420709312287	8.7639	34.907	290.07	3.8485011312768	23	3.07231682568585	NA	42.681683	0.16092	NA	NA	NA	0.065265	0.0020833	0.256678902613384	3.90208579448891	3.43398720448515	NA	0.444796018113863	0	1.03328982358134	0.000430005	71.9546662	14.95919165	13.08614215	116.7825508	0.00057966	0.011037	NA	NA	NA	241.8609246
"109"	"wp2"	168	"TARA_P100004277"	"0-100"	200	72.5593	44.0922	6.20196855487573	6.20196855487573	5.73988937054948	7.87708238519692	6.4330204753605	7.06841047280302	5.62434236316289	6.7796036750235	6.37526329224308	5.97093015213513	6.60631229128032	5.68211611168313	NA	NA	NA	NA	6.7796036750235	6.31750758823866	NA	6.14420709312287	NA	NA	6.49078423068777	5.56658723547836	NA	NA	6.4330204753605	NA	5.97093015213513	5.97093015213513	NA	NA	NA	NA	NA	6.5485485613789	5.91317862870944	5.97093015213513	6.2597344160383	7.2287	35.088	299.54	6.25732474567597	19	3.20753432999583	17.143	36.47750671	0.13686	0.000607	0.002388	0.38855	0.074999	0.0030681	0.189355096691092	3.58791086702519	3.3322045101752	NA	1.22947826375215	0.561640068751747	1.21627007361101	0.000850383	72.76780146	19.73027677	7.501921762	96.42593524	0.000469427	0.022487	7.800128294	NA	NA	266.883414
"110"	"wp2"	169	"TARA_P100004295"	"0-100"	200	74.378	47.2286	6.49078423068777	6.49078423068777	5.73988937054948	8.05036850397652	6.14420709312287	6.72183525546589	NA	6.4330204753605	7.29945947184026	5.91317862870944	6.72183525546589	5.91317862870944	6.14420709312287	NA	NA	NA	6.72183525546589	6.2597344160383	NA	6.66407733269508	NA	NA	NA	NA	NA	NA	6.2597344160383	NA	5.97093015213513	NA	NA	NA	NA	NA	NA	6.5485485613789	5.97093015213513	NA	6.14420709312287	4.6467	35.072	319.04	5.94392195276313	11	3.36197540679896	NA	28.353964	0.11502	NA	NA	NA	0.047367	0.0018068	0	2.73804256629968	3.85014760171006	NA	0.437951913988789	0.270036574834929	0.933844646137577	0.001030204	43.94363607	15.58591515	40.47044879	NA	NA	0.019112	NA	NA	NA	220.1557139
"111"	"wp2"	170	"TARA_P100004302"	"0-100"	200	75.9359	51.8516	6.5485485613789	6.60631229128032	5.73988937054948	6.37526329224308	6.08645649446355	6.66407733269508	NA	6.14420709312287	6.60631229128032	5.79763705012783	6.2597344160383	5.97093015213513	NA	NA	NA	NA	7.24172438538523	6.37526329224308	NA	NA	NA	NA	NA	NA	NA	NA	6.5485485613789	NA	5.97093015213513	5.97093015213513	NA	NA	NA	NA	NA	6.7796036750235	5.91317862870944	5.97093015213513	6.49078423068777	3.4333	35.047	330.6	5.57205465554262	17	3.53034833532606	NA	31.370692	0.0982	NA	NA	NA	0.051233	0.0014626	0.0427328077532978	2.80079345280011	3.52636052461616	NA	0.453065489608349	0.341644284342495	0.867197570832372	0.001044142	26.04726976	43.97989677	29.97283347	NA	NA	0.009556	NA	NA	NA	139.2385693
"112"	"wp2"	171	"TARA_P100004307"	"0-100"	200	77.593	58.643	6.08645649446355	6.14420709312287	5.68211611168313	7.18393141124772	6.14420709312287	6.60631229128032	5.79763705012783	5.97093015213513	NA	5.68211611168313	6.49078423068777	5.97093015213513	6.83736500300874	NA	NA	NA	7.35723727250708	6.49078423068777	NA	5.97093015213513	NA	NA	NA	NA	NA	NA	7.5305336418752	NA	5.91317862870944	5.97093015213513	NA	NA	NA	NA	NA	6.37526329224308	5.85541570264471	5.91317862870944	6.49078423068777	1.207	34.9	356.59	5.67741137084543	13	3.33222185164595	NA	34.6209725	0.11189	NA	NA	NA	NA	NA	0.0315190156895455	3.94781669920672	3.55534806148941	NA	1.47122947721209	0.693771963160417	0.76417028814744	0.001136806	20.40546224	59.01219603	20.58234174	NA	NA	0	NA	NA	NA	171.2164554
"113"	"wp2"	172	"TARA_P100004315"	"0-100"	200	77.9444	68.0627	6.14420709312287	6.37526329224308	NA	7.29945947184026	6.08645649446355	6.2597344160383	5.79763705012783	7.64603355653042	NA	5.97093015213513	6.72183525546589	6.08645649446355	6.66407733269508	NA	NA	NA	7.58827304314194	6.5485485613789	NA	6.02868807490595	NA	NA	7.5305336418752	6.4330204753605	NA	NA	7.5305336418752	NA	5.97093015213513	5.97093015213513	NA	NA	NA	NA	NA	6.895125862582	5.91317862870944	5.97093015213513	6.5485485613789	-0.43219	33.965	383.37	4.34448148576861	13	3.47602664488645	NA	41.98166	0.10188	NA	NA	NA	NA	NA	0.0917857946305278	4.4565019500631	3.46573590279973	NA	1.50825082896465	0.717680938718056	0.990744941475812	0.001215531	70.01108282	10.11335206	19.87556511	NA	NA	0	27.87115857	NA	NA	111.3194908
"114"	"wp2"	173	"TARA_P100004343"	"0-50"	200	78.9537	79.3788	6.08645649446355	6.08645649446355	5.85541570264471	7.9348429224988	6.31750758823866	6.49078423068777	5.97093015213513	8.22365668180794	6.66407733269508	5.85541570264471	6.4330204753605	6.08645649446355	NA	NA	NA	NA	7.58827304314194	6.4330204753605	NA	6.08645649446355	NA	NA	NA	6.5485485613789	NA	NA	7.5305336418752	NA	5.91317862870944	5.97093015213513	NA	NA	NA	NA	NA	6.5485485613789	5.91317862870944	5.97093015213513	6.4330204753605	-0.4215	33.688	390.28	3.60882608013869	10	3.39121144301417	21.075	39.57656133	0.11803	0.000511	0.001722	0.16857	NA	NA	0.0362586382299431	4.54244903461988	3.85014760171006	NA	NA	NA	NA	0.001138593	NA	NA	NA	82.66503779	0.000395631	0	NA	NA	NA	101.1258651
"115"	"wp2"	174	"TARA_P100004350"	"0-100"	200	79.0173	71.6373	6.14420709312287	6.5485485613789	NA	7.9348429224988	6.37526329224308	6.49078423068777	5.73988937054948	7.76155765336297	6.83736500300874	5.97093015213513	6.5485485613789	6.02868807490595	6.20196855487573	NA	NA	NA	7.5305336418752	6.49078423068777	NA	6.20196855487573	NA	NA	NA	NA	NA	NA	7.5305336418752	NA	5.91317862870944	5.97093015213513	NA	NA	NA	NA	NA	6.83736500300874	5.91317862870944	5.97093015213513	6.49078423068777	0.69395	34.116	367.56	4.64158883361278	14	3.47602664488645	NA	32.520447	0.10501	NA	NA	NA	NA	NA	0.0747734649499747	4.83429819466289	3.58351893845611	NA	1.55699234219561	0.711325962278596	1.01868470732131	0.00109338	NA	NA	NA	94.31935501	0.00045784	0	9.257869127	NA	NA	107.7962404
"116"	"wp2"	175	"TARA_P100004349"	"0-100"	200	79.299	66.3922	6.02868807490595	6.02868807490595	5.73988937054948	7.47274517194068	6.20196855487573	7.41498243602584	5.73988937054948	7.41498243602584	NA	5.91317862870944	6.49078423068777	6.02868807490595	6.37526329224308	NA	NA	NA	7.76157468493098	6.60631229128032	NA	6.14420709312287	NA	NA	7.35723727250708	NA	6.60631229128032	NA	7.58827304314194	NA	5.91317862870944	5.91317862870944	NA	NA	NA	NA	NA	6.895125862582	5.91317862870944	5.91317862870944	6.31750758823866	1.1676	34.422	380.42	6.85412400183262	25	3.03658897187566	12.008	35.24909533	0.15262	0.000593	0.00229	0.34641	0.064972	0.0027051	1.10452808909741	4.29143096304073	2.70805020110221	NA	1.63338076589542	0.73388991263503	1.31771135021294	0.001145736	65.96689261	10.58851644	23.44459095	92.397786	0.000468235	0	5.245381131	NA	NA	150.7043033
"117"	"wp2"	176	"TARA_P100004388"	"0-100"	200	77.7446	65.4462	6.20196855487573	6.37526329224308	NA	6.20196855487573	6.37526329224308	6.60631229128032	5.85541570264471	6.14420709312287	NA	5.85541570264471	6.60631229128032	6.08645649446355	6.60631229128032	NA	NA	NA	7.24172438538523	6.60631229128032	NA	6.14420709312287	NA	NA	NA	6.2597344160383	6.5485485613789	NA	7.41499447921271	NA	5.91317862870944	5.91317862870944	NA	NA	NA	NA	NA	6.5485485613789	5.91317862870944	5.91317862870944	6.49078423068777	1.9934	34.493	354.87	6.51083007152643	15	3.41995189335339	NA	37.769543	0.11101	NA	NA	NA	0.052402	0.0018886	0.00292511766888878	4.14761831088149	3.85014760171006	NA	NA	NA	NA	0.001328503	35.7364519	24.76625722	39.49729088	64.08536911	0.000319432	0	27.21782313	NA	NA	91.25430797
"118"	"wp2"	177	"TARA_P100004415"	"0-100"	200	77.8714	71.7492	6.60631229128032	6.72183525546589	5.97093015213513	7.53050681892011	7.64603355653042	6.60631229128032	5.85541570264471	8.1081326273961	6.66407733269508	6.02868807490595	6.60631229128032	6.02868807490595	NA	NA	NA	NA	7.41499447921271	6.49078423068777	NA	6.02868807490595	NA	7.01067281298882	NA	NA	NA	NA	6.2597344160383	NA	5.91317862870944	NA	NA	NA	NA	NA	NA	6.895125862582	5.85541570264471	NA	6.60631229128032	0.89089	34.027	352.71	6.76789945210701	14	3.58304787101595	NA	37.769543	0.097085	NA	NA	NA	0.044109	0.0012567	0	4.14761831088149	4.4188406077966	NA	0.673131549726529	0.377057138954182	0.625011413124917	0.001328503	36.54781756	28.45999491	34.99218753	64.08536911	0.000319432	0	14.88959622	NA	NA	133.0812699
"119"	"wp2"	178	"TARA_P100004006"	"0-100"	200	77.2098	73.2033	6.895125862582	7.06841047280302	5.68211611168313	7.18393141124772	6.4330204753605	6.83736500300874	6.2597344160383	6.37526329224308	NA	5.97093015213513	7.18393141124772	6.37526329224308	6.31750758823866	NA	NA	NA	7.41499447921271	6.5485485613789	NA	5.91317862870944	NA	NA	NA	6.2597344160383	NA	NA	NA	NA	5.91317862870944	NA	NA	NA	NA	NA	NA	7.06841047280302	5.85541570264471	NA	6.95288159659825	1.4964	34.475	347.47	5.87713065921074	24	3.41995189335339	19.249	38.17298714	0.11081	0.000365	0.000714	0.14963	0.04706	0.0018186	0.152721087017664	3.25716822265469	3.29583686600433	NA	1.06582235704487	0.504110121230049	0.833150795574435	0.00135808	37.52189975	29.93768597	32.54041427	177.6628604	0.000370124	0	4.200646667	NA	NA	116.0404744
"120"	"wp2"	179	"TARA_P100004005"	"0-50"	200	75.5401	74.5639	5.91317862870944	5.85541570264471	5.91317862870944	7.47274517194068	6.4330204753605	7.58827304314194	5.79763705012783	7.81931885544185	6.4330204753605	5.85541570264471	6.4330204753605	6.02868807490595	5.79763705012783	NA	NA	NA	7.35723727250708	6.20196855487573	NA	5.91317862870944	NA	7.35723727250708	NA	6.66407733269508	NA	NA	7.5305336418752	NA	5.85541570264471	5.85541570264471	NA	NA	NA	NA	NA	5.97093015213513	5.85541570264471	5.85541570264471	6.02868807490595	NA	NA	NA	NA	NA	NA	NA	42.70666	NA	NA	NA	NA	NA	NA	NA	2.92503080038101	NA	NA	NA	NA	NA	0.001387656	NA	NA	NA	1075.83638	0.000272893	0	4.200646667	NA	NA	175.4631363
"121"	"wp2"	180	"TARA_P100004001"	"0-50"	200	74.8024	76.1503	5.91317862870944	5.91317862870944	NA	6.83736500300874	5.85541570264471	NA	5.73988937054948	6.02868807490595	6.31750758823866	5.79763705012783	6.2597344160383	5.79763705012783	NA	NA	NA	NA	7.41499447921271	6.08645649446355	NA	5.97093015213513	NA	NA	NA	NA	NA	NA	7.29945947184026	NA	5.85541570264471	6.02868807490595	NA	NA	NA	NA	NA	5.97093015213513	5.85541570264471	6.02868807490595	5.91317862870944	-1.0018	29.384	368.14	3.23961180127748	10	1.91293118277239	0.8965	40.22730917	0.60317	0.000856	0.004105	0.30877	0.2488	0.0022673	0.30943867185342	2.72595233078587	3.52636052461616	NA	NA	NA	NA	0.001387656	NA	NA	NA	1046.003542	0.000331556	0	4.200646667	NA	NA	99.13315879
"122"	"wp2"	181	"TARA_P100003997"	"0-20"	200	73.9797	77.0954	6.14420709312287	6.14420709312287	NA	7.9348429224988	5.91317862870944	NA	5.79763705012783	6.02868807490595	6.2597344160383	6.02868807490595	6.7796036750235	6.02868807490595	NA	NA	NA	NA	7.12616765592045	6.20196855487573	NA	6.02868807490595	NA	NA	7.29945947184026	NA	7.41499447921271	NA	7.24172438538523	NA	5.85541570264471	NA	NA	NA	NA	NA	NA	6.14420709312287	5.85541570264471	NA	6.2597344160383	0.70069	22.01	361.13	2.71441761659491	10	2	NA	24.29188988	0.53626	NA	NA	NA	0.33661	0.0029128	0.297419509357512	2.6932681495973	2.07944154167984	NA	NA	NA	NA	0.001262672	NA	NA	NA	109.1008098	0.000333748	0	4.200646667	NA	NA	56.20988338
"123"	"wp2"	182	"TARA_P100003894"	"0-44"	200	75.9658	78.6516	5.91317862870944	5.85541570264471	NA	7.64603355653042	6.14420709312287	8.85904095397429	5.91317862870944	6.4330204753605	NA	5.85541570264471	6.4330204753605	6.14420709312287	NA	NA	NA	NA	7.12616765592045	6.31750758823866	NA	6.02868807490595	NA	NA	NA	NA	NA	NA	NA	NA	5.79763705012783	NA	NA	NA	NA	NA	NA	6.20196855487573	5.79763705012783	NA	6.14420709312287	0.96264	32.87	369.86	3.77976314968462	10	3.1748021039364	NA	21.96114333	0.13152	NA	NA	NA	0.068301	0.0019051	0.0173417587040688	3.22998983481978	3.98898404656427	NA	NA	NA	NA	0.001064992	NA	NA	NA	73.81891632	0.000444776	0.0287975	4.200646667	NA	NA	99.84349382
"124"	"wp2"	183	"TARA_P100003875"	"0-100"	200	77.4675	75.7686	6.72183525546589	6.83736500300874	NA	7.58827304314194	6.20196855487573	7.01064574658139	6.14420709312287	6.7796036750235	NA	5.91317862870944	6.895125862582	6.37526329224308	NA	NA	NA	NA	7.5305336418752	6.4330204753605	NA	6.02868807490595	NA	NA	NA	NA	NA	NA	7.64601921834521	NA	5.91317862870944	NA	NA	NA	NA	NA	NA	7.06841047280302	5.85541570264471	NA	6.5485485613789	3.4651	34.201	323.15	6.09119934891978	11	3.30192724889463	NA	21.80624667	0.10643	NA	NA	NA	NA	NA	0.116564515784716	3.53311998087226	3.76120011569356	NA	0.967095859090037	0.346153806900914	0.26056582885726	0.001106592	21.78433921	17.64475072	60.57091007	NA	NA	0.0287975	5.6383622	NA	NA	188.1101803
"125"	"wp2"	184	"TARA_P100003779"	"0-100"	200	79.0417	69.653	6.08645649446355	6.20196855487573	NA	8.16589235250063	5.97093015213513	6.5485485613789	6.02868807490595	6.60631229128032	NA	5.91317862870944	6.49078423068777	5.97093015213513	6.895125862582	NA	NA	NA	7.47272812081857	6.37526329224308	NA	5.85541570264471	NA	NA	NA	NA	NA	NA	NA	NA	5.85541570264471	5.79763705012783	NA	NA	NA	NA	NA	6.4330204753605	5.85541570264471	5.79763705012783	6.49078423068777	2.9053	34.243	324.32	3.93649718310217	20	3.36197540679896	NA	18.4787912	0.10071	NA	NA	NA	NA	NA	0.0718880098598323	3.71411094587309	3.46573590279973	NA	0.580384208374271	0.294983241411289	0.247538510485448	0.001258911	42.88794184	19.68580262	37.42625554	NA	NA	0	8.697369931	NA	NA	144.4608278
"126"	"wp2"	185	"TARA_P100004260"	"0-100"	200	79.6732	60.8795	6.20196855487573	6.4330204753605	NA	7.81931885544185	5.97093015213513	6.31750758823866	5.97093015213513	6.49078423068777	8.85904095397429	6.02868807490595	6.4330204753605	6.08645649446355	6.4330204753605	NA	NA	NA	6.83736500300874	6.4330204753605	NA	NA	NA	NA	7.47272812081857	NA	NA	NA	NA	NA	5.91317862870944	5.73988937054948	NA	NA	NA	NA	NA	6.49078423068777	5.91317862870944	5.73988937054948	6.31750758823866	2.5864	34.545	333.33	4.7474593985234	19	3.10723250595386	NA	16.73179233	0.13093	NA	NA	NA	NA	NA	0.0547987431165997	3.32186372810588	3.49650756146648	NA	NA	NA	NA	0.001316685	NA	NA	NA	90.2979126	0.000334424	0	4.200646667	NA	NA	80.88183644
"127"	"wp2"	186	"TARA_P100003773"	"0-100"	200	79.0467	74.1388	6.2597344160383	6.2597344160383	NA	NA	6.83736500300874	7.12617569382721	6.08645649446355	6.66407733269508	8.74351568453646	6.14420709312287	6.60631229128032	6.02868807490595	NA	NA	NA	NA	7.41499447921271	6.31750758823866	NA	6.02868807490595	NA	NA	NA	NA	NA	NA	7.29945947184026	NA	5.91317862870944	NA	NA	NA	NA	NA	NA	6.37526329224308	5.85541570264471	NA	6.31750758823866	3.0548	33.981	320.28	6.9382320738158	22	3.27106631018859	NA	NA	0.1069	NA	NA	NA	NA	NA	0.0710426359503453	2.84132739475424	3.66356164612965	NA	0.818326947693415	0.301727075326787	0	0.001304139	29.94776553	6.942369198	63.10986528	NA	NA	0	11.15797586	NA	NA	69.15230042
"128"	"wp2"	187	"TARA_P100003768"	"0-100"	200	78.1182	86.5582	6.2597344160383	6.2597344160383	NA	6.66407733269508	6.49078423068777	6.02868807490595	8.45470483392291	6.49078423068777	6.60631229128032	5.79763705012783	6.60631229128032	6.4330204753605	6.37526329224308	NA	NA	NA	7.41499447921271	6.31750758823866	NA	6.31750758823866	NA	NA	7.41499447921271	NA	NA	NA	7.47272812081857	NA	5.91317862870944	5.91317862870944	NA	NA	NA	NA	NA	6.60631229128032	5.85541570264471	5.91317862870944	6.5485485613789	1.6271	34.038	342.97	4.46474509558454	10	3.1748021039364	NA	NA	0.11367	NA	NA	NA	NA	NA	0.132062814791789	2.84132739475424	3.2188758248682	NA	0.586746430844262	0.532318077260211	0.579225084826194	0.001304139	40.26673333	22.53290897	37.2003577	NA	NA	0	4.200646667	NA	NA	123.5651559
"129"	"wp2"	188	"TARA_P100003733"	"0-31"	200	78.2528	91.8537	5.91317862870944	5.97093015213513	NA	8.62799189329818	5.97093015213513	8.51246804547647	6.14420709312287	8.22365668180794	5.97093015213513	5.91317862870944	6.4330204753605	5.79763705012783	NA	NA	NA	NA	7.70377488246271	6.37526329224308	NA	5.97093015213513	NA	NA	NA	6.2597344160383	NA	NA	7.35723727250708	NA	6.02868807490595	6.02868807490595	NA	NA	NA	NA	NA	6.20196855487573	5.97093015213513	5.73988937054948	6.2597344160383	-1.6108	33.1	394.75	3	16	NA	NA	11.058244	NA	0.000604	0.002346	0.33796	NA	NA	1.00118319889212	3.16672321400556	2.94443897916644	NA	NA	NA	NA	0.001287095	NA	NA	NA	NA	NA	0	4.200646667	NA	NA	83.48961809
"130"	"wp2"	189	"TARA_P100003745"	"0-100"	200	78.0209	116.4497	5.97093015213513	5.91317862870944	NA	6.5485485613789	5.85541570264471	7.64603355653042	6.4330204753605	7.9348429224988	NA	5.73988937054948	6.37526329224308	5.97093015213513	6.66407733269508	NA	NA	NA	7.99260665240021	6.4330204753605	NA	NA	NA	NA	7.70377488246271	6.14420709312287	7.06842750437104	NA	7.5305336418752	NA	5.79763705012783	5.91317862870944	NA	NA	NA	NA	NA	7.64603355653042	5.73988937054948	5.91317862870944	5.97093015213513	-0.30607	31.481	371.33	10.0332228354209	10	NA	NA	10.8634128	NA	0.000458	0.00135	0.21307	NA	NA	0.418947148920784	3.32588218526023	3.04452243772342	NA	NA	NA	NA	0.001339443	NA	NA	NA	NA	NA	0	2.142793596	1.8476762	2.7031504	193.1773231
"131"	"wp2"	190	"TARA_P100003735"	"0-10"	200	73.8473	145.8088	6.37526329224308	6.37526329224308	NA	8.16589235250063	5.91317862870944	8.80127830255202	NA	7.87708238519692	9.09008954382316	5.97093015213513	6.83736500300874	NA	6.31750758823866	NA	NA	NA	6.95291983093651	6.5485485613789	NA	6.14420709312287	NA	NA	7.24172438538523	NA	7.29945947184026	NA	7.29945947184026	NA	6.02868807490595	NA	NA	NA	NA	NA	NA	6.37526329224308	5.97093015213513	NA	6.4330204753605	NA	NA	NA	1.44224957030741	NA	NA	NA	13.118738	NA	NA	NA	NA	NA	NA	NA	1.24904176769351	1.6094379124341	NA	NA	NA	NA	0.001360622	NA	NA	NA	NA	NA	0	NA	NA	NA	89.90254254
"132"	"wp2"	191	"TARA_P100003729"	"0-18"	200	71.5948	160.9381	6.31750758823866	6.2597344160383	NA	8.74351568453646	NA	8.39694236326322	NA	8.39694236326322	NA	5.91317862870944	6.49078423068777	6.08645649446355	6.20196855487573	NA	NA	NA	7.29945947184026	6.4330204753605	NA	6.08645649446355	NA	NA	NA	6.37526329224308	NA	NA	NA	NA	5.91317862870944	NA	NA	NA	NA	NA	NA	6.31750758823866	5.91317862870944	NA	6.37526329224308	1.4875	28.555	340.4	2	20	NA	NA	14.0316892	NA	0.020354	0.13886	5.4281	NA	NA	0.278691780613648	2.10646071402263	2.83321334405622	NA	NA	NA	NA	0.00105454	NA	NA	NA	132.8198166	0.000704177	0	NA	NA	NA	83.96731168
"133"	"wp2"	192	"TARA_P100003427"	"0-25"	200	70.7038	166.3268	6.20196855487573	6.2597344160383	NA	7.06841047280302	7.64603355653042	NA	5.85541570264471	5.73988937054948	NA	5.79763705012783	6.4330204753605	6.14420709312287	6.02868807490595	NA	NA	NA	6.7796036750235	6.4330204753605	NA	5.91317862870944	NA	NA	NA	6.4330204753605	NA	NA	NA	NA	5.85541570264471	NA	NA	NA	NA	NA	NA	6.31750758823866	5.79763705012783	NA	6.31750758823866	-0.33242	31.396	344.01	2.88449914061482	12	2.35133468772076	NA	14.347429	0.26934	NA	NA	NA	NA	NA	0.891095993239599	2.78450494125012	2.56494935746154	NA	NA	NA	NA	0.000702537	NA	NA	NA	132.8198166	0.000704177	0	NA	NA	NA	100.7622993
"134"	"wp2"	193	"TARA_P100003791"	"0-35"	200	71.0704	174.9917	6.14420709312287	6.14420709312287	NA	5.73988937054948	6.02868807490595	NA	NA	6.7796036750235	6.4330204753605	5.73988937054948	6.4330204753605	6.14420709312287	6.14420709312287	NA	NA	NA	7.24172438538523	6.5485485613789	NA	5.91317862870944	NA	NA	NA	NA	NA	NA	6.895125862582	NA	5.85541570264471	5.85541570264471	NA	NA	NA	NA	NA	6.37526329224308	5.79763705012783	5.85541570264471	5.91317862870944	2.4537	29.169	339.32	3.27106631018859	17	2.88449914061482	6.2703	13.2329834	0.14171	0.000685	0.00291	0.28696	0.076035	0.0031125	0.456373661825848	2.74072388814944	2.56494935746154	NA	NA	NA	NA	0.000708173	NA	NA	NA	129.6224259	0.000665274	0	NA	NA	NA	140.3830612
