"Dataset"	"Station"	"Tara_Sample_ID"	"Depth_layer"	"Fraction_size"	"Latitude"	"Longitude"	"Ab_Zooplankton"	"Ab_Copepoda"	"Ab_Rhizaria"	"Ab_Cnidaria"	"Ab_Tunicata"	"Ab_Eumalacostraca"	"Ab_Pteropoda"	"Ab_Chaetognatha"	"Ab_Other_large"	"Ab_Other_small"	"Ab_Other_unid"	"Ab_Small_grazers"	"Ab_Acartiidae"	"Ab_Aetideidae"	"Ab_Arietellidae"	"Ab_Augaptilidae"	"Ab_Calanidae"	"Ab_Calanoida_unidentified"	"Ab_Candaciidae"	"Ab_Centropagidae"	"Ab_Corycaeidae"	"Ab_Eucalanidae"	"Ab_Euchaetidae"	"Ab_Harpacticoida"	"Ab_Heterorhabdidae"	"Ab_Lubbockiidae"	"Ab_Metridinidae"	"Ab_Monstrilloida"	"Ab_Oithonidae"	"Ab_Oncaeidae"	"Ab_Paracalanidae"	"Ab_Pontellidae"	"Ab_Rhincalanidae"	"Ab_Sapphirinidae"	"Ab_Temoridae"	"Ab_Calanoida"	"Ab_Cyclopoida"	"Ab_Poecilostomatoida"	"Ab_Copepoda_unid"	"Temperature"	"Salinity"	"Oxygen"	"Depth_min_O2"	"MLD"	"Zeu"	"PAR"	"PAR2"	"Kd_PAR"	"beta470_sur"	"bb470_sur"	"bac660_sur"	"Kd490"	"bbp470"	"Chla_10m"	"Chla_integrated"	"DCM"	"NPP"	"Micro"	"Nano"	"Pico"	"Nitrates"	"Phosphates"	"Silicates"	"Iron"	"POC"	"PIC"	"Lyapunov"	"flux200m"	"flux500m"	"flux1000m"	"Distance"
"195"	"bongo"	70	"TARA_P100000784"	"0-500"	300	-20.375	-3.1815	4.16516923969323	3.92463044379175	1.43742595711884	0.804145151717812	1.10520944959212	0.833955091540261	0.804145151717812	1.44704113231843	0.574889707894483	1.10520944959212	1.32382118960525	1.08858723345293	0.96548938460563	0	0	0.804145151717812	1.59529869963917	2.8504462212985	0.833955091540261	0	1.10520944959212	0.638250429885991	2.05749782601726	0	0.683990378670679	0	1.12399086461423	0	2.14505805614405	1.39419363906119	0.506579701910089	0.638250429885991	0	0.506579701910089	0	3.42904755292536	2.14505805614405	1.61214712948373	1.8231575826717	19.821	36.545	215.64	6.20582179489575	150	3.68403149864039	24.12	42.35617	0.090689	0.000123	0.000634	0.11783	0.047846	0.0016159	0.224023164341217	3.81644074861423	3.58351893845611	475.34	12.57190338	50.95200295	36.47609367	1.91215658749186	0.832835258080116	1.44475579530781	0.001015697	60.61495145	0.000247337	0.036064	0.331948135	0.235561765	NA	1595.583181
"196"	"bongo"	71	"TARA_P100000953"	"0-500"	300	-9.259	-9.5376	3.81856108374402	3.23037482830081	2.04082755095867	0.771944262936164	1.30842652407544	1.17203871786732	0.96905210834335	1.38556598223585	0.493242414866094	1.01639635681485	0.916565645433022	1.64235829664806	0.542883523318981	0.341995189335339	0	1.22760102619215	1.41945624886375	2.37165734751044	0.430886938006377	0	1.26201742822	0.711378660898013	1.1213461704541	0.430886938006377	0.430886938006377	0	1.34626309945306	0	1.45495726975829	1.69618521769762	0.584803547642573	0.493242414866094	0.341995189335339	0.464158883361278	0	2.84262997796438	1.45495726975829	1.91201982904571	0.843432665301749	23.78	36.521	201.26	7.39863622299141	73	NA	NA	48.60474286	NA	0.00014	0.000736	0.11368	0.032481	0.00092902	0.165472064698462	3.56881060485003	4.36944785246702	322.113	9.301136922	49.08543844	41.61342464	1.86598038476517	0.827129484883446	1.52472000592775	0.001252873	31.11512804	NA	0.056005	0.132273751	0.127155956	NA	1546.642411
"197"	"bongo"	72	"TARA_P100000948"	"0-500"	300	-8.6753	-17.819	3.81718898118832	3.47409444513041	1.30255906172255	1.10520944959212	1.26201742822	1.26201742822	0.704729873206489	1.27239632706277	0.736806299728077	0.96548938460563	1.21868890774198	1.34072285940983	0.368403149864039	0	0	0.843432665301749	1.56866100826904	2.46621207433047	0	0	1.31230911812124	0	2.02306628389888	0.584803547642573	0.66943295008217	0	1.43581087041366	0	1.51973910573027	1.42768039674009	0.464158883361278	0.584803547642573	0.464158883361278	0	0	3.15650791932103	1.51973910573027	1.72914009410626	1.17203871786732	25.028	36.596	198.82	6.69432950082169	89	4.19833645380841	31.42	51.52785786	0.063783	0.000119	0.000577	0.094476	0.031502	0.00025388	0.0401327970782494	3.15776466818787	4.58496747867057	328.1285	10.12421235	41.93877962	47.93700803	2.07945768344199	0.881676813184752	1.73850975586709	0.001255059	28.24514389	6.09e-05	0.069938	0.084646617	0.074787031	NA	1803.585182
"198"	"bongo"	73	"TARA_P100000198"	"0-500"	300	-12.441	-24.34	3.15449932322069	2.73507061214018	1.30059144685139	0.771944262936164	1.20736214735954	1.01315940382018	0.843432665301749	1.20507113208762	0.412128529980856	0.804145151717812	0.638250429885991	1.3626160718106	0.574889707894483	0	0	1.40945974641298	1.03228011545637	1.36440898976259	0.564621617328617	0.341995189335339	1.28463165771247	0.654213262037718	0.928317766722556	0	0.391486764116886	0.430886938006377	1.30255906172255	0	1.86529803304894	1.03228011545637	0.341995189335339	0	0	0.430886938006377	0	2.17153409327593	1.86529803304894	1.50074037524362	0.704729873206489	24.934	37.012	200.84	7.02710578833839	22	5.15513673547577	NA	55.83666225	0.0351	NA	NA	NA	0.025298	0.00082613	0.039715782893724	2.93762988507485	4.98360662170834	NA	8.110841361	36.04632823	55.84283041	2.01394422008544	0.860087425761543	1.67670058220934	0.001139876	24.17009521	0.000110833	0.047207	0.069798736	0.050073317	0.034322191	1243.385739
"199"	"bongo"	74	"TARA_P100000205"	"0-500"	300	-16.052	-28.812	3.05990687059044	2.68792043179058	0.94726823718591	0.717905435206832	1.17203871786732	0.993288388379269	0.804145151717812	1.21644039911468	0.430886938006377	0.748887238721851	0.661910594802623	1.3768295205556	0.638250429885991	0	0	1.27650085977198	1.27650085977198	1.61086357230933	0.542883523318981	0.341995189335339	1.39761498686368	0.531329284591306	0.798956974045401	0	0.493242414866094	0	1.24933297746139	0	1.56594705646755	0.932169751786158	0.341995189335339	0	0.271441761659491	0.391486764116886	0	2.26305171572106	1.56594705646755	1.53119845724049	0.73061435740628	24.852	37.283	200.45	6.83990378670679	13	5.06579701910089	NA	51.44673767	0.037306	NA	NA	NA	0.024753	0.00081648	0.00796826885552116	2.8922773483271	5.02388052084628	NA	7.802268745	42.0623276	50.13540365	1.83759995445593	0.805457476939223	1.48811248463161	0.000944773	21.65459109	0.000111107	0.079505	0.085230624	0.051387716	NA	1031.107751
"200"	"bongo"	75	"TARA_P100000811"	"0-500"	300	-17.891	-32.612	3.02752447325555	2.62268124791067	1.04158043730656	0.85726188823134	1.15729452726294	1	0.603681073679769	1.1840481475429	0.430886938006377	0.887904001742601	0.736806299728077	1.39761498686368	0.310723250595386	0	0	1.24719370447911	1.22760102619215	1.4309436775714	0.479141985706278	0	1.47053615501837	0.742895884144657	0.819321270600646	0.310723250595386	0.341995189335339	0	1.27650085977198	0	1.58075912888041	0.833955091540261	0	0	0.271441761659491	0.271441761659491	0	2.15011717407185	1.58075912888041	1.55637334172929	0.697953204690889	25.118	37.453	200.03	6.29119455155629	22	4.57885697021333	NA	49.1777435	0.049011	NA	NA	NA	NA	NA	0.0349017846092291	2.84366442313084	5.17614973257383	191.757	8.820769471	41.25430091	49.92492962	1.66290366138003	0.733711008398101	1.3188524998383	0.00081731	24.61178017	9.31e-05	0.0725245	0.178237426	0.212083268	NA	689.6580394
"201"	"bongo"	76	"TARA_P100000284"	"0-500"	300	-20.854	-35.195	3.13935264624194	2.64526268857077	0.766309432393553	1.03228011545637	0.809267233456646	1.25146494913519	0.848092608848811	1.43256975133134	0.717905435206832	1.15729452726294	0.96548938460563	1.43256975133134	0.542883523318981	0	0	1.06852973014888	0.935990162314116	1.94341411778783	0.621446501190772	0	1.27650085977198	0.621446501190772	0.717905435206832	0	0.493242414866094	0	1.08008229825529	0	1.40440787602032	0.848092608848811	0	0	0	0.542883523318981	0	2.27535115136719	1.40440787602032	1.41779993901769	1.03228011545637	23.497	37.285	205.22	5.62522632834186	23	4.59470089220704	38.551	53.77938171	0.049889	0.000119	0.000639	0.10395	0.028743	0.0010127	0.0401327970782494	2.79263641754356	4.91998092582813	195.2895	12.76001949	33.62486315	53.61511736	1.42832681216398	0.646873347098393	1.19515558509483	0.000790921	26.4758108	9e-05	0.0365545	0.051869046	0.054680769	NA	515.2013104
"202"	"bongo"	77	"TARA_P100000302"	"0-500"	300	-24.506	-43.713	3.74086666218578	3.32711061277561	1.12924323465723	0.711378660898013	1.35720880829745	1.00662270956011	0.833955091540261	1.57674703262105	0.464158883361278	0.621446501190772	0.838720652652714	1.75006802456665	0.464158883361278	0.464158883361278	0	1.44224957030741	1.13960384306101	2.1119500102952	0.493242414866094	0	2.22060530527764	0.804145151717812	0.838720652652714	0	0.464158883361278	0	1.60957796635833	0	1.3626160718106	1.46434435050312	0	0	0.215443469003188	0.542883523318981	0	2.69757441051888	1.3626160718106	2.42440379291994	0.748887238721851	22.959	37.122	210.39	7.57117427819085	28	4.21716332650875	NA	54.38392533	0.06349	NA	NA	NA	0.031847	0.0010974	0.0401327970782494	2.91502100911284	4.70048036579242	352.555	15.51454549	27.42891338	57.05654113	1.53859122304229	0.678151699275109	1.22257607599471	0.000833763	33.49191952	0.000141283	0.0968535	0.190439531	0.20971668	NA	174.5632549
"203"	"bongo"	79	"TARA_P100000338"	"0-500"	300	-34.392	-47.578	3.55689330449006	3.12063925100164	1.13960384306101	1.17927370799407	1.32572050525082	0.94726823718591	0.861773876012753	1.31230911812124	0.479141985706278	1.06265856918261	1.08008229825529	1.60052066388316	0.932169751786158	0	0	1.32382118960525	1.46122871481256	1.94693799516532	0.479141985706278	0.391486764116886	0.866239105340903	0.838720652652714	1.23420115855534	0	0.506579701910089	0	1.65705579634347	0	1.86241948212793	0.976100007668508	0.82913443418497	0	0.310723250595386	0.310723250595386	0.310723250595386	2.78366337256296	1.86241948212793	1.17203871786732	0.90856029641607	18.053	36.065	230.39	7.88373516310524	18	3.68403149864039	26.115	55.59382257	0.095771	0.00029	0.001633	0.20974	0.048949	0.0012769	0.0837904453540535	3.0103811198677	4.24849524204936	NA	21.79875495	43.16583508	35.03540997	1.52227858277438	0.681397787985892	1.30061607879864	0.001205074	189.6262394	0.000433745	0.133847	0.306333783	0.303987198	NA	464.9940175
"204"	"bongo"	80	"TARA_P100000910"	"0-500"	300	-40.577	-52.119	3.84940115496052	3.13664455548991	1.33700377550793	1.24504706735388	1.83610233543408	1.50956846285752	1.07144126969077	1.64359315297542	0.646330407009565	1.23638558994257	1.24504706735388	1.63740020369609	0.943538796063307	0	0	1.59135967447455	1.70540379665632	1.62360827585985	0.51924941018511	0	0.943538796063307	1.3535798904214	0.804145151717812	0.368403149864039	0.564621617328617	0	1.78527074698508	0	1.60052066388316	0.943538796063307	0.742895884144657	0	0.754784231428758	0.584803547642573	0.368403149864039	2.88489970986599	1.60052066388316	1.23638558994257	0.935990162314116	19.304	35.773	228.72	6.29119455155629	35	3.41995189335339	NA	53.28828433	0.11839	NA	NA	NA	0.047086	0.0017042	0.249497222606806	3.39913024660989	4.34380542185368	NA	43.97423117	28.15743705	27.86833178	1.83844761155468	0.787568231259489	1.43597254262204	0.001141055	71.06565772	0.000287927	0.1147645	2.118897555	1.910103832	NA	548.8794746
"205"	"bongo"	81	"TARA_P100000854"	"0-500"	300	-44.489	-52.333	4.66850834339064	4.02278661274724	1.62613333167917	0.924433546537648	1.75873186886327	1.25358968148155	1.09139288306111	1.97638902446748	0.754784231428758	1.31809029018942	1.1840481475429	2.31521108870109	0	0.542883523318981	0	1.40271581669993	1.9389912210287	2.81682051997775	0.683990378670679	0.430886938006377	1.23638558994257	1.416139750217	1.04464392682232	0	0.542883523318981	0	2.30081886406656	0	1.95307426534879	1.59004232314857	0	0	0.430886938006377	0.341995189335339	0	3.66774990951461	1.95307426534879	1.81205894936276	1.33138604632837	13.466	34.858	257.96	4.32674871092222	28	3.30192724889463	25.272	56.3112254	0.13428	0.000249	0.001259	0.19843	0.081404	0.0030946	0.203952576920249	3.47277668323103	3.66356164612965	750.169	0	52.88350634	47.11649366	2.22640360874975	0.952991493438595	1.40878825524588	0.000673335	121.7007463	0.000580403	0.148902	1.865014189	1.633255473	NA	822.2132706
"206"	"bongo"	83	"TARA_P100000866"	"0-100"	300	-54.344	-65.193	6.82576728840422	5.93655368113198	1.57942402762961	0.697953204690889	2.30647200439233	1.78212765818347	1.32382118960525	0.697953204690889	0.391486764116886	1.32761439426177	1.37330369328893	4.33634242018308	0.638250429885991	0	0	1.54108654416791	1.65826886836994	5.5592492473548	0	2.30960070058309	1.08576704663796	0.704729873206489	0	0	0	0	1.60441489009459	0	2.06299498373886	1.09139288306111	0	0	0	0.638250429885991	0	5.8195338211016	2.06299498373886	1.41447565967103	0.798956974045401	7.355	33.102	293.58	4.27265868169792	70	3	18.766	42.59640967	0.16535	0.000488	0.002883	0.23299	0.15041	0.0023794	0.240559017882597	4.01477000883613	3.78418963391826	132.631	NA	NA	NA	2.2426923409082	1.06706799134702	1.04859979650802	2.09e-05	140.8417141	0.000287123	0.041442	NA	NA	NA	32.18187419
"207"	"bongo"	84	"TARA_P100001724"	"0-500"	300	-60.311	-60.621	5.50819714338373	4.48356142188749	1.69270228137218	0.676789945210701	0.979586108715562	2.62800110274737	1.23420115855534	1.59660739481149	0.920516408251589	2.95564370145171	2.12162092718685	2.72298619555946	0.777498009734259	0	0	0.542883523318981	3.30162148657703	2.67260827940975	0	0	0.676789945210701	1.38556598223585	0.777498009734259	0	0.85726188823134	0	1.95830340480392	0	2.24202941082497	1.19814528297902	0	0	1.48730018736413	0	0	4.1263815390818	2.24202941082497	1.26618941700536	1.87293105121353	1.8361	33.882	338.39	8.20808245315883	45	4.04124002062219	30.369	41.64114914	0.069564	0.000282	0.001295	0.19111	0.044457	0.0019704	0.108343063436979	3.70199802810699	4.14313472639153	121.756625	NA	NA	NA	3.08006633915695	1.27291084241487	3.1690870999232	0.000230145	52.80307735	0.000308696	0.054322	4.831998692	3.702728685	NA	216.1537749
"208"	"bongo"	85	"TARA_P100001979"	"0-500"	300	-62.074	-49.378	4.20890024930192	3.53462236896144	1.39590640938178	1.51539697033502	1.99247169788942	1.32761439426177	0.887904001742601	1.47207598457793	0.676789945210701	1.74021752686287	1.39419363906119	1.64973978143064	0	0	0	1.96177404282212	1.16960709528515	1.51394404809201	0	0	0.916565645433022	1.02280912176967	0.717905435206832	0	0.51924941018511	0	1.1840481475429	0	2.76329648825463	1.61598558951957	0	0	0.391486764116886	1.21868890774198	0	2.5156353438871	2.76329648825463	1.89453647437182	0.697953204690889	0.76311	34.519	345.47	7.78049036148142	32	3.65930571002297	19.053	32.23005122	0.088979	0.000233	0.00115	0.23257	0.047395	0.0010925	0.152660999375528	3.93998363807283	3.58351893845611	110.535625	29.05156437	69.54213453	1.406301101	3.14744901387218	1.31962340037063	4.3467761377743	0.000419595	53.50835609	0.000115452	0.032163	NA	NA	NA	260.4637013
"209"	"bongo"	86	"TARA_P100001752"	"0-500"	300	-64.316	-52.923	2.8944801860312	2.18558062931083	1.51539697033502	0.629960524947437	1.29465259038037	0.777498009734259	0.935990162314116	0.932169751786158	0.341995189335339	1.52834970934492	1.16960709528515	1.29861786044028	0	0	0	1.22092914974679	0.7937005259841	0.924433546537648	0	0	0.843432665301749	0.603681073679769	0.564621617328617	0	0.271441761659491	0	0.766309432393553	0	1.61980590063874	1.11601902992092	0	0	0.310723250595386	0.215443469003188	0	1.58872278534484	1.61980590063874	1.25992104989487	0.564621617328617	-0.4625	33.355	397.34	7.87836842546093	12	3.1748021039364	11.531	28.9988456	0.13122	0.000213	0.001096	0.25449	NA	NA	0.206599449253478	3.95390555735852	3.43398720448515	NA	52.24898621	47.75101379	0	3.12823664656074	1.34686056036831	3.97568583817554	0.000205802	NA	NA	0.04434	20.57364304	NA	NA	194.1196148
"210"	"bongo"	93	"TARA_P100001782"	"0-300"	300	-33.457	-72.154	4.4809067573602	3.89343625277858	2.13924683077074	1.13703136514059	2.11269707438662	1.08008229825529	1.06560223676661	1.23420115855534	0.760590492152278	1.00990163404996	1.25992104989487	1.64482615655336	0.391486764116886	0	0	1.89267726172085	1.88894783873437	2.91698318560452	0.391486764116886	0	1.7946342263626	0.961900171607705	0.368403149864039	0.66943295008217	0	0	1.81812954395163	0	1.59004232314857	1.268265141077	0.391486764116886	0	0.742895884144657	0.73061435740628	0	3.58018953877218	1.59004232314857	2.0165296752181	0.848092608848811	NA	NA	NA	NA	NA	NA	14.542	40.98098329	NA	0.00054	0.003132	0.28319	NA	NA	NA	3.44144641206982	NA	1143.683333	56.07501052	27.65033311	16.27465637	2.2240980226537	1.05094397346583	0.928511125979704	4.26e-06	124.3841201	0.000631371	0.05823	3.245649664	1.055995412	NA	46.48073951
"211"	"bongo"	94	"TARA_P100001934"	"0-500"	300	-32.941	-84.101	4.06053751366586	3.32921714140365	2.23671179960894	0.961900171607705	1.80184994991457	1.05969850212481	0.96905210834335	1.49330348225477	0.574889707894483	1.07721734501594	1.34809974988793	1.73801332244322	0.766309432393553	0	0	1.29266081401913	1.25358968148155	2.23604531810357	0.448140474655716	0	1.47667625193284	0.754784231428758	0.777498009734259	0	0.448140474655716	0	1.27650085977198	0	2.16515344701575	1.56594705646755	0.506579701910089	0.215443469003188	0.271441761659491	0.691042323001118	0	2.67260827940975	2.16515344701575	1.94781697406358	0.646330407009565	21.136	34.845	218.9	6.67194027170795	44	3.93649718310217	27.503	44.414795	0.075528	0.000223	0.000924	0.11418	0.036775	0.0012316	0.0648369141139586	3.64562742611914	4.06044301054642	389.625	9.373311458	28.51683384	62.1098547	2.06639636885807	0.919038851284263	1.51822218275729	7.93e-06	31.64219894	0.000148614	0.037189	1.576823787	0.879118244	NA	495.7696191
"212"	"bongo"	95	"TARA_P100001935"	"0-500"	300	-31.849	-91.757	3.7809293833747	3.43131394324342	1.13444719403828	0.704729873206489	1.50369459620497	1.1186889420814	0.782973528233773	1.20736214735954	0.271441761659491	0.809267233456646	1.04464392682232	1.61980590063874	1.01639635681485	0	0	1.4309436775714	1.94517765243771	1.98910745054782	0.892112140445635	0	1.46122871481256	0.932169751786158	0.788373516310524	0.479141985706278	0.479141985706278	0	1.77156978211299	0	1.45653019776131	1.78631598770806	0.368403149864039	0.479141985706278	0	0.553965825675446	0	3.00185070990802	1.45653019776131	2.07931313612584	1.05071757449858	22.433	35.105	210.87	5.85776600265065	24	4.53065489608349	34.373	44.98334033	0.049866	0.000142	0.000446	0.085252	0.025981	0.0010437	0.0794145103989398	3.58424645153206	4.52178857704904	77.9266	8.539984243	32.50147725	58.95853851	1.83995653055781	0.834733202677786	1.30852386999679	8e-05	22.21524358	0.000161529	0.036422	1.839197638	1.129252366	NA	863.748676
"213"	"bongo"	96	"TARA_P100001790"	"0-500"	300	-30.211	-98.701	2.67354128988157	2.15515259567983	0.958283971412557	0.66943295008217	1.02914246657151	0.782973528233773	0.82913443418497	1	0.448140474655716	0.96905210834335	0.748887238721851	1.55774823055533	0.542883523318981	0	0	1.32382118960525	0.883655592240361	1.2141835471794	0.542883523318981	0.310723250595386	1.00662270956011	0.448140474655716	0.412128529980856	0	0.430886938006377	0	0.972588826218856	0	1.21644039911468	0.814325284978472	0	0	0	0.412128529980856	0	1.84789143743603	1.21644039911468	1.17687192189956	0.646330407009565	23.804	35.941	203.81	7.26216743993797	48	5.14256318131647	36.804	43.3711146	0.03413	0.000114	0.000323	0.061437	0.022109	0.0010206	0	3.0222510922486	4.99721227376411	77.9266	6.90380882	30.6672737	62.42891748	1.84546613173724	0.827312154828626	1.34826021885146	0.000193251	17.49137104	0.000288298	0.036668	1.726034635	1.096430324	NA	1101.673752
"214"	"bongo"	97	"TARA_P100001962"	"0-500"	300	-28.169	-107.49	2.9955489548874	2.5156353438871	1.18878439055263	0.683990378670679	1.09696131048652	1.01639635681485	0.809267233456646	1.04768955317165	0.479141985706278	1.26410686486327	0.7937005259841	1.40440787602032	0.341995189335339	0.271441761659491	0	1.39419363906119	0.961900171607705	1.53968172429709	0.553965825675446	0	1.31037069710445	0.542883523318981	0.887904001742601	0	0.271441761659491	0	1.14725241991549	0	1.41447565967103	0.724315644344174	0.464158883361278	0	0	0.638250429885991	0	2.1537163056205	1.41447565967103	1.42440212941306	0.594392195276313	24.594	36.288	200.51	7.73061405251592	63	5	31.426	42.651083	0.036984	0.000113	0.000307	0.058659	0.02215	0.0015817	0.00821079894246792	2.80700675509942	5.16478597392351	78.4074	7.794086515	33.31098723	58.89492626	1.3552153087141	0.67244115790906	0.921572413380921	0.000235486	17.84990485	0.000262	0.022712	0.727752208	0.783558701	NA	226.4956313
"215"	"bongo"	98	"TARA_P100001857"	"0-500"	300	-25.977	-111.26	2.63522092227424	2.15083796432835	0.691042323001118	0.676789945210701	0.542883523318981	0.85726188823134	0.711378660898013	1.03849882037022	0.310723250595386	1.40777981663696	0.809267233456646	1.38208464600224	0.564621617328617	0	0	0.96905210834335	0.654213262037718	1.34442142396715	0.646330407009565	0	0.809267233456646	0	0.711378660898013	0.215443469003188	0.341995189335339	0	1.27854326463054	0	1.1840481475429	0.798956974045401	0.215443469003188	0	0	0.464158883361278	0.215443469003188	1.87482961414672	1.1840481475429	1.04464392682232	0.814325284978472	25.081	36.566	200.63	7.856828007848	69	4.97318983326859	33.944	41.98480125	0.03731	0.000118	0.000331	0.052308	0.021943	0.0011711	0.0104066623616702	2.67972359772507	5.21493575760899	90.1893	10.38402056	25.25796395	64.3580155	1.62101897827094	0.702689483382509	1.11209395609856	0.000118869	18.05990019	0.000249005	0.0398865	0.125460097	0.154040154	NA	243.0194853
"216"	"bongo"	99	"TARA_P100001834"	"0-500"	300	-21.149	-104.8	2.84386697985157	2.43344383476838	0.912580527077393	0.711378660898013	1.23638558994257	0.90856029641607	0.603681073679769	1.07144126969077	0.448140474655716	0.928317766722556	0.754784231428758	1.3535798904214	0.638250429885991	0.341995189335339	0	1.42440212941306	0.724315644344174	1.38382750364446	0.430886938006377	0	1.06852973014888	0.464158883361278	0.430886938006377	0.271441761659491	0.341995189335339	0	1.22092914974679	0	1.54388852587233	0.943538796063307	0.341995189335339	0.271441761659491	0	0.542883523318981	0	2.03117810396415	1.54388852587233	1.30452075002045	0.479141985706278	23.79	36.3	204.43	7.27478634879146	67	4.77685618103502	36.705	45.05918765	0.042472	0.000137	0.000441	0.086569	0.025986	0.0013949	0.0401327970782494	3.56880755109178	4.97673374242057	264.950375	3.95491751	17.82645281	78.21862968	1.89842898761051	0.92613690254161	1.62591270226313	3.93e-06	42.34194848	0.00022361	0.0481335	0.119350081	0.137128684	NA	809.2008175
"217"	"bongo"	100	"TARA_P100001865"	"0-500"	300	-13.101	-96.185	4.29644559345249	3.41252588458229	1.94693799516532	1.05672180525872	1.95044916236602	1.54668037377204	1.13703136514059	1.82114969824691	0.879365934431636	1.73911612307063	1.37153397007417	1.86145798506385	1.46122871481256	0.391486764116886	0	1.75657391348272	1.04768955317165	1.80184994991457	0.574889707894483	0	1.41280764437412	1.13703136514059	0.676789945210701	0.391486764116886	0.391486764116886	0	1.64605731431584	0	2.10670569993015	1.39247665008383	1.12924323465723	0	0.875034012283327	0.66943295008217	0	2.89248948376222	2.10670569993015	1.79979421515769	0.676789945210701	25.252	36.004	200.8	6.70175939537807	43	3.75628575422107	23.906	42.45757077	0.085252	0.000227	0.000976	0.12825	0.041777	0.0019173	0.260678228522756	3.65625184425038	4.02535169073515	460.4045833	7.19506002	19.53384706	73.27109292	2.41703970037611	1.11097822484849	2.15562195501504	3.74e-06	63.96371981	0.000306057	0.023439	1.194019584	0.837311044	NA	1460.794737
"218"	"bongo"	102	"TARA_P100001712"	"0-500"	300	-5.2135	-85.186	6.50776193060994	5.5784889045102	3.00996685062627	1.08576704663796	2.90399765751493	1.74679686175431	1.72242491929597	2.64383281656862	0.612692567522842	1.7302542310731	1.99666109562738	2.44687926969619	1.95220001533702	0	0	2.2266725630419	2.42156491000382	2.94492087803624	0.809267233456646	0.879365934431636	2.48794193472908	1.9652324440628	1.14471424255333	0	0	0	1.7946342263626	0	2.2565242733055	3.95895527315803	0	0	0.809267233456646	0.90856029641607	0.430886938006377	4.21510059343959	2.2565242733055	4.27630740992856	2.08085393930999	24.708	34.895	205.19	7.63460672149231	31	3.47602664488645	24.141	50.58232671	0.11187	0.000256	0.001162	0.14098	0.054738	0.0018389	0.34077013028744	3.47841593408385	3.73766961828337	598.95	7.550608137	17.63107363	74.81831824	3.13149192078303	1.30961801499902	2.82263399672902	5.01e-06	89.29821434	0.000328556	0.0591965	4.924221063	3.674937421	NA	443.4971044
"219"	"bongo"	106	"TARA_P100001682"	"0-500"	300	-0.0149	-84.537	5.42011246890159	4.65501059305365	2.30772450097539	1.41280764437412	2.39047147902745	1.80900833930205	1.11064054147667	1.88894783873437	0.819321270600646	1.8805023555678	1.73136693506536	2.03117810396415	0.564621617328617	0.564621617328617	0	1.78002609059935	2.08085393930999	2.73596151468272	0	0	1.81812954395163	1.95482042118755	1.70080699862928	0	0.448140474655716	0	1.86241948212793	0	2.04561824353934	2.96059581383312	0	0.448140474655716	1.39761498686368	0.861773876012753	0	3.85434377889123	2.04561824353934	3.19419520564702	1.34993140940949	25.503	34.693	193.63	7.00679612077345	19	3.55689330449006	26.266	47.67941325	0.10687	0.000209	0.000893	0.11185	0.044078	0.0012361	0.211451464484382	3.47146788107929	3.93182563272433	478.5445	8.69921443	21.88451848	69.41626709	2.49472786297736	1.06331465088609	2.34297579619889	4.69e-06	53.06042881	0.000137927	0.0719255	3.273496208	2.491468114	NA	432.0066781
"220"	"bongo"	109	"TARA_P100001549"	"0-500"	300	1.7544	-84.518	6.72829792685263	5.68927911977906	3.3086397419099	1.55084934373196	3.00517624886441	1.86912233495533	1.90561588690916	2.45906677978115	1.16225088121617	1.94517765243771	1.92380034321541	2.52508087183385	1.58475096181144	0	0	1.99163170128991	2.36631174558168	3.56478001169564	0.584803547642573	1.05672180525872	2.2266725630419	2.5092987040931	1.69965390878522	0	0.368403149864039	0	2.23002902359887	0	2.92128610387656	3.21496893178088	1.57808666540871	0.368403149864039	0.629960524947437	1.23200896715799	0.924433546537648	4.77188424607157	2.92128610387656	3.58667916568261	1.64112158059555	27.629	33.539	199.59	7.33723392124278	10	NA	NA	39.051249	NA	0.000248	0.00114	0.13885	NA	NA	0.270294277100542	3.56573535485207	3.40119738166216	492.6568333	9.639374326	27.58649457	62.7741311	1.8612655664161	0.862110375022356	1.79597006527042	5.24e-06	67.01446152	0.00023864	0.0348855	1.815437724	2.047681105	NA	534.5501673
"221"	"bongo"	110	"TARA_P100001559"	"0-500"	300	-1.893	-84.535	7.08010033160296	5.95051898587226	3.79301579544766	1.61726103250328	3.25855733021964	2.16444216133808	1.54946217899916	2.07777004603319	1.18878439055263	1.87767026942146	1.78736000664106	2.69940544750432	1.17687192189956	0	0	3.32741170876031	2.22128108295334	3.43442534989217	0	0.368403149864039	1.88332593691894	1.98742105088345	1.61086357230933	0.742895884144657	0.368403149864039	0	2.3195559990596	0	3.43865911323928	3.3877297039717	1.17687192189956	0	1.00662270956011	1.52834970934492	0	4.89375853939237	3.43865911323928	3.6622904631489	1.49030788046452	23.87	35.185	189.98	7.1725809000888	30	3.50339806038672	25.347	45.17770975	0.10897	0.000258	0.001155	0.14446	0.048999	0.0017467	0.290009362210872	3.72143699181567	3.71357206670431	544.47775	20.59345513	36.8224709	42.58407397	2.41301284265909	1.0504029694403	2.14237428273741	4.25e-06	63.01652177	0.000233069	0.041763	3.289457363	3.145162084	2.794382392	425.5719439
