"Dataset"	"Station"	"Tara_Sample_ID"	"Depth_layer"	"Fraction_size"	"Latitude"	"Longitude"	"Ab_Zooplankton"	"Ab_Copepoda"	"Ab_Rhizaria"	"Ab_Cnidaria"	"Ab_Tunicata"	"Ab_Eumalacostraca"	"Ab_Pteropoda"	"Ab_Chaetognatha"	"Ab_Other_large"	"Ab_Other_small"	"Ab_Other_unid"	"Ab_Small_grazers"	"Ab_Acartiidae"	"Ab_Aetideidae"	"Ab_Arietellidae"	"Ab_Augaptilidae"	"Ab_Calanidae"	"Ab_Calanoida_unidentified"	"Ab_Candaciidae"	"Ab_Centropagidae"	"Ab_Corycaeidae"	"Ab_Eucalanidae"	"Ab_Euchaetidae"	"Ab_Harpacticoida"	"Ab_Heterorhabdidae"	"Ab_Lubbockiidae"	"Ab_Metridinidae"	"Ab_Monstrilloida"	"Ab_Oithonidae"	"Ab_Oncaeidae"	"Ab_Paracalanidae"	"Ab_Pontellidae"	"Ab_Rhincalanidae"	"Ab_Sapphirinidae"	"Ab_Temoridae"	"Ab_Calanoida"	"Ab_Cyclopoida"	"Ab_Poecilostomatoida"	"Ab_Copepoda_unid"	"Temperature"	"Salinity"	"Oxygen"	"Depth_min_O2"	"MLD"	"Zeu"	"PAR"	"PAR2"	"Kd_PAR"	"beta470_sur"	"bb470_sur"	"bac660_sur"	"Kd490"	"bbp470"	"Chla_10m"	"Chla_integrated"	"DCM"	"NPP"	"Micro"	"Nano"	"Pico"	"Nitrates"	"Phosphates"	"Silicates"	"Iron"	"POC"	"PIC"	"Lyapunov"	"flux200m"	"flux500m"	"flux1000m"	"Distance"
"59"	"wp2"	96	"TARA_P100001944"	"0-100"	200	-29.8789	-100.4434	4.50813343866369	4.09620906779946	1.21868890774198	0.51924941018511	1.88988157484231	0.603681073679769	1.56866100826904	1.03228011545637	1.40440787602032	1.75657391348272	1.58607711386277	1.12399086461423	1.51248833176346	0	0	0.629960524947437	0.368403149864039	3.19941395517889	0.904504169651028	0.742895884144657	2.49116884098479	0	0	0	0	0	0.66943295008217	0	1.93276505956309	1.47667625193284	1.05969850212481	0.341995189335339	0	0.887904001742601	0	3.39613170207179	1.93276505956309	2.68607369783116	2.06768362482908	23.804	35.941	203.81	7.26216743993797	48	5.14256318131647	36.804	43.3711146	0.03413	0.000114	0.000323	0.061437	0.022109	0.0010206	0	3.0222510922486	4.99721227376411	77.9266	6.90380882	30.6672737	62.42891748	1.84546613173724	0.827312154828626	1.34826021885146	0.000193251	17.49137104	0.000288298	0.036668	1.726034635	1.096430324	NA	931.8206153
"60"	"wp2"	97	"TARA_P100001959"	"0-100"	200	-28.1782	-107.6065	5.0891992363913	4.58663416951616	2.60904150004091	0.848092608848811	1.1597779995298	1.00662270956011	1.49925889316	1.17687192189956	1.43419214201712	1.22760102619215	1.59398785377392	1.61598558951957	0.848092608848811	0	0	0.824257059961711	0.531329284591306	3.67615540513705	1.00662270956011	0	2.57882204904827	0.271441761659491	1.47972724459828	0	0.271441761659491	0	1.2744518982084	0	2.4596178929282	1.52405656956886	0.584803547642573	0	0	0.814325284978472	0	3.86173403257455	2.4596178929282	2.76852506550634	1.90193708261163	24.594	36.288	200.51	7.73061405251592	63	5	31.426	42.651083	0.036984	0.000113	0.000307	0.058659	0.02215	0.0015817	0.00821079894246792	2.80700675509942	5.16478597392351	78.4074	7.794086515	33.31098723	58.89492626	1.3552153087141	0.67244115790906	0.921572413380921	0.000235486	17.84990485	0.000262	0.022712	0.727752208	0.783558701	NA	205.3808761
"61"	"wp2"	98	"TARA_P100001963"	"0-100"	200	-25.8928	-111.6625	4.10116960484437	3.69992695253887	1.62865056995694	0.760590492152278	1.12662317133458	0.766309432393553	1.15229535251109	1.05969850212481	1.25781767194355	1.72914009410626	1.3993193970731	1.24504706735388	0.621446501190772	0	0	0.638250429885991	0.341995189335339	2.78881593105428	0.654213262037718	0	1.84397847403283	0	0.654213262037718	0.493242414866094	0.621446501190772	0	1.05672180525872	0	2.52351152346699	1.01961282242222	0.833955091540261	0	0	0.584803547642573	0	2.91619947165342	2.52351152346699	1.96004026017537	1.33513644936912	25.081	36.566	200.63	7.856828007848	69	4.97318983326859	33.944	41.98480125	0.03731	0.000118	0.000331	0.052308	0.021943	0.0011711	0.0104066623616702	2.67972359772507	5.21493575760899	90.1893	10.38402056	25.25796395	64.3580155	1.62101897827094	0.702689483382509	1.11209395609856	0.000118869	18.05990019	0.000249005	0.0398865	0.125460097	0.154040154	NA	263.8227253
"62"	"wp2"	99	"TARA_P100001853"	"0-100"	200	-21.1595	-104.8472	5.10408489850035	4.74064641317427	1.61598558951957	0.954640270936004	1.33700377550793	1.08008229825529	1.38382750364446	1.58475096181144	1.40945974641298	1.7608845415981	1.56458654574224	1.43903742254577	1.20277137242962	0	0	0.85726188823134	0.887904001742601	3.60446975669934	1.32950289523459	0.704729873206489	2.54015168457819	0	0.887904001742601	0.553965825675446	0.341995189335339	0	1.01315940382018	0	2.73507061214018	2.13705946029775	0.954640270936004	0	0	1.02914246657151	0	3.80847600150978	2.73507061214018	3.00886268073606	2.28241152459039	23.79	36.3	204.43	7.27478634879146	67	4.77685618103502	36.705	45.05918765	0.042472	0.000137	0.000441	0.086569	0.025986	0.0013949	0.0401327970782494	3.56880755109178	4.97673374242057	264.950375	3.95491751	17.82645281	78.21862968	1.89842898761051	0.92613690254161	1.62591270226313	3.93e-06	42.34194848	0.00022361	0.0481335	0.119350081	0.137128684	NA	809.2008175
"63"	"wp2"	100	"TARA_P100001875"	"0-100"	200	-13.0101	-96.1443	7.86658966058234	7.29983110887174	2.20151410921849	1.39590640938178	2.40092556893094	1.97638902446748	1.22092914974679	3.07408151121211	2.24732191653155	2.06846300056246	2.53756602350314	2.54941675754886	3.08217308833582	0	0	0	0.96905210834335	5.06631653474591	0.612692567522842	0	4.17647467238827	1.78317658582894	0	0	0	0	1.10793165135089	0	4.29463907362742	2.3195559990596	2.61733972345466	0.612692567522842	1.22092914974679	1.04158043730656	0.766309432393553	5.7277400231038	4.29463907362742	4.42203137518384	3.15215272349574	25.252	36.004	200.8	6.70175939537807	43	3.75628575422107	23.906	42.45757077	0.085252	0.000227	0.000976	0.12825	0.041777	0.0019173	0.260678228522756	3.65625184425038	4.02535169073515	460.4045833	7.19506002	19.53384706	73.27109292	2.41703970037611	1.11097822484849	2.15562195501504	3.74e-06	63.96371981	0.000306057	0.023439	1.194019584	0.837311044	NA	1460.794737
"64"	"wp2"	102	"TARA_P100001702"	"0-100"	200	-5.2644	-85.2222	12.9122092609094	11.828343241926	5.21845023796043	1.82215419359579	4.39095939859257	1.82215419359579	3.51260759201506	4.19037858063336	3.37079952970424	4.42560824520032	4.74494383498865	3.11549646111066	3.08041766416732	0	0	1.44544747339436	1.82215419359579	9.2253005535115	1.44544747339436	2.08546271170629	4.63818250260281	2.00498755182434	1.82215419359579	1.26410686486327	0	0	1.59135967447455	0	5.37411018260921	7.67748525159978	1.59135967447455	0	1.00332228354209	1.00332228354209	1.44544747339436	9.51605779153606	5.37411018260921	8.2096653825818	5.90221117924291	24.708	34.895	205.19	7.63460672149231	31	3.47602664488645	24.141	50.58232671	0.11187	0.000256	0.001162	0.14098	0.054738	0.0018389	0.34077013028744	3.47841593408385	3.73766961828337	598.95	7.550608137	17.63107363	74.81831824	3.13149192078303	1.30961801499902	2.82263399672902	5.01e-06	89.29821434	0.000328556	0.0591965	4.924221063	3.674937421	NA	444.281366
"65"	"wp2"	106	"TARA_P100001677"	"0-100"	200	0.048	-84.6064	15.799770332612	13.6646503734405	7.97324394730077	1.89731847025408	6.26378822587018	3.07266992496785	3.9089865091675	5.52833858400895	4.67842838114059	5.67337536862004	6.02259995199954	4.82944858943815	2.57480596772162	0	0	0	2.81008269662023	10.5138140175687	1.5051673636461	0	5.50962501963394	4.82944858943815	4.85376474616398	1.19581878143035	0	0	2.17153409327593	0	5.21281356719804	8.2163366559405	3.13189411293509	1.89731847025408	1.89731847025408	1.89731847025408	0	11.4126974557422	5.21281356719804	8.99897107578845	5.35546360065736	25.503	34.693	193.63	7.00679612077345	19	3.55689330449006	26.266	47.67941325	0.10687	0.000209	0.000893	0.11185	0.044078	0.0012361	0.211451464484382	3.47146788107929	3.93182563272433	478.5445	8.69921443	21.88451848	69.41626709	2.49472786297736	1.06331465088609	2.34297579619889	4.69e-06	53.06042881	0.000137927	0.0719255	3.273496208	2.491468114	NA	440.0059827
"66"	"wp2"	109	"TARA_P100001544"	"0-100"	200	1.9714	-84.5538	10.4185381881754	9.54658558713463	4.11892893262831	1.96695708947976	4.14606003378635	1.84004883298249	1.65096362444731	2.77849166836582	3.08672785796638	2.70169075628927	3.3634493111556	3.14610251145593	1.51248833176346	0	0	0	0.883655592240361	7.36542182806157	1.11333628152095	0.704729873206489	4.57615257572347	2.33921419057029	1.96695708947976	1.40440787602032	1.01315940382018	0	0.704729873206489	0	4.90915959915525	5.5791315135361	2.8368430171153	0.704729873206489	0.704729873206489	1.11333628152095	1.20046278446547	7.67725904068753	4.90915959915525	6.4703183164022	2.68561161736482	27.629	33.539	199.59	7.33723392124278	10	NA	NA	39.051249	NA	0.000248	0.00114	0.13885	NA	NA	0.270294277100542	3.56573535485207	3.40119738166216	492.6568333	9.639374326	27.58649457	62.7741311	1.8612655664161	0.862110375022356	1.79597006527042	5.24e-06	67.01446152	0.00023864	0.0348855	1.815437724	2.047681105	NA	534.5501673
"67"	"wp2"	110	"TARA_P100001568"	"0-100"	200	-1.8724	-84.6199	16.8305072099847	14.5897720321102	6.77197229491987	0	6.3496042078728	2.9310186054901	4.37830226871108	4.06457684735515	7.20168427675281	4.1474169826506	7.95606119785965	7.9780649114552	3.08567795045071	0	0	0	1.61342864602454	11.754502574991	0	0	5.37491797242765	4.71649553139406	2.9310186054901	2.03198572953791	0	0	2.03198572953791	0	6.58376788600145	8.1078113945474	4.1474169826506	0	0	2.03198572953791	2.03198572953791	12.3330330257208	6.58376788600145	8.86489559540719	5.73727494714854	23.87	35.185	189.98	7.1725809000888	30	3.50339806038672	25.347	45.17770975	0.10897	0.000258	0.001155	0.14446	0.048999	0.0017467	0.290009362210872	3.72143699181567	3.71357206670431	544.47775	20.59345513	36.8224709	42.58407397	2.41301284265909	1.0504029694403	2.14237428273741	4.25e-06	63.01652177	0.000233069	0.041763	3.289457363	3.145162084	2.794382392	425.5719439
"68"	"wp2"	111	"TARA_P100001621"	"0-100"	200	-18.7342	-103.332	8.32457034398765	7.02237736813545	3.32680946228403	1.83114523157445	3.31350450133929	2.4607193789209	2.7986387941462	4.04511426288543	3.00665190647886	2.06221146866778	2.97384673892841	2.64049042006372	2.68190923580708	0	0	1.20507113208762	0	4.64081510650499	1.20507113208762	0	3.42933101556639	1.20507113208762	0	0.958283971412557	1.20507113208762	0	2.02713030905175	0	5.02230039064674	3.06984285501056	1.68920495264569	0	0	0.760590492152278	1.29861786044028	5.21207745004256	5.02230039064674	4.11538931851085	2.5540241472542	22.769	36.141	208.94	6.92435557262704	72	3.80295246076139	21.475	31.72492117	0.080459	0.000217	0.000885	0.094739	0.037052	0.001427	0.205582250368507	3.47098388676085	4.44265125649032	304.613	9.260586344	36.19451712	54.54489653	2.18826395085788	1.01603322839638	1.93044223715552	8.03e-05	35.61623961	0.000191888	0.029447	0.521502868	0.304694574	0.182207063	1128.2324
"69"	"wp2"	112	"TARA_P100001461"	"0-100"	200	-23.2247	-130.1108	4.1975798604502	3.74752429185071	1.84103281650318	0.7937005259841	1.56322366478619	0.464158883361278	1.19581878143035	1.24073144497159	1.44544747339436	1.49180718517833	1.56322366478619	0.932169751786158	0.736806299728077	0	0	0	0.66943295008217	2.63089378653852	1.00332228354209	0	2.18767209530408	0	1.39590640938178	0.464158883361278	0.887904001742601	0	1.32191640828431	0	2.3195559990596	1.3785856825619	0.464158883361278	0	0	0.464158883361278	0.464158883361278	2.95716919524589	2.3195559990596	2.36213729582973	1.19581878143035	24.251	36.627	202.33	10.0629364032792	134	4.514357435474	21.346	29.36752388	0.045795	0.000136	0.000368	0.049122	0.025011	0.00093711	0.0531710303374345	2.8227152948033	5.09375020080676	120.5318333	0	21.5181062	78.4818938	1.28752029160843	0.706445569354714	1.04892810733994	0.00014586	26.2598045	0.000165104	0.035095	0.04214035	0.034212495	0.012948	437.8134752
"70"	"wp2"	113	"TARA_P100001482"	"0-50"	200	-23.1108	-134.9329	14.1739852995971	13.3771199364854	2.61002050257183	0.760590492152278	4.514357435474	2.83020030463429	5.34719916283479	3.38161938204298	2.81134849980791	4.74908569659785	3.49441285454064	0	2.61002050257183	0	0	0	1.52692134429846	13.0094605691536	0	0	1.64359315297542	0	0.760590492152278	0	0	0	1.5874010519682	0	2.03601426056248	2.20151410921849	0	0	0	0	0	13.0600769679031	2.03601426056248	2.47222591610122	5.18146756070778	23.786	36.687	203.04	3.75628575422107	53	4.19833645380841	18.448	27.349518	0.055515	0.000434	0.00242	0.11826	0.051288	0.0069747	0.151192021597034	2.40456389710546	3.97029191355212	NA	NA	NA	NA	NA	NA	NA	0.000136731	70.71096929	0.000686629	0.031083333	NA	NA	NA	5
"71"	"wp2"	122	"TARA_P100001438"	"0-100"	200	-9.0359	-139.2573	10.0751012351622	7.42418432846558	6.83990378670679	0.866239105340903	2.801189970394	2.03279271362971	4.09223197022836	3.51179692787549	4.76161515699062	2.08392871872048	5.21979633483604	3.30803064032362	3.16418395738608	0	0	0	0.866239105340903	6.21308371268197	1.24719370447911	1.24719370447911	3.945296971641	1.37330369328893	1.65462430965725	0	0	0	1.08858723345293	0	3.26826013239409	1.5713656015696	1.5713656015696	0	1.08858723345293	1.08858723345293	0	6.6162135805778	3.26826013239409	4.0532463936608	2.95716919524589	26.562	35.531	187.06	6.41506865999165	106	3.93649718310217	28.027	45.93646814	0.075801	0.000183	0.000605	0.070035	0.03651	0.00094346	0.165133009810704	3.73942819013669	4.68213122712422	389.24	9.42043187	20.96324473	69.6163234	2.33690467838683	1.01506765870258	1.93416387390085	2.3e-06	45.42451183	0.000115813	0.0413755	0.827757382	0.602798636	0.256402	86.97642557
"72"	"wp2"	123	"TARA_P000000482"	"0-100"	200	-8.9054	-140.2836	8.65487713199676	8.03231719077205	2.68561161736482	1.27650085977198	3.50068013993162	1.40440787602032	2.94722519891231	1.96695708947976	1.6070005752935	2.58631866694467	2.40092556893094	2.18138564658081	2.47821064127551	0	0	0	1.76944304563615	7.22455607238775	0.883655592240361	0	3.1919066310212	1.27650085977198	1.27650085977198	0	0	0	1.11333628152095	0	2.99925907628501	2.07931313612584	1.90561588690916	0.883655592240361	0	0	0	7.43909188438226	2.99925907628501	3.46245585054942	3.53782112398222	26.615	35.523	190.39	6.39067652839931	97	3.50339806038672	23.436	46.84791067	0.10775	0.00021	0.000726	0.10922	0.057209	0.0011323	0.180177593479544	3.62782120313772	3.52636052461616	501.196	17.68893501	42.76924647	39.54181852	2.33451414156762	1.01170007437836	2.0593170985522	2.37e-06	75.89697266	0.00015439	0.0486885	1.833769461	1.563225792	NA	27.49667282
"73"	"wp2"	125	"TARA_P100001010"	"0-100"	200	-8.8993	-142.5806	10.8397994271245	9.59284768186859	5.06436780136851	1.08008229825529	4.18200921393461	2.66465125495488	3.24119906846005	3.63222104006423	3.31926291277025	3.46551161387774	3.63222104006423	2.16087870056145	5.23856923429416	0	0	0	1.96350476629835	7.68567641324576	1.36081842319067	0	4.57631174624797	1.36081842319067	2.16087870056145	1.96350476629835	0	0	0	0	3.53408867993492	3.35695443983391	2.98061576092903	0	0	1.08008229825529	0	8.64877637585859	3.53408867993492	5.12916773810164	4.03264944502121	26.87	35.589	187.54	6.40695857718556	92	3.65930571002297	26.555	48.53466425	0.095454	0.000211	0.000687	0.086422	0.044683	0.0010887	0.361993773851291	3.51875751188438	3.63758615972639	433.979	8.278899083	31.20249541	60.5186055	1.61310845775537	0.838483658954691	1.26629336490969	2.95e-06	54.85434453	0.000151549	0.035392	0.762414761	0.653988816	NA	221.8002256
"74"	"wp2"	126	"TARA_P100001405"	"0-100"	200	-11.9774	-151.1478	6.16627543983408	5.69986662250745	1.81812954395163	0.754784231428758	2.05038660168613	1.64482615655336	1.36798075734136	2.42156491000382	1.43903742254577	1.83709055001423	1.75873186886327	1.59004232314857	2.28496813442818	0	0	0	1.268265141077	4.38490002966176	1.38382750364446	0.574889707894483	2.81050475771048	1.25781767194355	1.66189747702634	0.82913443418497	0	0	0.724315644344174	0	3.23165203504783	1.58475096181144	1.51248833176346	0.574889707894483	0.621446501190772	1.09972444888627	0	4.81956711733698	3.23165203504783	3.01840536839884	2.01159926514082	26.737	36.105	188.67	6.51868391517377	41	3.97905720789639	30.442	49.88813514	0.073885	0.000221	0.000795	0.073123	0.034251	0.0011453	0.118102984467303	3.65730880446388	4.06044301054642	NA	9.30237688	31.89927789	58.79834523	1.93728301420165	0.905394555430218	1.67954878519157	3.3e-06	44.16985798	0.000147405	0.0475895	0.286200833	NA	NA	557.2494393
"75"	"wp2"	128	"TARA_P000000767"	"0-85"	200	-0.3946	-153.4221	13.7144181948181	12.7678718996451	4.51157513855766	1.40609586788062	4.81022127459484	3.12815148739898	2.40496656693423	4.11282913882247	3.30711656715183	3.75321206273673	4.60085050436435	4.60085050436435	3.5442013382075	0	0	0	2.02875136556748	11.0433550679446	2.02875136556748	1.40609586788062	5.03968419957949	3.30711656715183	3.68624059261289	0	0	0	0	0	3.88064041577649	5.68412531759257	2.69068578397936	0	1.40609586788062	1.40609586788062	0	11.4960288746144	3.88064041577649	6.79998558243771	8.18411559127816	26.207	35.282	179.79	7.21765216027739	22	3.60882608013869	29.203	50.6094462	0.10194	0.000239	0.000826	0.10941	0.042398	0.0010492	0.170527276911243	3.65830838470281	3.76120011569356	483.8265	13.62891842	43.2413096	43.12977199	2.07367426032684	0.924290451720152	1.8402850850019	3.39e-06	59.53138945	0.000243341	0.0804265	2.05214459	1.853518436	NA	510.8303384
"76"	"wp2"	129	"TARA_P000000783"	"0-100"	200	6.3146	-153.211	9.05013176044138	7.12844503555862	4.41451815916367	0.939779637495297	2.15658697387078	2.66183151607102	1.87102863136577	2.39338455951029	1.96953840095793	2.51984209978975	2.68098204152893	6.05859262157855	1.45180117032475	0	0	0.368403149864039	0.879365934431636	5.8251386067333	1.31809029018942	0	3.22236930671352	1.1597779995298	1.62739292422903	0.368403149864039	0.368403149864039	0	0.748887238721851	0	3.42279948159101	3.92614474297776	1.36619720804723	0.879365934431636	0	1.07721734501594	0	5.97489510386974	3.42279948159101	4.56642216058784	3.17645478622549	28.291	34.856	185.87	5.55049910291155	64	NA	NA	42.66595283	NA	0.000197	0.000595	0.081837	0.039981	0.0013062	0.106115230788701	3.57649362417908	4.29045944114839	NA	9.940976981	42.19910231	47.85992071	2.12271416487562	0.951267928413889	2.19727765885972	3.44e-06	40.63198132	0.000207664	0.0728	1.801895317	1.390841173	NA	688.1094683
"77"	"wp2"	130	"TARA_P000000786"	"0-100"	200	11.2599	-152.4187	7.41322203940137	6.54368990027898	2.94722519891231	0.928317766722556	2.38696638385467	0.928317766722556	2.28942848510666	2.49866595492278	1.73247821068181	2.15443469003188	2.363331500935	3.56215498864642	1.85663553344511	0	0	0.584803547642573	1.16960709528515	5.02916290759968	1.50369459620497	0	3.33821506932817	0.843432665301749	1.98319248268077	0	0.584803547642573	0	1.16960709528515	0	3.39699850448362	3.20104132776631	1.6868653306035	0	0	1.30059144685139	0	5.35778701248924	3.39699850448362	4.16401609200426	3.0509806038006	27.484	34.638	187.81	8.14325284978472	48	4.14081774942285	28.789	47.50580567	0.064782	0.000197	0.000517	0.053608	0.030005	0.0015294	0.0430623630195367	3.30048161797926	4.52178857704904	NA	6.565471789	32.00123829	61.43328993	2.27295835832114	0.952746805611623	2.22811849045411	0.000101196	33.23229154	0.000245434	0.078647	0.592199747	0.609181417	NA	930.5384135
"78"	"wp2"	131	"TARA_P100001069"	"0-100"	200	22.7519	-158.0013	4.20664104315164	3.67590873296258	0.879365934431636	1.30452075002045	1.64482615655336	0.904504169651028	1.25570723564389	1.20046278446547	1.46589720887824	1.68216651704206	1.5979139480908	1.68920495264569	0.824257059961711	0	0	0	0.976100007668508	2.79906431320311	0.904504169651028	0	1.03539880544841	1.05372824302963	1.37330369328893	0.788373516310524	0	0	0	0	2.40439011279735	1.64482615655336	0.629960524947437	0	0	0.391486764116886	0	3.04272205406266	2.40439011279735	1.77791954887917	1.52977540952735	26.163	35.462	195.22	9.22087258411689	18	4.27265868169792	34.587	44.90640714	0.058224	0.000222	0.000731	0.078116	0.032776	0.0015037	0.0415679562216294	2.93169572187533	4.90527477843843	263.25375	8.121727143	27.2106936	64.66757926	1.60319997603761	0.613805231471531	1.82027071004407	0.000506662	33.07954366	0.000188301	0.050457	0.245295943	0.216515875	0.177505455	153.2874069
"79"	"wp2"	132	"TARA_P100001084"	"0-100"	200	32.005	-157.5693	6.27642148079502	5.87046428246998	2.43681659561252	1.416139750217	1.91293118277239	1.12924323465723	1.1597779995298	1.72017485152309	1.35720880829745	1.85469952001445	1.55361625297693	1.68098770339948	2.49009413470777	0	0	1.11333628152095	1.44224957030741	4.46005804719775	0.629960524947437	0	2.04561824353934	0.742895884144657	1.11333628152095	0.391486764116886	0.654213262037718	0	0.920516408251589	0	3.54207715349836	2.81808027887555	2.04082755095867	0	0	0.676789945210701	0	4.93420465901836	3.54207715349836	3.14980262473718	1.50074037524362	25.096	35.352	197.52	8.10791280810866	51	3.91486764116886	25.319	37.3277085	0.076486	0.000186	0.000397	0.052276	0.029842	0.0010976	0.0382298377830027	3.09072169464801	4.71849887129509	369.64625	9.596177526	29.47636271	60.92745976	1.63549159591963	0.597733423499986	1.8146714490025	0.000489302	31.35974897	0.000161523	0.0435815	0.421393088	0.543286167	0.146150059	1126.555564
"80"	"wp2"	133	"TARA_P100001110"	"0-100"	200	35.0127	-127.3227	8.18918860729169	7.64836423937669	2.37579843884149	0.531329284591306	3.38802012229323	1.5051673636461	1.08008229825529	1.33326388527168	1.82415986851552	3.10481388743605	2.3033347970323	2.05985734394031	1.48276570743149	0	0	0	1.08008229825529	6.99468985032826	0	0	1.34626309945306	0	0	0.412128529980856	0	0	2.05985734394031	0	4.3692414031603	1.05969850212481	0.412128529980856	0	0	0	0	7.084419979388	4.3692414031603	1.53686436809526	3.22076342121548	19.079	33.251	224.56	8.10283901904389	11	3.44821724038273	14.012	24.6203185	0.099819	0.000331	0.001284	0.15651	0.051619	0.0020865	0.0435660661096701	3.35490978346068	3.66356164612965	621.712	15.65049251	53.92835813	30.42114936	1.89792401760298	0.920565578510122	2.37000921797883	9.76e-05	67.24042765	0.000323476	0.0386845	1.325224198	0.980443023	0.809868786	513.908609
"81"	"wp2"	134	"TARA_P100001127"	"0-100"	200	32.6714	-121.9884	5.66164876820854	5.06215742232976	1.77369142459805	1.08858723345293	1.14471424255333	0.754784231428758	1.53968172429709	1.37153397007417	1.8814444911741	2.81640034984622	2.6637120052278	1.97724201940483	0.594392195276313	0	0	0	1.37153397007417	4.69859623083989	0	0	1.81812954395163	0.754784231428758	0	0.754784231428758	0	0	0.594392195276313	0	1.40777981663696	1.5979139480908	0	0	0	0	0	4.74997229900743	1.40777981663696	2.16087870056145	2.06534196526647	17.303	33.614	226.02	8.57715226173176	31	3.1748021039364	9.1704	18.62533025	0.11477	0.000331	0.001278	0.18806	NA	NA	0.316648466244377	3.20794024882034	2.56494935746154	NA	25.13597876	41.64069277	33.22332847	2.28223154733708	1.02506436240698	2.6587877011055	3.23e-05	NA	NA	0.040663	1.828710053	1.278367222	0.8673868	250.9779029
"82"	"wp2"	135	"TARA_P100001401"	"0-100"	200	33.0171	-121.386	7.5069565085665	6.54361205388656	2.59723572088057	3.17810575054884	2.01570961425934	0.661910594802623	1.19581878143035	1.63615597813816	2.70123400382811	3.08076890905795	3.06061872518646	3.15248816595049	1.14977941578897	0	0	0	2.01570961425934	6.08607411787258	0	0	1.17446029235066	1.21868890774198	0	1.45021796168576	0	0	1.45021796168576	0	2.87686709218217	1.45021796168576	0	0.464158883361278	0.574889707894483	0	0	6.21696705281925	2.87686709218217	1.6714970977474	3.25478584845807	17.588	33.641	226.92	7.99478827214056	17	3.23961180127748	8.1655	24.51082575	0.12057	0.000324	0.001214	0.1911	0.062428	0.0018765	0.2900168447485	3.05096591954953	3.40119738166216	NA	25.13597876	41.64069277	33.22332847	2.28223154733708	1.02506436240698	2.6587877011055	4.32e-05	80.41851711	0.000265022	0.0592505	1.075307149	0.612475054	0.935215143	180.7936526
"83"	"wp2"	136	"TARA_P100001182"	"0-100"	200	21.7716	-119.3529	13.8061374366525	12.2057126341536	4.15109566076938	2.24335487930447	6.51640824919043	2.65994836615623	4.45586484209391	4.45586484209391	5.03968419957949	4.83373229630475	5.59408388818771	2.90320691611232	0	0	0	0	1.55499601946852	9.12768607981712	0	2.46949598243638	5.84345092219075	4.60855371271805	3.04524026925542	0	0	0	3.1748021039364	0	4.57885697021333	7.79889311490139	3.11136997090241	1.23420115855534	0	1.23420115855534	1.96004026017537	9.92253479709271	4.57885697021333	8.77534420718884	5.51269793425125	24.619	34.689	201.77	6.24879976952624	17	3.50339806038672	18.009	37.520144	0.10169	0.00025	0.000789	0.15044	0.04332	0.001126	0.163801107156576	3.18302064195921	3.85014760171006	446.388	9.826061437	31.41897037	58.7549682	2.3229661946134	1.17459620952493	2.57481539506689	2.85e-05	58.17931104	0.000161442	0.051773	0.393090405	0.381219691	NA	789.9479601
"84"	"wp2"	137	"TARA_P100001144"	"0-100"	200	13.8196	-115.8975	16.1196755451118	15.1349307548472	3.19713284850963	0	5.60046764802112	0	5.12752007729502	3.97146356881574	4.75587454147933	4.24064841157443	4.73574674694292	5.3427654273974	3.51881029008904	0	0	0	2.21654197450615	12.065841781298	1.39590640938178	0	6.04229376500415	4.41040923936379	4.24064841157443	2.79309523181426	0	0	3.69334083446572	0	6.28132539945629	9.27528024959465	3.19713284850963	0	0	1.39590640938178	2.21654197450615	12.7441085173672	6.28132539945629	10.0705017817793	7.53359741854046	26.416	34.026	195.54	5.90594058362449	20	3.47602664488645	21.311	39.69158863	0.10791	0.000283	0.001028	0.17587	0.051574	0.001643	0.220122994020705	3.54550178648796	3.52636052461616	393.3883333	10.12939899	30.26461734	59.60598367	2.48710395546561	1.14978639183153	2.53370358546563	4.45e-06	71.70675892	0.000292442	0.0262575	0.762209504	0.923557637	0.358566	1194.844076
"85"	"wp2"	138	"TARA_P100001191"	"0-100"	200	6.3448	-103.0119	7.41498060959177	6.85284659781438	2.13413598269404	0.742895884144657	2.92050469790003	1.12399086461423	1.69386485198585	2.31147385687909	2.05749782601726	2.13413598269404	2.24666171616555	2.48740330255491	1.84495827149352	0	0	1.00332228354209	1.22092914974679	4.97238105299197	1.34442142396715	0	3.78162877839312	1.64605731431584	2.2862442967345	0	1.06852973014888	0	1.64605731431584	0	3.22108472642723	3.88704886498156	1.71678867179923	0	0	0	0	5.44709605978267	3.22108472642723	4.83187695584518	3.38802012229323	26.66	33.581	196.45	4.97318983326859	11	NA	NA	34.2550335	NA	0.000222	0.000574	0.12307	NA	NA	0.0401327970782494	3.10458411613095	3.98898404656427	280.8106667	10.68167423	35.83804846	53.48027731	2.45030769424429	1.10960365147455	2.65072762741443	4.6e-06	35.38100433	0.000200333	0.0246605	0.819257175	0.546541926	NA	1221.228677
