"net"	"Station"	"Latitude"	"Longitude"	"Ab_Zooplankton"	"Ab_Copepoda"	"Ab_Chaetognatha"	"Ab_Gel_carn"	"Ab_Gel_FF"	"Ab_Crust"	"Ab_Pteropoda"	"Ab_Rhizaria"	"Ab_Small_grazers"	"Ab_Copepoda_unid"	"Ab_Calanoida"	"Ab_Cyclopoida"	"Ab_Harpacticoida"	"Ab_Poecilostomatoida"	"Ab_Acartiidae"	"Ab_Augaptilidae"	"Ab_Calanidae"	"Ab_Calanoida_unidentified"	"Ab_Candaciidae"	"Ab_Centropagidae"	"Ab_Corycaeidae"	"Ab_Eucalanidae"	"Ab_Euchaetidae"	"Ab_Harpacticoida.1"	"Ab_Heterorhabdidae"	"Ab_Metridinidae"	"Ab_Oithonidae"	"Ab_Oncaeidae"	"Ab_Paracalanidae"	"Ab_Pontellidae"	"Ab_Rhincalanidae"	"Ab_Sapphirinidae"	"Ab_Temoridae"	"Ab_Aetideidae"	"Ab_Arietellidae"	"Ab_Copepoda_unidentified"	"Ab_Lubbockiidae"	"Ab_Monstrilloida"	"Temperature"	"O2"	"Salinity"	"PAR"	"MLD"	"Chla"	"bbp470"	"Micro"	"Nano"	"Pico"	"PAR2"	"Flux200"	"NO2NO3"	"SiO2"	"PO4"	"PC1"	"PC2"
"101"	"wp2"	152	43.615	-16.758	11.7960968370002	11.2198203459403	0	0	2.17478088249291	2.86143960647022	5.75323069863535	0.658630462823104	1.65964960911473	5.4449606927135	10.0760862861301	5.93447214039994	1.69352787081673	2.41832044287251	0	0	0	10.0586552831093	0.522761443604534	1.7099759466767	0.658630462823104	0	0	1.69352787081673	0	0	5.93447214039994	2.40190820463474	0.522761443604534	0	0	0	0	NA	NA	NA	NA	NA	14.276	243.26	36.155	12.194	156	0.656216491108376	-7.33853819507459	NA	NA	NA	30.9305631111111	1.14836505666857	1.54244210644833	1.19717700610423	0.62463089317026	NA	NA
"102"	"wp2"	153	44.025	-16.54	9.47516111421166	9.06492150907602	0	0.763140284550981	1.45983797538947	2.07148920042235	4.40256393267279	1.64413590239744	1.52629201623485	3.51843335931505	8.35017748556009	4.8644941409191	0	1.5874010519682	0	0	0	8.28595874370766	1.21141877609093	2.10545069272391	0.763140284550981	0	0.763140284550981	0	0	0	4.8644941409191	1.52629201623485	1.21141877609093	0	0	0	0	NA	NA	NA	NA	NA	14.112	242.67	36.113	NA	104	0.507124662821067	NA	NA	NA	NA	33.9750689166667	1.12107575912409	1.73939160479915	1.29450341966924	0.701696565045929	NA	NA
"103"	"wp2"	155	54.558	-16.86	5.18050839014763	4.30660603496684	0.773707871158901	2.17096844227527	3.14246118585089	1.27305483220145	1.32302184943615	1.48642567720867	2.13767237532386	1.17977684183679	3.53933850833847	3.17062969508716	0.876633140411088	1.10449947643411	1.33886590016434	0	1.96063009035371	3.03506991760923	0	0.43831830521261	0.43831830521261	1.00348782096195	0	0.876633140411088	0	1.39877443765782	3.17062969508716	1.08099588067289	0	0	1.37691743509007	0	0	NA	NA	NA	NA	NA	11.104	261	35.508	22.163	26	0.903517101843176	-6.74648713138602	70.2870698334155	21.8359344748737	7.87699569171072	41.3473537	16.1558386492537	2.09239501696966	1.31908884549173	0.782467530899339	2.62502400248035	-0.316369782463706
"104"	"wp2"	157	65.676	-1.7601	22.0580245883961	21.7259389534426	4.61867018190726	2.72392994487348	3.25623261583478	0.944328162026031	4.44085569093378	5.03968419957949	4.75911454000146	13.4797134720595	17.534029025231	11.3916734108442	0	9.78340938588549	3.9285651947953	0	10.4342068925523	15.9499739585467	0	5.03968419957949	0	0	0.749510792081308	0	0	2	11.3916734108442	9.78340938588549	0	0	0	0	0	NA	NA	NA	NA	NA	6.8438	315.73	35.136	NA	12	0.651405243818683	NA	40.8001527934085	42.3878488166726	16.8119983899189	27.483475	16.2992962760736	1.70028830173873	0.87708227886699	0.677515442883607	NA	NA
"105"	"wp2"	158	67.127	0.12763	18.4632521081131	17.7764533156806	4.96657707949653	4.54959139751429	5.50027546829656	3.59930542155328	5.85027636457064	2.49561899386533	3.14428290288839	7.4154655856376	15.9761363004353	8.9074465305318	0	7.5192984482095	1.94114326632557	0	9.43965442094109	14.7627869581622	0	1.94114326632557	1.94114326632557	0	1.54067941011738	0	0	0.970572517795855	8.9074465305318	7.47595260843037	0	0	0	0	0	NA	NA	NA	NA	NA	7.839	315.47	35.279	9.1942	10	0.979763235875661	-6.23685370736951	62.30074834726	24.867053704263	12.832197948477	30.3900529166667	6.76796788421052	2.03608461802364	1.64407905386454	0.814112851520663	3.59598737090521	-0.180355831221305
"106"	"wp2"	159	68.987	2.1491	10.2607267438508	8.86090668041048	4.31875707269567	2.14946804939497	3.91786674155732	4.71514654794798	4.10089213186058	1.97673884143294	3.7423904951533	3.19295324364839	6.18576338026836	7.37481087325018	0	2.93871972886636	1.03334258287477	0	5.06137682749513	4.64792368858885	0	0	0	0	1.40247860241481	0	1.03334258287477	1.18290579454469	7.37481087325018	2.93871972886636	0	0	0	0	0	NA	NA	NA	NA	NA	7.3609	307.13	35.328	NA	20	0.807630120219328	NA	64.2589965174771	27.7287043933046	8.01229908921833	33.79629	1.02437225925926	1.20896069944993	0.898014139918852	0.585937814459091	NA	NA
"107"	"wp2"	160	70.359	3.6316	10.2721568689185	9.51432741174226	3.6110258669336	1.39981290016665	3.29140709021451	3.43939190621381	2.47091630075029	1.65964960911473	4.25063427673044	3.46495642136361	7.2655788662427	7.55684218124859	0	1.65964960911473	1.22284920387145	0	6.74746132241399	4.1111731722363	0	1.22284920387145	0	0	1.22284920387145	0	0	1.11101873306062	7.55684218124859	1.65964960911473	0	0	0	0	0	NA	NA	NA	NA	NA	7.272	304.23	35.346	NA	24	1.00358711720453	NA	60.689170885292	32.4117285109817	6.89910060372624	33.79629	0.973639048780488	1.9060747397771	1.55227428881371	0.725674679128309	NA	NA
"108"	"wp2"	161	72.375	3.9192	8.5595893458193	8.17200447005225	2.65820407539233	0	1.4628505016207	3.73666970739827	0.886060948983983	1.34530605750023	1.61007959690318	3.18626929291794	7.49819215685469	4.51150963141553	0	0	0.886060948983983	0	7.05139050083962	3.94115952713746	0	0	0	0.703270411078181	0	0	0	2.05637121540392	4.51150963141553	0	0	0	0	0	0	NA	NA	NA	NA	NA	5.0487	323.68	35.251	NA	38	0.844864070195273	NA	58.9705192069373	35.517688313418	5.51179247964475	33.79629	3.09467275460123	1.9703973362613	1.6400865014854	0.788672662936716	NA	NA
"109"	"wp2"	162	74.165	3.9087	13.0712147899895	12.7018948543951	3.32113765627812	0	0.749510792081308	1.18977421981139	0	1.88864884813324	5.17425639077741	5.60853290987943	7.67561861275849	10.7675753604107	1.18977421981139	5.54540918419159	2.03449335104293	0	4.94962756099985	6.72395081359793	0	2.64602465532549	0	0	0	1.18977421981139	0	0	10.7675753604107	5.54540918419159	0	0	0	0	0	NA	NA	NA	NA	NA	2.15	354.26	35.074	NA	22	0.916184576624758	NA	69.6997329512148	28.5131050692151	1.78716197957014	33.79629	2.43472836419753	1.90488126236184	1.40884485307243	0.75232405020814	NA	NA
"110"	"wp2"	163	76.161	1.7172	4.33472548301171	4.09129622972975	1.19909654219626	0	0.51667753474653	0.745177952475674	0	0	2.20288876715248	1.25992104989487	3.14252869452319	3.16564817969473	0	1.55003121685308	0	0	2.70187341403821	2.23090005025677	0	0.51667753474653	0	0	0	0	0	0.410089213186058	3.16564817969473	1.55003121685308	0	0	0	0	0	NA	NA	NA	NA	NA	1.9546	362.99	35.058	0.3342	19	1.90517518016659	-6.27117844991059	NA	NA	NA	39.1051860833333	2.01951641294643	2.07340807885489	1.69539874539116	0.846928940659957	NA	NA
"111"	"wp2"	167	71.015	38.703	5.86528149689643	5.37468720011307	2.72473835268021	1.22284920387145	0.990384505270066	0.658630462823104	0	1.04552898593503	2.80445718676593	1.57981143933603	4.13470442431428	4.31193726466646	0	0.770341109337673	0.770341109337673	0	3.71740038825533	2.60678700162316	0	0.770341109337673	0	0	0	0	0	0.881820439483168	4.31193726466646	0.770341109337673	0	0	0	0	0	NA	NA	NA	NA	NA	8.7639	290.07	34.907	NA	23	0.663905524372309	NA	71.9546661984515	14.9591916491558	13.0861421523927	42.681683	NA	0.444796018113863	1.03328982358134	0	NA	NA
"112"	"wp2"	168	72.556	44.101	7.4922023846578	7.26406307234981	2.85278275447313	1.40653408252512	0.938301595893095	1.02819743163544	0.703270411078181	1.68482456708305	1.61565364436093	3.0921410366514	5.9278393223259	5.24099742099318	0.351633183647779	1.12788232093948	0	0	5.00931596511205	4.22285350158874	0	0.886060948983983	0	0	0.703270411078181	0.351633183647779	0	1.84308595257188	5.24099742099318	1.12788232093948	0	0	0	0	0	NA	NA	NA	NA	NA	7.2287	299.54	35.088	17.143	19	0.592945151413559	-6.03729908345178	72.7678014638811	19.7302767744402	7.50192176167873	36.4775067142857	7.80012829411765	1.22947826375215	1.21627007361101	0.561640068751747	3.07948130242947	-1.63943704492807
"113"	"wp2"	169	74.38	47.207	11.9390656210694	11.4730306900036	4.91371970611685	0.957844556465561	2.77477340356818	2.39965272753096	0	2.68672034351714	2.59698862395958	2.85879095390109	11.1026209215611	4.90902128179917	0	0	1.24706511455094	0	10.7505858703593	4.88287790472391	0	1.79857912560646	0	0	0	0	0	1.24706511455094	4.90902128179917	0	0	0	0	0	0	NA	NA	NA	NA	NA	4.6467	319.04	35.072	NA	11	0	NA	43.9436360663778	15.5859151475517	40.4704487860705	28.353964	NA	0.437951913988789	0.933844646137577	0.270036574834929	NA	NA
"114"	"wp2"	170	75.94	51.869	11.2781943021107	10.7847979991034	2.23737788416279	1.24289300238154	2.66277209265675	1.82516105415479	0	4.55327622992501	3.62614708050377	3.68991654298703	10.0540407668159	5.71399046093519	0	1.08576704663796	0	0	9.50909562854826	5.35918009289848	0	0	0	0	0	0	0	1.36798075734136	5.71399046093519	1.08576704663796	0	0	0	0	0	NA	NA	NA	NA	NA	3.4333	330.6	35.047	NA	17	0.352120460665453	NA	26.0472697636512	43.9798967671828	29.972833469166	31.370692	NA	0.453065489608349	0.867197570832372	0.341644284342495	NA	NA
"115"	"wp2"	171	77.589	58.603	11.8350864962268	10.1309445354089	2.58107560864165	1.30194973704879	6.64992744941294	3.4639288459197	1.80544646634358	0.451360491713443	6.35720141101886	3.79419705238963	8.78930346351707	6.72940222997233	0	1.1373664456974	1.43297569347586	0	6.9028763475274	6.8614244506899	0	2.7493441962373	0	0	0	0	0	1.4903529035116	6.72940222997233	1.1373664456974	0	0	0	0	0	NA	NA	NA	NA	NA	1.207	356.59	34.9	NA	13	0.317549644003276	NA	20.4054622368454	59.0121960270143	20.5823417361403	34.6209725	NA	1.47122947721209	0.76417028814744	0.693771963160417	NA	NA
"116"	"wp2"	172	77.95	67.998	13.0097475217373	11.6621025230737	1.53581932372803	1.21898060505948	1.82091850751349	1.87970079741226	1.53581932372803	0	8.40663685611117	4.96738775070647	9.40533875088303	8.55493826871357	1.21898060505948	1.53581932372803	1.53581932372803	0	8.65282966218273	5.52277061081644	0	1.82091850751349	0	0	0.845195501139346	1.21898060505948	0	1.75808503840079	8.55493826871357	1.53581932372803	0	0	0	0	0	NA	NA	NA	NA	NA	-0.43219	383.37	33.965	NA	13	0.458092288312379	NA	70.0110828249133	10.113352060747	19.8755651143396	41.98166	27.8711585714286	1.50825082896465	0.990744941475812	0.717680938718056	NA	NA
"117"	"wp2"	173	78.946	79.383	12.7234485263709	9.6922955791852	1.31037069710445	1	3.20753432999583	2.59624705092555	1.65096362444731	1.25992104989487	10.2882764781018	3.39121144301417	7.5929181490975	7.42291412043621	2.83352555404853	1.25992104989487	0	0	6.0776933193506	5.9130993064911	0	1.5874010519682	0	0	0	2.83352555404853	0	1.35720880829745	7.42291412043621	1.25992104989487	0	0	0	0	0	NA	NA	NA	NA	NA	-0.4215	390.28	33.688	21.075	10	0.332993876647044	-6.3642688729766	NA	NA	NA	39.5765613333333	NA	NA	NA	NA	NA	NA
"118"	"wp2"	174	79.032	71.632	13.7883930794137	11.1430355940239	2.275930465103	0.944328162026031	3.87321110629959	2.22040249174968	2.10016627557186	0	10.4674730379773	4.15204331564311	9.85617467811445	7.0210928404716	0	2.03449335104293	1.18977421981139	0	8.59501243161817	6.42525825747066	0	1.7159513572858	0	0	0	0	0	3.69690513054383	7.0210928404716	2.03449335104293	0	0	0	0	0	NA	NA	NA	NA	NA	0.69395	367.56	34.116	NA	14	0.426607522183722	NA	NA	NA	NA	32.520447	9.25786912727273	1.55699234219561	1.01868470732131	0.711325962278596	NA	NA
"119"	"wp2"	175	79.226	66.548	8.52382978579666	7.89909726372285	1.34530605750023	1.40653408252512	3.4149857552317	1.27793122850799	3.06154364140407	2.12274593744795	3.44942229352193	2.53798008339847	5.83788126056753	6.49846117418492	0	1.4628505016207	1.0142946882383	0	4.78764182079361	4.37346286135632	0	0.886060948983983	0	0	1.16106521257246	0	0.703270411078181	1.24138070277976	6.49846117418492	1.4628505016207	0	0	0	0	0	NA	NA	NA	NA	NA	1.1676	380.42	34.422	12.008	25	1.26364778147536	-6.07920346141599	65.9668926060629	10.5885164449084	23.4445909490287	35.2490953333333	5.24538113095238	1.63338076589542	1.31771135021294	0.73388991263503	4.68647579327288	-0.894515504625597
"120"	"wp2"	176	77.747	65.438	16.8842466086903	15.2118098430456	2.34843716822652	1.50789907084357	2.94430578306184	3.27256097172178	3.31929316737474	0	10.5666210008851	6.30841237832711	12.7641902754791	10.5402836501767	1.44983747682986	2.47918721196949	1.82668075598441	0	11.7614947118277	7.48095910757174	0	2.47918721196949	0	0	0	1.44983747682986	2.09103510153098	1.50789907084357	10.5402836501767	2.47918721196949	0	0	0	0	0	NA	NA	NA	NA	NA	1.9934	354.87	34.493	NA	15	0.143084599556703	NA	35.7364518993783	24.7662572218286	39.497290878793	37.769543	27.217823125	NA	NA	NA	NA	NA
"121"	"wp2"	177	77.879	71.747	10.9274905782108	10.2999151656695	1.05827177740779	2.02439294916597	3.49433095871801	2.02439294916597	2.35356332812667	1.33333888886574	5.14634170081059	2.87259155574092	9.72067013167253	5.31942556972631	0	0	0	0	8.83561667170181	6.08391354112377	0	1.05827177740779	0	1.05827177740779	0	0	0	1.05827177740779	5.31942556972631	0	0	0	0	0	0	NA	NA	NA	NA	NA	0.89089	352.71	34.027	NA	14	0	NA	36.5478175556462	28.4599949128112	34.9921875315426	37.769543	14.8895962173913	0.673131549726529	0.625011413124917	0.377057138954182	NA	NA
"122"	"wp2"	178	77.188	73.195	14.9746188551667	14.0641612852164	1.85663553344511	2.86298578103411	4.12912046182547	2.94722519891231	2.46253467789381	1.62192475589329	7.55327986379074	5.63783898565191	13.4163089463069	5.68226765898728	1.62192475589329	0	2.04348915891604	0	12.4839260056631	7.69998313371242	0	1.62192475589329	0	0	0	1.62192475589329	0	0	5.68226765898728	0	0	0	0	0	0	NA	NA	NA	NA	NA	1.4964	347.47	34.475	19.249	24	0.548480655243262	-7.24462759562469	37.5218997542094	29.9376859741032	32.5404142716874	38.1729871428571	4.20064666666667	1.06582235704487	0.833150795574435	0.504110121230049	1.76585331457906	-2.06465116523103
"123"	"wp2"	179	75.542	74.574	15.2262013462771	13.2203085001359	2.0165296752181	3.37957769311521	1.91293118277239	0.584803547642573	3.74205726273154	0	10.3633075807165	4.33385923926202	9.63410899062304	11.0011018180071	0.736806299728077	1.47361259945615	1.47361259945615	0	4.21716332650875	8.94618086587962	0	4.63539177840163	0	0.584803547642573	0	0.736806299728077	0	0.584803547642573	11.0011018180071	1.47361259945615	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.70666	4.20064666666667	NA	NA	NA	NA	NA
"124"	"wp2"	180	74.803	76.158	10.3107961702996	8.68750573641427	5.00439613366896	2.2461993449411	6.11803317263662	0	1.38672832668781	0	4.1633815884411	3.1748021039364	7.1433047338569	6.35373537638234	0	1.38672832668781	0	0	3.72452661281539	6.41774049231223	0	3.57001849096078	0	0	0	0	0	1.44224957030741	6.35373537638234	1.38672832668781	0	0	0	0	0	NA	NA	NA	NA	NA	-1.0018	368.14	29.384	0.8965	10	0.713126462464256	-5.49554953607775	NA	NA	NA	40.2273091666667	4.20064666666667	NA	NA	NA	NA	NA
"125"	"wp2"	181	73.979	77.096	10.7678617061295	10.5821224701573	2.21266796260704	1.25992104989487	2.06716111420701	0	1.10063324420164	0	3.43414272766	6.15635318524603	9.38142552093905	5.01329793496458	0	0	0	0	3.85598103357808	8.48171386090452	0	4.93475224991807	0	0	1.22389599270028	0	0.873581920701313	3.28656922572121	5.01329793496458	0	0	0	0	0	0	NA	NA	NA	NA	NA	0.70069	361.13	22.01	NA	10	0.702291808132692	NA	NA	NA	NA	24.291889875	4.20064666666667	NA	NA	NA	NA	NA
"126"	"wp2"	182	75.967	78.627	12.396895264145	11.0121078798899	1.21355012294533	1.67279653827571	6.81128460768908	0.439865661467965	3.1349157039435	0	6.00397884236714	3.59734887116783	8.0070770708707	9.18738820108608	0	0	0	0	4.56528690682539	7.36284025146393	0	2.67139439105772	0	0	0	0	0	0	9.18738820108608	0	0	0	0	0	0	NA	NA	NA	NA	NA	0.96264	369.86	32.87	NA	10	0.259590083848633	NA	NA	NA	NA	21.9611433333333	4.20064666666667	NA	NA	NA	NA	NA
"127"	"wp2"	183	77.463	75.762	11.742226939848	11.3478380222279	1.56179007749527	1.65964960911473	1.96773219415324	0.913340377992206	1.82668075598441	0	5.12815391829204	5.19484202544234	10.4574239653469	5.62016539324045	0	0	0	0	9.43111763844593	6.70702463658151	0	1.15073676795132	0	0	0	0	0	1.15073676795132	5.62016539324045	0	0	0	0	0	0	NA	NA	NA	NA	NA	3.4651	323.15	34.201	NA	11	0.498166618978081	NA	21.7843392108296	17.6447507173161	60.5709100718542	21.8062466666667	5.6383622	0.967095859090037	0.26056582885726	0.346153806900914	NA	NA
"128"	"wp2"	184	79.773	69.665	12.6373852279733	11.6380340952354	1.40247860241481	0.820174462184978	3.72920639485503	1.56894542889997	1.4903529035116	0	7.2405505111344	4.53456509684888	9.76942434885901	8.15224071777783	0	2.06671638220096	2.06671638220096	0	8.40451382496086	6.86340635538371	0	1.87773644882045	0	0	0	0	0	0	8.15224071777783	2.06671638220096	0	0	0	0	0	NA	NA	NA	NA	NA	2.9053	324.32	34.243	NA	20	0.420842978136197	NA	42.8879418400602	19.6858026238823	37.4262555360575	18.4787912	8.69736993103448	0.580384208374271	0.247538510485448	0.294983241411289	NA	NA
"129"	"wp2"	185	79.674	60.834	13.7677521717193	11.9420820198101	1.91857134751881	0.604311536141074	1.95772956589808	1.52276390010251	4.21367425226591	0	9.33495153348148	4.8187059420989	10.9055270345031	6.62404756689064	0	1.52276390010251	1.91857134751881	0	10.1613815882157	6.21920855098711	0	0	0	0	0.604311536141074	0	0	0	6.62404756689064	1.52276390010251	0	0	0	0	0	NA	NA	NA	NA	NA	2.5864	333.33	34.545	NA	19	0.383331737023388	NA	NA	NA	NA	16.7317923333333	4.20064666666667	NA	NA	NA	NA	NA
"130"	"wp2"	186	79.055	74.169	16.8669822066677	16.7641004011887	2.73078617886826	0	2.73078617886826	1.6341113420631	2.59401978613406	0	2.91333533482027	8.77166332827804	14.6348887270177	9.66139757765711	0	0	0	0	10.9231558903543	12.2019077908745	0	2.35680838316765	0	0	0	0	0	1.13302086733882	9.66139757765711	0	0	0	0	0	0	NA	NA	NA	NA	NA	3.0548	320.28	33.981	NA	22	0.419127060688146	NA	29.9477655252467	6.94236919771304	63.1098652770403	NA	11.1579758571429	0.818326947693415	0	0.301727075326787	NA	NA
"131"	"wp2"	187	78.124	86.55	14.922114661922	14.5538229543821	2	2.10545069272391	3.91486764116886	1.74715728954641	1.10063324420164	0	5.38321261208728	5.48846065514738	12.5935383009688	9.70706963275297	0	1.74715728954641	1.38672832668781	0	10.6227469271051	9.02327309955156	0	1.74715728954641	0	0	2.10545069272391	0	0	3.60028289957896	9.70706963275297	1.74715728954641	0	0	0	0	0	NA	NA	NA	NA	NA	1.6271	342.97	34.038	NA	10	0.520704174195271	NA	40.2667333339744	22.5329089702786	37.2003576957471	NA	4.20064666666667	0.586746430844262	0.579225084826194	0.532318077260211	NA	NA
"132"	"wp2"	188	78.266	91.817	17.1041472790176	13.8379268949808	1	1	5.45416453568867	1	2.73685183739921	0	12.9431442073487	2.54582168482974	9.04606016760283	12.3266744348173	2.28942848510666	2	0	0	4.97318983326859	8.38009269230258	0	3.03658897187566	0	0	0	2.28942848510666	0	0.90856029641607	12.3266744348173	2	0	0	0	0	0	NA	NA	NA	NA	NA	-1.6108	394.75	33.1	NA	16	1.19849347982599	-6.05504352875085	NA	NA	NA	11.058244	4.20064666666667	NA	NA	NA	NA	NA
"133"	"wp2"	189	77.924	117.02	6.04837932137132	5.7826871761784	1.79085900740477	0.817833862517812	1.63567021686276	1.17951334907118	1.10996455802211	0	2.42281483815079	2.86518010780579	4.22627145655529	4.51715264322105	0.64911121128885	1.2417050771616	0.64911121128885	0	3.8886587014168	2.3257965436611	0	0	0	0	0.817833862517812	0.64911121128885	0.64911121128885	1.44361041047173	4.51715264322105	1.2417050771616	0	0	0	0	0	NA	NA	NA	NA	NA	-0.30607	371.33	31.481	NA	10	0.804330680868066	-6.6076506865318	NA	NA	NA	10.8634128	2.14279359628378	NA	NA	NA	NA	NA
"134"	"wp2"	190	73.847	145.81	12.6763821084408	12.6462814610374	1.23960445240168	2.14757613988529	0.72491873841493	1.31726476770366	0	0	0	9.25804510696989	10.539383463679	3.87722868671884	0	0	5.12333279103395	0	2.82210395777067	9.76600046449745	0	2.91470925354176	0	0	1.04552898593503	0	1.38672832668781	3.77307841912988	3.87722868671884	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.118738	NA	NA	NA	NA	NA	NA
"135"	"wp2"	191	71.572	160.94	11.7595975304593	11.7065393107693	1.40653408252512	1.11636684111475	0	1.84308595257188	0	0	2.25573843856554	4.20982206148903	10.8028227646728	6.41085397779698	1.77212189796797	0	3.62543712524932	0	2.49213528444434	10.602325347209	0	1.79039118402424	0	0	0	1.77212189796797	0	0	6.41085397779698	0	0	0	0	0	0	NA	NA	NA	NA	NA	1.4875	340.4	28.555	NA	20	0.684986413497905	-1.97428904765701	NA	NA	NA	14.0316892	NA	NA	NA	NA	NA	NA
"136"	"wp2"	192	70.704	166.33	21.8762542954252	19.2978905405647	3.1748021039364	3.63424118566428	6.32745221979269	0	2.88449914061482	0	14.3017814462794	4.21091266465802	18.7172346281589	8.10958576572379	2.77343065230075	0	2.88449914061482	0	8.52091734118244	17.8645177918549	0	5.9751752077145	0	0	0	2.77343065230075	0	0	8.10958576572379	0	0	0	0	0	0	NA	NA	NA	NA	NA	-0.33242	344.01	31.396	NA	12	1.12866786397162	NA	NA	NA	NA	14.347429	NA	NA	NA	NA	NA	NA
"137"	"wp2"	193	71.095	174.95	11.1503716687895	10.2130935270967	4.31811360254867	1.83644833152131	4.04256625504118	0	0	0	5.52069339465714	3.10498677088691	9.16589451714569	6.39198214701235	0	1.60428538691458	3.81997788790504	0	5.20999065479711	8.17878713014895	0	2.91518001334217	0	0	0	0	0	1.01065278193815	6.39198214701235	1.60428538691458	0	0	0	0	0	NA	NA	NA	NA	NA	2.4537	339.32	29.169	6.2703	17	0.8331587189699	-5.83960219779874	NA	NA	NA	13.2329834	NA	NA	NA	NA	NA	NA
"138"	"wp2"	194	73.382	-168.21	8.23628575493883	7.71675667137538	2.38696638385467	1.08576704663796	2.46840231711069	0.542883523318981	0	0	4.10394227202407	3.51746373772654	7.12851063273389	3.65032210830957	0	1.72354775202551	1.36798075734136	0	5.19644727741831	5.94618544192051	0	1.97296965946438	0	0	1.08576704663796	0	0	0.542883523318981	3.65032210830957	1.72354775202551	0	0	0	0	0	NA	NA	NA	NA	NA	-0.97426	303.4	19.557	NA	25	0.541568371381229	-6.77409889416946	78.0916851997991	9.67142549680752	12.2368893033934	10.1651393333333	NA	1.23953937105267	1.77229616771714	0.953246143698808	5.19718795436455	-0.13377106524934
"139"	"wp2"	194	73.382	-168.21	8.01164969401075	7.68347498992496	1.91656794282511	1.36798075734136	2.2266725630419	0	0	0	3.41995189335339	3.51314782696545	7.08946397343287	3.68599526846784	1.08576704663796	1.36798075734136	1.08576704663796	0	4.95207544842214	6.06303906355529	0	1.98657677675854	0	0	0	1.08576704663796	0	1.16960709528515	3.68599526846784	1.36798075734136	0	1.08576704663796	0	0	0	NA	NA	NA	NA	NA	-0.97426	303.4	19.557	NA	25	0.541568371381229	-6.77409889416946	78.0916851997991	9.67142549680752	12.2368893033934	10.1651393333333	NA	1.23953937105267	1.77229616771714	0.953246143698808	5.19718795436455	-0.13377106524934
"140"	"wp2"	195	72.216	-159.69	10.7920760062643	10.0836319531503	3.00336659097889	0.566518223324193	4.799392284173	0	0.817055671031549	0	4.5350837867181	4.48442351135468	8.89899412105441	6.13012066573024	0	0	3.1748021039364	0	6.69299036705906	7.12214207736232	0	2.26604173467764	0	0	0	0	0	0	6.13012066573024	0	0	0	0	0	0	NA	NA	NA	NA	NA	1.7005	350.21	27.768	NA	14	0.665444706031215	NA	NA	NA	NA	7.702758	NA	NA	NA	NA	NA	NA
"141"	"wp2"	196	71.903	-154.91	7.25330804249159	7.06497328991137	2.16016459651058	1.24289300238154	1.39590640938178	0.782973528233773	0.861773876012753	0	2.35854741598815	3.60164533843748	6.23236629518231	3.88682823557565	0	1.72354775202551	1.80900833930205	0	4.04287218558988	5.4861358802967	0	1.56594705646755	0	0	0.782973528233773	0	0	0.861773876012753	3.88682823557565	1.72354775202551	0	0	0	0	0	NA	NA	NA	NA	NA	2.5484	335.68	28.935	NA	11	0.860001802772496	-4.23353766641638	89.5942269149377	3.00466907771719	7.40110400734512	8.6727722	56.3500057	1.25393427088548	1.53633136127668	0.885227153965181	6.57972966429632	-0.88916587554901
"142"	"wp2"	197	71.333	-148.67	3.70724257052601	3.61176705156547	0.752571911024178	0.85405216258742	0.896824197772354	0.612257157653223	0.403252645714577	0.46160904689679	1.18691808977789	1.75191626824733	2.68898115578126	2.79224042067233	0	0.806504266497632	0.732756203404506	0	1.92627396414874	2.20055082626238	0	0.732756203404506	0	0	0.896824197772354	0	0	0.508069079410787	2.79224042067233	0.806504266497632	0	0	0	0	0	NA	NA	NA	NA	NA	0.96553	366.82	26.845	NA	10	0.644874883088758	NA	69.8522005467963	16.237383600222	13.9104158529817	10.3881481666667	16.578532030303	0.551236885724867	1.29668504529021	0.619062927112765	NA	NA
"143"	"wp2"	198	71.479	-141.88	4.97116738903041	4.76660852673855	0.928317766722556	1.31037069710445	0.887904001742601	0	0.584803547642573	0	2.19668923502774	2.09157623209337	3.7456245263433	3.52096263272533	0.464158883361278	1.41779993901769	0.584803547642573	0	1.91293118277239	3.34120362514931	0	1.48880555295383	0	0	1.27033409277248	0.464158883361278	0.766309432393553	1.31037069710445	3.52096263272533	1.41779993901769	0	0	0	0	0	NA	NA	NA	NA	NA	1.6775	362.16	21.584	NA	12	0.7302707446346	NA	79.7642745377614	3.3122853148407	16.9234401473979	8.503143	1.95582177160494	0.836820939120464	1.7908249165363	0.64997238541461	NA	NA
"144"	"wp2"	199	70.392	-140.29	5.16503959495672	5.12053745985549	0.978866522361475	0.820174462184978	0.871568053331273	0.30215485530699	0.883510426895924	0	0.871568053331273	2.2318373189414	4.28296850575418	3.4983393482464	0	1.20861850846096	1.20861850846096	0	2.61334362992843	3.8252246155137	0	1.15599889847957	0	0.604311536141074	0.51667753474653	0	0.628512489554337	0.938869169795941	3.4983393482464	1.20861850846096	0	0	0	0	0	NA	NA	NA	NA	NA	1.5231	357.21	22.1	NA	10	0.781906360410068	NA	NA	NA	NA	6.930854	14.6231814571429	NA	NA	NA	NA	NA
